
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-14-0.tsp ,2.96862,1.47951,1.09561,3.33463,13.1889,7.67488,29.7421,9.9812,4.97447,3.6837,11.2118,44.3441,25.8048
grubhub-14-2.tsp ,3.93919,1.45821,0.709431,4.07024,15.1349,5.31089,30.6228,12.8636,4.76184,2.31667,13.2915,49.4235,17.3429
grubhub-14-3.tsp ,2.93057,2.01561,1.49317,3.56098,13.3775,8.62114,31.9989,9.15833,6.29899,4.66631,11.1284,41.806,26.9419
grubhub-14-4.tsp ,3.08374,1.61512,1.23024,3.04683,13.853,2.99545,25.8244,11.9412,6.25425,4.76388,11.7983,53.6431,11.5993

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-14-0.tsp ,1.67447,2.15935,1.39398,2.66732,19.2978,4.71561,31.9085,5.24772,6.76731,4.36869,8.35926,60.4785,14.7785
grubhub-14-2.tsp ,2.58602,1.65707,1.46098,3.61902,6.48374,6.44813,22.255,11.62,7.44586,6.56472,16.2617,29.1339,28.9739
grubhub-14-3.tsp ,2.29431,2.28195,1.4078,2.98683,14.6707,1.79187,25.4335,9.02082,8.97223,5.53524,11.7437,57.6827,7.04532
grubhub-14-4.tsp ,1.55171,2.95967,1.94455,2.15415,6.52114,4.53106,19.6623,7.8918,15.0526,9.88976,10.9557,33.1657,23.0444
