
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-14-5.tsp ,2.64862,2.12098,1.38146,2.77512,19.304,0.113428,28.3436,9.34468,7.48309,4.87399,9.79101,68.107,0.40019
grubhub-14-6.tsp ,3.29106,1.88829,1.31073,3.5161,10.9102,0.0707317,20.9872,15.6813,8.99737,6.2454,16.7536,51.9853,0.337024
grubhub-14-7.tsp ,3.39415,0.495447,0.41252,2.82146,14.8866,4.61577,26.6259,12.7475,1.86077,1.54932,10.5967,55.9101,17.3356
grubhub-14-8.tsp ,3.58065,1.30163,0.772846,3.42146,15.9844,2.42472,27.4857,13.0273,4.73565,2.81181,12.4482,58.1553,8.82174
grubhub-14-9.tsp ,3.27789,2.42098,1.12293,2.80634,12.1439,1.45902,23.2311,14.1099,10.4213,4.83373,12.0801,52.2744,6.28049

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-14-5.tsp ,1.36667,2.92764,1.82667,2.35122,3.0848,10.8674,22.4244,6.09455,13.0556,8.14589,10.4851,13.7564,48.4624
grubhub-14-6.tsp ,1.5522,2.96992,2.19675,3.21073,3.62033,5.40553,18.9554,8.18865,15.6679,11.589,16.9383,19.0991,28.517
grubhub-14-7.tsp ,2.04699,1.89951,0.963415,2.01317,14.0233,8.38528,29.3316,6.97879,6.47599,3.28456,6.86348,47.8093,28.5879
grubhub-14-8.tsp ,2.91561,1.15236,0.855772,2.82293,7.12919,2.42472,17.3006,16.8527,6.66081,4.9465,16.317,41.2078,14.0152
grubhub-14-9.tsp ,2.28358,2.25171,1.17171,2.13073,11.508,2.59927,21.945,10.4059,10.2607,5.33928,9.7094,52.4403,11.8444
