0	1	1	554	594	590	630	24	3	16	2	1	0	-1	-1
1	1	1	1002	1042	1020	1060	16	1	62	1	1	1	-1	-1
2	2	1	600	640	0	1440	34	2	6	2	1	1	-1	-1
3	2	1	765	805	0	1440	3	24	16	2	1	0	-1	-1
4	2	1	1095	1135	0	1440	32	8	21	1	1	0	-1	-1
5	2	1	555	595	0	1440	1	42	63	1	1	1	40	48
6	1	1	369	409	400	440	19	14	86	2	0	0	-1	-1
7	1	1	755	795	765	805	1	14	95	2	0	0	-1	-1
8	2	2	735	775	0	1440	14	1	97	2	0	0	-1	-1
9	1	2	392	432	410	450	10	14	103	2	0	0	-1	-1
10	2	2	750	790	0	1440	14	10	103	2	0	0	-1	-1
11	2	1	1130	1170	0	1440	14	16	110	2	0	0	-1	-1
12	1	1	744	784	760	800	13	14	113	2	0	0	-1	-1
13	2	1	1110	1150	0	1440	14	13	113	2	0	0	-1	-1
14	1	1	352	392	380	420	6	14	114	2	0	0	-1	-1
15	1	1	760	800	770	810	1	14	115	2	1	0	-1	-1
16	1	1	742	782	770	810	6	14	117	2	1	0	-1	-1
17	1	1	742	782	770	810	6	14	118	2	1	0	-1	-1
18	2	1	1130	1170	0	1440	14	38	116	2	1	0	-1	-1
19	1	1	735	775	765	805	2	35	123	2	0	1	-1	-1
