5	28	9	45	15	48	35	15	40	10	45	66	58	55	18	17	59	53	58	62	26	61	35	30	29	57	42	31	91	21	39	51	62	52	75	19	49	79	36	45	48	65	60	21	32
28	5	16	10	40	8	8	16	10	36	9	22	17	16	10	9	18	14	17	39	9	37	14	10	27	34	10	10	68	21	16	28	38	80	50	54	29	56	13	16	23	42	36	29	27
9	16	5	28	20	32	20	14	32	12	38	37	32	25	22	18	33	28	30	47	15	45	20	18	23	45	31	19	79	8	28	39	54	60	59	30	45	64	34	34	36	50	52	27	22
45	10	28	5	51	30	32	45	15	45	30	30	18	5	9	9	7	8	8	19	24	18	14	27	36	17	27	28	59	28	9	19	47	89	43	62	40	35	28	26	16	22	45	40	22
15	40	20	51	3	50	51	30	50	9	45	66	41	40	28	26	40	30	36	50	27	56	31	30	34	53	43	31	80	21	33	41	66	68	65	39	56	73	46	46	48	57	64	37	20
48	8	32	30	50	3	5	24	26	47	24	52	32	31	28	24	31	28	28	47	20	40	16	21	21	38	8	21	70	28	19	30	33	74	52	50	25	54	19	23	30	43	31	24	29
35	8	20	32	51	5	3	25	18	43	17	40	28	37	28	24	32	29	20	48	23	41	18	24	32	46	20	31	82	37	30	42	45	86	61	61	36	110	19	16	33	51	33	25	30
15	16	14	45	30	24	25	3	43	30	43	66	46	45	40	35	45	42	42	58	24	50	26	25	9	51	26	25	84	22	32	44	40	63	62	40	32	61	34	36	43	53	38	13	36
40	10	32	15	50	26	18	43	3	48	7	44	35	29	26	24	33	30	31	35	24	29	14	27	39	35	22	28	73	29	23	35	50	92	55	62	43	48	14	9	12	38	48	43	33
10	36	12	45	9	47	43	30	48	3	46	69	50	52	39	35	52	41	46	57	23	62	36	27	31	54	40	28	88	18	36	48	63	58	72	28	57	80	43	42	45	64	61	34	30
45	9	38	30	45	24	17	43	7	46	3	39	32	23	18	22	23	38	36	28	21	22	11	23	35	27	20	24	66	25	20	30	46	88	51	59	40	42	20	16	7	31	44	40	29
66	22	37	30	66	52	40	66	44	69	39	3	31	21	40	35	20	30	29	12	46	16	36	48	58	10	48	49	46	50	27	20	48	95	39	75	50	22	49	48	34	6	45	59	39
58	17	32	18	41	32	28	46	35	50	32	31	3	18	20	19	10	15	9	19	25	27	17	28	36	23	26	29	53	30	11	11	47	90	34	62	40	44	30	31	31	29	45	40	13
55	16	25	5	40	31	37	45	29	52	23	21	18	3	16	11	5	9	8	17	25	20	16	26	34	20	25	27	58	27	2	18	45	87	41	63	39	36	28	27	21	22	43	40	16
18	10	22	9	28	28	28	40	26	39	18	40	20	16	3	5	14	7	16	31	17	29	10	17	33	30	21	18	65	18	13	25	44	83	43	53	38	48	25	24	26	34	42	38	12
17	9	18	9	26	24	24	35	24	35	22	35	19	11	5	3	12	8	8	28	15	26	9	17	31	26	21	18	60	19	8	20	42	83	39	53	34	44	24	24	23	30	40	35	12
59	18	33	7	40	31	32	45	33	52	23	20	10	5	14	12	3	10	7	12	32	20	23	32	40	17	30	33	59	34	9	9	51	93	41	70	46	36	34	34	28	22	49	44	19
53	14	28	8	30	28	29	42	30	41	38	30	15	9	7	8	10	3	5	23	19	27	13	21	33	26	24	22	60	23	6	18	43	86	38	57	36	44	27	26	25	28	42	36	9
58	17	30	8	36	28	20	42	31	46	36	29	9	8	16	8	7	5	3	20	23	28	17	25	33	22	24	26	56	27	7	14	45	88	37	61	40	44	31	28	29	29	44	40	11
62	39	47	19	50	47	48	58	35	57	28	12	19	17	31	28	12	23	20	3	38	12	28	42	50	4	40	43	48	44	19	13	52	98	41	76	53	24	40	41	27	10	47	48	29
26	9	15	24	27	20	23	24	24	23	21	46	25	25	17	15	32	19	23	38	3	38	12	5	32	38	19	5	71	13	20	31	43	76	52	45	38	56	24	26	28	43	41	37	26
61	37	45	18	56	40	41	50	29	62	22	16	27	20	29	26	20	27	28	12	38	0	26	40	50	9	40	41	45	42	22	25	45	92	38	70	46	21	39	39	21	10	41	54	34
35	14	20	14	31	16	18	26	14	36	11	36	17	16	10	9	23	13	17	28	12	26	0	15	27	27	17	16	63	16	11	23	38	80	43	50	31	45	18	18	18	31	36	31	20
30	10	18	27	30	21	24	25	27	27	23	48	28	26	17	17	32	21	25	42	5	40	15	0	31	39	18	4	73	16	21	33	42	79	54	48	38	58	24	25	30	44	40	37	29
29	27	23	36	34	21	32	9	39	31	35	58	36	34	33	31	40	33	33	50	32	50	27	31	0	51	26	35	84	31	32	44	40	59	63	35	28	62	35	39	45	54	38	6	42
57	34	45	17	53	38	46	51	35	54	27	10	23	20	30	26	17	26	22	4	38	9	27	39	51	0	40	42	46	43	20	18	48	95	39	76	50	22	40	40	26	8	44	51	31
42	10	31	27	43	8	20	26	22	40	20	48	26	25	21	21	30	24	24	40	19	40	17	18	26	40	0	19	72	27	20	32	38	80	53	54	29	58	16	19	26	44	36	29	30
31	10	19	28	31	21	31	25	28	28	24	49	29	27	18	18	33	22	26	43	5	41	16	4	35	42	19	0	73	19	21	33	37	81	55	49	41	60	25	23	29	46	36	38	31
91	68	79	59	80	70	82	84	73	88	66	46	53	58	65	60	59	60	56	48	71	45	63	73	84	46	72	73	5	73	53	57	71	118	34	97	73	28	77	73	63	43	67	86	61
21	21	8	28	21	28	37	22	29	18	25	50	30	27	18	19	34	23	27	44	13	42	16	16	31	43	27	19	73	3	8	17	51	69	56	39	43	61	31	31	33	47	49	41	23
39	16	28	9	33	19	30	32	23	36	20	27	11	2	13	8	9	6	7	19	20	22	11	21	32	20	20	21	53	8	3	16	43	85	42	58	40	35	32	26	22	24	41	35	14
51	28	39	19	41	30	42	44	35	48	30	20	11	18	25	20	9	18	14	13	31	25	23	33	44	18	32	33	57	17	16	3	52	95	38	67	43	39	35	34	33	25	50	46	20
62	38	54	47	66	33	45	40	50	63	46	48	47	45	44	42	51	43	45	52	43	45	38	42	40	48	38	37	71	51	43	52	3	70	65	52	22	48	46	48	54	45	13	43	51
52	80	60	89	68	74	86	63	92	58	88	95	90	87	83	83	93	86	88	98	76	92	80	79	59	95	80	81	118	69	85	95	70	5	107	29	58	92	89	84	89	92	66	56	73
75	50	59	43	65	52	61	62	55	72	51	39	34	41	43	39	41	38	37	41	52	38	43	54	63	39	53	55	34	56	42	38	65	107	5	86	66	20	55	56	56	37	62	64	44
19	54	30	62	39	50	61	40	62	28	59	75	62	63	53	53	70	57	61	76	45	70	50	48	35	76	54	49	97	39	58	67	52	29	86	3	40	74	63	64	66	66	48	30	51
49	29	45	40	56	25	36	32	43	57	40	50	40	39	38	34	46	36	40	53	38	46	31	38	28	50	29	41	73	43	40	43	22	58	66	40	3	49	39	41	47	46	21	29	45
79	56	64	35	73	54	110	61	48	80	42	22	44	36	48	44	36	44	44	24	56	21	45	58	62	22	58	60	28	61	35	39	48	92	20	74	49	5	58	57	41	19	45	66	50
36	13	34	28	46	19	19	34	14	43	20	49	30	28	25	24	34	27	31	40	24	39	18	24	35	40	16	25	77	31	32	35	46	89	55	63	39	58	0	10	24	46	44	38	36
45	16	34	26	46	23	16	36	9	42	16	48	31	27	24	24	34	26	28	41	26	39	18	25	39	40	19	23	73	31	26	34	48	84	56	64	41	57	10	0	20	45	47	41	35
48	23	36	16	48	30	33	43	12	45	7	34	31	21	26	23	28	25	29	27	28	21	18	30	45	26	26	29	63	33	22	33	54	89	56	66	47	41	24	20	0	30	53	47	35
65	42	50	22	57	43	51	53	38	64	31	6	29	22	34	30	22	28	29	10	43	10	31	44	54	8	44	46	43	47	24	25	45	92	37	66	46	19	46	45	30	0	42	57	36
60	36	52	45	64	31	33	38	48	61	44	45	45	43	42	40	49	42	44	47	41	41	36	40	38	44	36	36	67	49	41	50	13	66	62	48	21	45	44	47	53	42	3	41	50
21	29	27	40	37	24	25	13	43	34	40	59	40	40	38	35	44	36	40	48	37	54	31	37	6	51	29	38	86	41	35	46	43	56	64	30	29	66	38	41	47	57	41	0	45
32	27	22	22	20	29	30	36	33	30	29	39	13	16	12	12	19	9	11	29	26	34	20	29	42	31	30	31	61	23	14	20	51	73	44	51	45	50	36	35	35	36	50	45	0
