
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-8-5-A-1.txt ,13.142,41.956,10.8924,94.4564,160.447,8.19088,26.1495,6.7888,58.8708
sarp-8-5-A-2.txt ,14.6449,39.8338,6.69501,53.3628,114.537,12.7862,34.7782,5.84531,46.5902
sarp-8-5-A-3.txt ,26.5535,47.7488,7.42154,87.3806,169.104,15.7024,28.2363,4.38873,51.6726
sarp-8-5-A-4.txt ,21.2977,25.8244,7.09194,73.4621,127.676,16.681,20.2265,5.55463,57.5378
sarp-8-5-B-1.txt ,42.9418,57.7412,22.216,47.695,170.594,25.1719,33.8471,13.0227,27.9582
sarp-8-5-B-2.txt ,26.6193,51.0118,13.9928,51.496,143.12,18.5993,35.6427,9.77695,35.981
sarp-8-5-B-3.txt ,41.8764,51.2805,9.08813,70.3583,172.603,24.2616,29.71,5.26533,40.763
sarp-8-5-B-4.txt ,14.3584,68.7503,27.7944,73.6645,184.568,7.77949,37.2494,15.0592,39.9119
sarp-8-5-C-1.txt ,38.6913,120.195,58.1891,62.5201,279.596,13.8383,42.9889,20.8119,22.3609
sarp-8-5-C-2.txt ,41.6592,99.6274,45.8546,44.9262,232.067,17.9513,42.9304,19.7592,19.3591
sarp-8-5-C-3.txt ,58.8475,88.984,65.2643,85.5958,298.692,19.7018,29.7913,21.8501,28.6569
sarp-8-5-C-4.txt ,77.6463,81.6534,80.235,52.9293,292.464,26.549,27.9191,27.4341,18.0977
