25	5	50	25
0	49.7294	23.6659	3	861	861
1	30.1357	24.9318	3	859	859
2	47.1821	8.5742	3	992	992
3	16.6638	6.0046	3	758	758
4	49.4454	5.3041	3	767	767
5	22.5633	47.3144	3	572	572
6	20.1987	12.9064	3	560	560
7	17.1047	21.6738	3	717	717
8	26.2417	6.5794	3	719	719
9	31.5082	17.8495	3	870	870
10	7.2925	33.0361	3	894	894
11	2.1273	24.6430	3	1007	1007
12	2.7391	36.7125	3	997	997
13	1.0585	38.8231	3	1000	1000
14	30.5160	0.7880	3	687	687
15	12.4890	10.6517	3	979	979
16	25.7198	9.6712	3	691	691
17	19.2259	42.3836	3	781	781
18	15.6758	18.6713	3	826	826
19	47.6878	38.2391	3	974	974
20	15.9858	17.8865	3	876	876
21	1.1455	33.0905	3	935	935
22	39.5603	27.3873	3	914	914
23	39.6699	21.0685	3	893	893
24	4.1046	47.3641	3	655	655
25	21.6053	24.2314	3	829	829
26	19.9093	24.3445	3	655	655
27	10.9439	20.9678	3	825	825
28	13.1676	41.4599	3	641	641
29	2.1116	47.4756	3	1019	1019
30	35.3278	21.3376	3	789	789
31	39.8592	1.0036	3	942	942
32	40.0089	37.5470	3	710	710
33	39.2427	5.9946	3	742	742
34	5.4335	40.3882	3	1012	1012
35	39.0851	44.9938	3	917	917
36	17.7755	28.7550	3	626	626
37	16.0623	13.0123	3	1012	1012
38	25.7173	20.1669	3	946	946
39	10.3763	47.3227	3	658	658
40	44.3983	30.2856	3	714	714
41	21.6671	5.3422	3	800	800
42	46.8021	23.0092	3	625	625
43	20.4848	45.8190	3	1023	1023
44	47.8911	36.0653	3	760	760
45	34.0950	14.3807	3	625	625
46	7.1349	28.9459	3	962	962
47	34.2881	49.1566	3	892	892
48	13.6368	31.0902	3	846	846
49	30.0039	42.6506	3	748	748
50	49.7193	25.7849	-3	861	861
51	27.6751	23.5479	-3	859	859
52	46.8226	10.2602	-3	992	992
53	12.3407	6.5974	-3	758	758
54	46.6981	9.5039	-3	767	767
55	18.5594	45.4362	-3	572	572
56	21.8371	12.1264	-3	560	560
57	20.1268	22.5452	-3	717	717
58	26.4535	5.3400	-3	719	719
59	34.5476	17.6175	-3	870	870
60	8.3570	30.1124	-3	894	894
61	1.5017	24.9718	-3	1007	1007
62	2.2707	37.5360	-3	997	997
63	4.5255	39.0328	-3	1000	1000
64	32.1102	2.5286	-3	687	687
65	11.9545	14.6908	-3	979	979
66	27.2552	7.3743	-3	691	691
67	17.5494	43.3781	-3	781	781
68	13.3259	18.3429	-3	826	826
69	47.8686	37.2589	-3	974	974
70	17.3551	15.9428	-3	876	876
71	1.2534	34.8347	-3	935	935
72	38.4870	24.8051	-3	914	914
73	39.2377	21.2114	-3	893	893
