 1A
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 ghsarp-10-5-0,10,5,3,88.813,29.4947,78.2816,3,0,40.0261,Optimal,20.0356,20.0356,0
 ghsarp-10-5-1,10,5,4,97.5057,29.9708,67.0663,5,0.01,60.4102,Optimal,15.6513,15.6513,0
 ghsarp-10-5-2,10,5,0,83.8348,0,67.4877,4,0,16.3472,Optimal,16.3472,16.3472,0
 ghsarp-10-5-3,10,5,4,68.2302,29.4877,57.3158,3,0.01,40.4022,Optimal,22.5818,22.5818,0
 ghsarp-10-5-4,10,5,3,64.2532,30.3432,61.5884,4,0,33.0079,Optimal,17.1081,17.1081,0
 ghsarp-10-5-5,10,5,5,83.1502,32.8562,73.1594,4,0.01,42.847,Optimal,19.8003,19.8003,0
 ghsarp-10-5-6,10,5,4,83.2041,21.2834,59.7712,4,0.01,44.7163,Optimal,14.4695,14.4695,0
 ghsarp-10-5-7,10,5,5,88.1685,30.0501,66.5814,5,0.01,51.6372,Optimal,18.3738,18.3738,0
 ghsarp-10-5-8,10,5,5,89.5018,39.6972,61.9995,3,0.01,67.1995,Optimal,28.2925,28.2925,0
 ghsarp-10-5-9,10,5,0,80.3333,0,59.7036,3,0.01,20.6298,Optimal,20.6298,20.6298,0
 ghsarp-5-10-0,5,10,2,55.268,17.438,42.046,3,0.01,30.6599,Optimal,14.2013,14.2013,0
 ghsarp-5-10-1,5,10,2,48.7565,23.3796,35.3745,2,0.01,36.7615,Optimal,15.1757,15.1757,0
 ghsarp-5-10-2,5,10,3,46.5942,24.0536,54.7159,3,0.01,15.9319,Optimal,15.3641,15.3641,0
 ghsarp-5-10-3,5,10,4,33.1825,25.7897,40.8034,4,0,18.1688,Optimal,12.1004,12.1004,0
 ghsarp-5-10-4,5,10,3,29.9652,22.6601,33.0026,2,0.01,19.6227,Optimal,19.1763,19.1763,0
 ghsarp-5-10-5,5,10,3,38.99,22.6996,33.3276,2,0.01,28.3619,Optimal,15.2938,15.2938,0
 ghsarp-5-10-6,5,10,0,45.9775,0,35.5183,3,0,10.4593,Optimal,10.4593,10.4593,0
 ghsarp-5-10-7,5,10,3,41.2946,26.4363,36.4567,3,0.01,31.2742,Optimal,15.9134,15.9134,0
 ghsarp-5-10-8,5,10,3,45.8827,24.9997,35.4115,3,0.01,35.4709,Optimal,16.5757,16.5757,0
 ghsarp-5-10-9,5,10,3,42.2593,23.3872,44.8508,3,0.01,20.7957,Optimal,14.5847,14.5847,0
 ghsarp-5-5-0,5,5,3,38.2104,23.4033,45.8971,2,0,15.7167,Optimal,10.8287,10.8287,0
 ghsarp-5-5-1,5,5,3,34.9518,19.5774,28.0927,3,0.01,26.4365,Optimal,14.9101,14.9101,0
 ghsarp-5-5-2,5,5,2,44.0368,25.0923,38.4286,2,0.01,30.7005,Optimal,15.9684,15.9684,0
 ghsarp-5-5-3,5,5,2,36.245,18.0806,38.8468,3,0,15.4788,Optimal,11.1905,11.1905,0
 ghsarp-5-5-4,5,5,3,49.4787,24.3713,45.3058,2,0,28.5441,Optimal,21.918,21.918,0
 ghsarp-5-5-5,5,5,2,34.0669,11.9117,24.2877,3,0.01,21.6909,Optimal,8.76437,8.76437,0
 ghsarp-5-5-6,5,5,0,49.631,0,35.3178,3,0,14.3132,Optimal,14.3132,14.3132,0
 ghsarp-5-5-7,5,5,2,30.7337,9.58341,25.0396,2,0.01,15.2776,Optimal,7.18824,7.18824,0
 ghsarp-5-5-8,5,5,2,63.5089,17.481,54.2219,3,0,26.768,Optimal,13.3337,13.3337,0
 ghsarp-5-5-9,5,5,3,44.3021,19.5422,39.3018,3,0.01,24.5425,Optimal,8.62497,8.62497,0
 ghsarp-5-6-0,5,6,3,45.498,27.0792,38.498,2,0.01,34.0792,Optimal,18.4767,18.4767,0
 ghsarp-5-6-1,5,6,2,36.9548,13.951,28.2626,3,0,22.6432,Optimal,7.08541,7.08541,0
 ghsarp-5-6-2,5,6,2,37.7061,13.4056,37.3667,2,0.01,13.745,Optimal,5.94899,5.94899,0
 ghsarp-5-6-3,5,6,2,45.2868,11.1817,33.1297,3,0.02,23.3388,Optimal,9.77441,9.77441,0
 ghsarp-5-6-4,5,6,3,53.1988,23.2358,44.8004,3,0,31.6342,Optimal,14.8875,14.8875,0
 ghsarp-5-6-5,5,6,0,49.0249,0,44.6345,2,0.01,4.39049,Optimal,4.39049,4.39049,0
 ghsarp-5-6-6,5,6,2,44.0142,24.408,45.0497,2,0.01,23.3725,Optimal,11.0011,11.0011,0
 ghsarp-5-6-7,5,6,3,45.2019,27.1326,55.1404,3,0.01,17.1941,Optimal,16.6173,16.6173,0
 ghsarp-5-6-8,5,6,0,41.06,0,25.9941,2,0,15.0659,Optimal,15.0659,15.0659,0
 ghsarp-5-6-9,5,6,3,41.9421,21.2173,35.9952,3,0.01,27.1642,Optimal,12.3609,12.3609,0
 ghsarp-5-7-0,5,7,3,36.1544,19.5632,34.4378,3,0,21.2798,Optimal,13.1357,13.1357,0
 ghsarp-5-7-1,5,7,3,37.1896,19.1455,38.1496,2,0.01,18.1855,Optimal,12.2477,12.2477,0
 ghsarp-5-7-2,5,7,3,40.1929,19.6472,36.169,2,0.02,23.6711,Optimal,13.116,13.116,0
