 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,1.24512,1.22241,0.529699,3.25921,6.25644,19.9014,19.5384,8.46645,52.0937
 sarp-10-5-A-2,1.60614,0,0,3.52334,5.12949,31.312,0,0,68.688
 sarp-10-5-B-1,1.14566,1.29676,0.57086,2.81678,5.83006,19.6509,22.2427,9.79167,48.3147
 sarp-10-5-B-2,1.15786,2.48216,1.06796,2.01924,6.72722,17.2115,36.8973,15.8752,30.016
 sarp-10-5-C-1,3.3671,1.96262,1.5959,2.63585,9.56147,35.2153,20.5264,16.6909,27.5674
 sarp-10-5-C-2,2.00983,1.63791,1.61378,2.16935,7.43087,27.047,22.042,21.7173,29.1937
 sarp-5-10-A-1,0.707151,0.824728,0.10464,1.23445,2.87097,24.6311,28.7265,3.64475,42.9977
 sarp-5-10-A-2,0.299804,1.17092,0.423212,1.26814,3.16208,9.48123,37.0302,13.384,40.1046
 sarp-5-10-B-1,0.174617,1.78986,0.725061,1.53397,4.22351,4.13441,42.3786,17.1673,36.3197
 sarp-5-10-B-2,0.152288,1.77951,0.682906,0.702481,3.31718,4.59088,53.6452,20.5869,21.177
 sarp-5-10-C-1,0.606557,1.38343,1.24175,1.19153,4.42327,13.7129,31.2763,28.0732,26.9377
 sarp-5-10-C-2,0.459985,1.98648,0.846066,1.14587,4.4384,10.3638,44.7567,19.0624,25.8172
 sarp-5-5-A-1,0.413492,1.6302,0.547296,1.44135,4.03234,10.2544,40.4282,13.5726,35.7448
 sarp-5-5-A-2,0.37796,1.59484,0.51766,1.08498,3.57544,10.571,44.6055,14.4782,30.3453
 sarp-5-5-B-1,0.571783,1.41375,0.724094,0.851893,3.56152,16.0545,39.6951,20.331,23.9194
 sarp-5-5-B-2,1.31783,0.697255,0.115625,1.37172,3.50243,37.6262,19.9078,3.30128,39.1647
 sarp-5-5-C-1,0.527798,2.38697,1.69004,0.690429,5.29524,9.96742,45.0777,31.9162,13.0387
 sarp-5-5-C-2,0,1.95717,2.00538,0.871587,4.83414,0,40.4864,41.4838,18.0298
 sarp-5-6-A-1,0.261023,1.21709,0.433085,1.95164,3.86284,6.75729,31.5077,11.2116,50.5234
 sarp-5-6-A-2,0.894985,0,0,2.32502,3.22001,27.7945,0,0,72.2055
 sarp-5-6-B-1,0.332434,1.87268,0.499316,1.34751,4.05195,8.20431,46.2168,12.3229,33.256
 sarp-5-6-B-2,0.512086,1.53386,0.645068,1.30449,3.9955,12.8166,38.3897,16.1449,32.6489
 sarp-5-6-C-1,0.346952,1.08034,1.15315,0.899129,3.47957,9.97114,31.048,33.1406,25.8403
 sarp-5-6-C-2,1.47688,1.10205,0.799422,1.56711,4.94546,29.8633,22.284,16.1648,31.6879
 sarp-5-7-A-1,0.661425,0.87466,0.182185,1.43094,3.1492,21.0029,27.774,5.78511,45.438
 sarp-5-7-A-2,0.41936,1.07183,0.428887,1.28315,3.20323,13.0918,33.4609,13.3892,40.0581
 sarp-5-7-B-1,0.683876,1.47353,0.409564,2.09001,4.65699,14.6849,31.6414,8.79462,44.8791
 sarp-5-7-B-2,0,2.45251,1.0746,0.536336,4.06344,0,60.3555,26.4455,13.1991
