 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,1.36887,0.823956,0.39457,1.85545,4.44285,30.8106,18.5457,8.88102,41.7627
 sfsarp-10-5-2,0.215104,1.43177,0.788754,1.19327,3.6289,5.92754,39.4546,21.7353,32.8825
 sfsarp-10-5-3,0,2.17319,1.52556,0.375301,4.07405,0,53.3423,37.4457,9.21201
 sfsarp-10-5-4,0.41367,1.97413,1.11724,1.10112,4.60615,8.98081,42.8585,24.2553,23.9054
 sfsarp-10-5-5,0.641046,2.32846,1.27056,1.02272,5.26279,12.1807,44.2439,24.1423,19.4331
 sfsarp-5-10-1,0.194431,1.01208,0.303222,0.576236,2.08597,9.32089,48.5185,14.5362,27.6243
 sfsarp-5-10-2,0.549505,1.15307,0.601704,0.514794,2.81908,19.4924,40.9025,21.344,18.2611
 sfsarp-5-10-3,0.0847572,0.828269,0.366924,0.346418,1.62637,5.21144,50.9275,22.561,21.3001
 sfsarp-5-10-4,0.138786,0.886805,0.699883,0.583225,2.3087,6.01142,38.4115,30.315,25.2621
 sfsarp-5-10-5,0.745615,0.45173,0.244425,0.731016,2.17279,34.3161,20.7904,11.2494,33.6442
 sfsarp-5-5-1,0.693395,0.703394,0.484165,1.9325,3.81346,18.1828,18.445,12.6962,50.6759
 sfsarp-5-5-2,0.107172,1.13977,0.486069,0.554044,2.28706,4.68601,49.8358,21.253,24.2252
 sfsarp-5-5-3,0.0940413,0.96029,0.479906,0.334691,1.86893,5.03183,51.3819,25.6781,17.9082
 sfsarp-5-5-4,0.287396,0.329182,0.212267,0.693265,1.52211,18.8814,21.6267,13.9456,45.5463
 sfsarp-5-5-5,0.0842336,1.61006,0.894273,1.17559,3.76416,2.23778,42.7735,23.7576,31.2312
 sfsarp-5-6-1,0.611135,0.695805,0.275201,1.08645,2.66859,22.9011,26.0739,10.3126,40.7124
 sfsarp-5-6-2,0,1.06579,0.569776,0.33359,1.96916,0,54.1243,28.935,16.9408
 sfsarp-5-6-3,0.609123,0.438399,0.193222,0.972277,2.21302,27.5245,19.81,8.73114,43.9344
 sfsarp-5-6-4,0.733071,0.82901,0.569088,1.10923,3.2404,22.6228,25.5835,17.5623,34.2314
 sfsarp-5-6-5,0.4735,0.794074,0.277883,0.910292,2.45575,19.2813,32.3353,11.3156,37.0678
 sfsarp-5-7-1,0.234014,0.90714,0.573599,0.718469,2.43322,9.61744,37.2814,23.5736,29.5275
 sfsarp-5-7-2,0.258352,1.49865,0.379141,1.07665,3.21279,8.04135,46.6464,11.801,33.5112
 sfsarp-5-7-3,0.539091,1.3039,0.823168,0.801467,3.46762,15.5464,37.6021,23.7387,23.1129
 sfsarp-5-7-4,0.0833333,1.4247,0.630954,0.444674,2.58367,3.22539,55.1427,24.4209,17.211
 sfsarp-5-7-5,0,1.48956,0.999584,0.321069,2.81021,0,53.0052,35.5697,11.4251
 sfsarp-5-8-1,0.206822,0.832935,0.326295,0.79175,2.1578,9.58484,38.6011,15.1216,36.6924
 sfsarp-5-8-2,0.553408,0.915075,0.403976,0.764886,2.63735,20.9835,34.6968,15.3175,29.0021
 sfsarp-5-8-3,0.139193,1.01854,0.476594,0.521778,2.15611,6.45577,47.2398,22.1044,24.2
 sfsarp-5-8-4,0,1.22684,0.785688,0.261795,2.27432,0,53.9431,34.546,11.5109
 sfsarp-5-8-5,0.23083,0.682642,0.333761,0.661333,1.90857,12.0944,35.7673,17.4875,34.6508
 sfsarp-5-9-1,0.131032,1.53018,1.37081,1.15995,4.19197,3.12578,36.5026,32.7009,27.6708
 sfsarp-5-9-2,0.227666,0.833544,0.543894,1.1484,2.7535,8.26823,30.2721,19.7528,41.7069
 sfsarp-5-9-3,0.143006,1.15654,0.86095,0.795427,2.95592,4.83796,39.1261,29.1263,26.9096
 sfsarp-5-9-4,0.40467,0.504319,0.193568,0.741659,1.84422,21.9427,27.346,10.4959,40.2154
 sfsarp-5-9-5,0.900201,0.677943,0.342116,0.985476,2.90574,30.9801,23.3312,11.7738,33.9149
 sfsarp-6-5-1,0.0921193,1.27944,0.472975,0.601428,2.44596,3.76618,52.3082,19.337,24.5886
 sfsarp-6-5-2,0.152219,1.21069,0.468558,0.243291,2.07476,7.33669,58.3534,22.5837,11.7262
 sfsarp-6-5-3,0,1.06462,0.710704,0.34127,2.1166,0,50.2988,33.5777,16.1235
 sfsarp-6-5-4,0.184165,1.06964,0.761744,1.01752,3.03307,6.07191,35.266,25.1146,33.5475
 sfsarp-6-5-5,0,1.70139,0.645782,0.1933,2.54047,0,66.9714,25.4198,7.60883
