10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-1.tsp ,75.28,45.36,12.44,103.74,236.82,31.7879,19.1538,5.25293,43.8054
grubhub-10-2.tsp ,73.5,13.1,7.82,115.24,209.66,35.0568,6.24821,3.72985,54.9652
grubhub-10-3.tsp ,61.86,14.34,8.24,111.82,196.26,31.5194,7.30663,4.19851,56.9754
grubhub-10-4.tsp ,100.18,11.18,10.7,118.5,240.56,41.6445,4.64749,4.44795,49.2601
grubhub-10-5.tsp ,84.14,20.72,11.96,105.36,222.18,37.8702,9.32577,5.38302,47.421
grubhub-10-6.tsp ,82.68,18.36,0,98.2,199.24,41.4977,9.21502,0,49.2873
grubhub-10-7.tsp ,66.48,0,0,125.28,191.76,34.6683,0,0,65.3317
grubhub-10-8.tsp ,105.04,0,0,142.34,247.38,42.461,0,0,57.539
grubhub-10-9.tsp ,69.94,0,0,116.06,186,37.6022,0,0,62.3978
grubhub-11-1.tsp ,83.92,27.56,18.7,94.56,224.74,37.3409,12.2631,8.32073,42.0753
grubhub-11-2.tsp ,108.92,22.18,8.44,131.9,271.44,40.1267,8.17123,3.10934,48.5927
grubhub-11-3.tsp ,97.82,17.68,14.64,139.78,269.92,36.2404,6.55009,5.42383,51.7857
grubhub-11-4.tsp ,84.4,20.26,16.5,121.7,242.86,34.7525,8.34225,6.79404,50.1112
grubhub-11-6.tsp ,86.34,13.56,12.24,120.56,232.7,37.1036,5.82725,5.25999,51.8092
grubhub-11-7.tsp ,77.62,18.86,5.04,107.9,209.42,37.0643,9.00583,2.40665,51.5233
grubhub-11-8.tsp ,98.72,0,0,137.78,236.5,41.7421,0,0,58.2579
grubhub-11-9.tsp ,108.6,0,0,102.2,210.8,51.518,0,0,48.482
grubhub-12-1.tsp ,91.84,32.14,13.48,166.56,304.02,30.2085,10.5717,4.43392,54.7859
grubhub-12-2.tsp ,86.76,19.92,6.8,117.66,231.14,37.5357,8.61815,2.94194,50.9042
grubhub-12-3.tsp ,97.6,0,0,126.56,224.16,43.5403,0,0,56.4597
grubhub-12-4.tsp ,95.92,0,0,180.12,276.04,34.7486,0,0,65.2514
