
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
 sarp-10-20-A-1,10,20,6,44.0486,36.9874,54.1401,3,71.73,26.8958,Optimal,26.8958,26.8958,0
 sarp-10-20-A-2,10,20,7,43.7965,40.5137,61.3321,4,39.33,22.978,Optimal,22.978,22.978,0
 sarp-10-20-B-1,10,20,8,51.2929,57.878,60.2868,5,115.68,48.8841,Optimal,48.8841,48.8841,0
 sarp-10-20-B-2,10,20,10,49.7518,85.0979,70.1935,4,23.93,64.6561,Optimal,64.6561,64.6561,0
 sarp-10-20-C-1,10,20,10,107.048,168.444,114.361,3,33.4,161.131,Optimal,161.131,161.131,0
 sarp-10-20-C-2,10,20,8,123.725,150.84,102.687,3,73.29,171.878,Optimal,171.878,171.878,0
 sarp-10-30-A-1,10,30,10,39.6878,60.1009,66.4798,4,254.6,33.3089,Optimal,33.3089,33.3091,0.000600437
 sarp-10-30-A-2,10,30,8,43.347,42.4538,61.4038,3,96.48,24.3971,Optimal,24.3971,24.3971,0
 sarp-10-30-B-1,10,30,9,45.1814,55.8011,58.6329,3,54.22,42.3496,Optimal,42.3496,42.3496,0
 sarp-10-30-B-2,10,30,10,48.9041,67.5244,61.0534,4,80.12,55.3751,Optimal,55.3751,55.3751,0
 sarp-10-30-C-1,10,30,9,103.7,183.011,100.791,5,2586.61,185.92,Optimal,185.92,185.92,0
 sarp-10-30-C-2,10,30,10,111.469,170.827,107.71,4,305.02,174.586,Optimal,174.586,174.586,0
 sarp-20-15-A-1,20,15,11,88.4893,58.1008,90.0618,5,446.55,56.5283,Optimal,56.5283,56.5327,0.00778311
 sarp-20-15-A-2,20,15,10,83.6583,65.2348,85.4538,6,552.45,63.4393,Optimal,63.4393,63.4393,0
 sarp-20-15-B-1,20,15,13,99.2217,74.7872,97.8466,7,7196.15,76.1622,Feasible,76.1622,81.1312,6.12465
 sarp-20-15-B-2,20,15,12,98.8871,98.9988,108.297,7,7197.64,89.5886,Feasible,89.5886,101.165,11.4431
 sarp-20-15-C-1,20,15,12,204.878,157.36,157.913,5,7198.2,204.325,Feasible,204.325,230.298,11.278
 sarp-20-15-C-2,20,15,15,228.92,230.152,176.678,7,7197.44,282.393,Feasible,282.393,316.892,10.8867
 sarp-20-20-A-1,20,20,12,87.0341,67.3408,85.6719,7,1667.06,68.703,Optimal,68.703,68.7083,0.00771377
 sarp-20-20-A-2,20,20,14,83.2192,77.9218,107.164,6,7196.7,53.9765,Feasible,53.9765,57.6437,6.36184
 sarp-20-20-B-1,20,20,17,96.6551,104.259,134.979,4,7198.54,65.9344,Feasible,65.9344,75.5959,12.7805
 sarp-20-20-B-2,20,20,14,93.5856,97.0316,121.591,6,7198.14,69.0259,Feasible,69.0259,88.1071,21.6568
 sarp-20-20-C-1,20,20,18,204.777,238.615,157.925,6,7197.92,285.466,Feasible,285.466,304.289,6.1859
 sarp-20-20-C-2,20,20,16,204.324,241.221,166.911,7,7196.19,278.633,Feasible,278.633,320.608,13.0923
