 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,1.07589,1.56393,0.698935,2.94729,6.28604,17.1155,24.8795,11.1188,46.8862
 sarp-10-5-A-2,1.05832,1.52819,0.547824,2.52474,5.65908,18.7013,27.0043,9.68044,44.614
 sarp-10-5-B-1,1.08322,1.37914,0.599257,2.11146,5.17307,20.9396,26.6599,11.5842,40.8163
 sarp-10-5-B-2,1.40259,0.690225,0.434377,1.82294,4.35013,32.2424,15.8668,9.98538,41.9055
 sarp-10-5-C-1,3.49054,1.52911,1.13377,2.43854,8.59197,40.6256,17.797,13.1957,28.3816
 sarp-10-5-C-2,1.65135,1.46867,1.73277,1.14561,5.9984,27.5298,24.4843,28.8873,19.0987
 sarp-5-10-A-1,0.237035,0.848531,0.208639,0.87846,2.17266,10.9099,39.0549,9.60289,40.4324
 sarp-5-10-A-2,0.597055,0.273872,0.125961,1.46796,2.46485,24.2228,11.1111,5.11028,59.5558
 sarp-5-10-B-1,0.732796,0.452761,0.153262,1.59576,2.93458,24.971,15.4285,5.22263,54.3779
 sarp-5-10-B-2,0.697268,0.462861,0.137926,1.27116,2.56922,27.1393,18.0156,5.36841,49.4766
 sarp-5-10-C-1,0.865889,0.632973,0.939507,0.94577,3.38414,25.5867,18.7041,27.7621,27.9471
 sarp-5-10-C-2,0.527755,0,0,0.679753,1.20751,43.7061,0,0,56.2939
 sarp-5-5-A-1,0.413492,0.348017,0.167953,1.05509,1.98456,20.8355,17.5363,8.46302,53.1652
 sarp-5-5-A-2,0.742737,0,0,1.53523,2.27797,32.6052,0,0,67.3948
 sarp-5-5-B-1,0.934302,0.244986,0.201026,0.93509,2.31541,40.3516,10.5807,8.68213,40.3856
 sarp-5-5-B-2,1.43346,0,0,1.61615,3.04961,47.0046,0,0,52.9954
 sarp-5-5-C-1,0.709184,1.81261,1.82365,0.343382,4.68883,15.125,38.6581,38.8935,7.32341
 sarp-5-5-C-2,0.394731,1.04605,1.14656,0.451308,3.03865,12.9903,34.4249,37.7325,14.8522
 sarp-5-6-A-1,0.522427,0.453664,0.171681,1.85339,3.00117,17.4075,15.1162,5.72048,61.7558
 sarp-5-6-A-2,0.720817,0.333902,0.174168,2.26319,3.49208,20.6415,9.56171,4.98753,64.8093
 sarp-5-6-B-1,0.702036,0.167495,0.123894,1.50641,2.49984,28.0833,6.70023,4.95609,60.2604
 sarp-5-6-B-2,0.924782,0.22413,0.190835,1.4204,2.76015,33.5048,8.12022,6.91395,51.461
 sarp-5-6-C-1,0.811976,0.774942,0.950087,1.38444,3.92144,20.706,19.7617,24.228,35.3043
 sarp-5-6-C-2,1.95725,0.686484,0.154978,1.33229,4.13101,47.3795,16.6178,3.75159,32.2511
 sarp-5-7-A-1,0.346898,0.950782,0.350661,1.06644,2.71478,12.7781,35.0224,12.9167,39.2828
 sarp-5-7-A-2,0.670804,0.504476,0.177444,1.50435,2.85708,23.4787,17.6571,6.21067,52.6536
 sarp-5-7-B-1,0.888457,0.811645,0.204983,2.42781,4.33289,20.5049,18.7322,4.73085,56.032
 sarp-5-7-B-2,0.335349,0.9236,0.68427,0.624156,2.56738,13.062,35.9745,26.6525,24.311
 sarp-5-7-C-1,0.979405,0.240563,0.546083,1.09907,2.86512,34.1837,8.39624,19.0597,38.3604
 sarp-5-7-C-2,1.0074,0.598475,0.856433,0.628776,3.09108,32.5905,19.3613,27.7066,20.3416
 sarp-5-8-A-1,0.680457,0,0,1.34553,2.02599,33.5864,0,0,66.4136
 sarp-5-8-A-2,0.377789,0,0,0.393697,0.771487,48.969,0,0,51.031
 sarp-5-8-B-1,0.686649,0.414556,0.299899,1.73186,3.13296,21.917,13.2321,9.57237,55.2786
 sarp-5-8-B-2,0.998173,0.329927,0.138323,1.47678,2.9432,33.9145,11.2098,4.69973,50.176
 sarp-5-8-C-1,1.40222,1.15718,1.32414,1.89127,5.77482,24.2816,20.0384,22.9295,32.7504
 sarp-5-8-C-2,1.47712,0.936838,0.333323,1.56549,4.31277,34.2499,21.7224,7.72874,36.299
 sarp-5-9-A-1,0.446393,0.40677,0.134792,1.28375,2.2717,19.6502,17.906,5.93354,56.5103
 sarp-5-9-A-2,0.56943,0,0,1.23665,1.80608,31.5285,0,0,68.4715
 sarp-5-9-B-1,0.319992,0.239351,0.160365,0.678606,1.39832,22.8841,17.1171,11.4685,48.5303
 sarp-5-9-B-2,0.703891,1.04271,0.647964,2.20756,4.60212,15.2949,22.6571,14.0797,47.9683
 sarp-5-9-C-1,1.11554,1.40007,0.656281,1.65903,4.83093,23.0916,28.9815,13.585,34.3419
 sarp-5-9-C-2,1.32469,0.650554,0.12786,1.3329,3.43601,38.5532,18.9334,3.72119,38.7922
 sarp-6-5-A-1,0.923018,0,0,1.82723,2.75025,33.5612,0,0,66.4388
 sarp-6-5-A-2,1.07789,0.333597,0.15552,1.77671,3.34372,32.2364,9.97681,4.65111,53.1357
 sarp-6-5-B-1,0.851961,1.19637,0.582722,1.58372,4.21477,20.2137,28.3852,13.8257,37.5754
 sarp-6-5-B-2,0.893405,1.56448,0.598922,2.3827,5.4395,16.4244,28.7614,11.0106,43.8036
 sarp-6-5-C-1,1.87447,1.13737,0.473889,1.55265,5.03838,37.2037,22.5741,9.40558,30.8166
 sarp-6-5-C-2,1.54802,0.971717,0.899099,1.66638,5.08522,30.4415,19.1087,17.6806,32.7692
 sarp-6-6-A-1,0.709646,0.89627,0.309139,1.96898,3.88404,18.2708,23.0757,7.95921,50.6942
 sarp-6-6-A-2,0.643985,0,0,0.88508,1.52907,42.1162,0,0,57.8838
 sarp-6-6-B-1,0.83373,0,0,0.958054,1.79178,46.5307,0,0,53.4693
 sarp-6-6-B-2,0.982359,0.303487,0.164922,1.26246,2.71323,36.2062,11.1854,6.07844,46.5299
 sarp-6-6-C-1,1.28139,0.607689,0.622508,2.0327,4.54429,28.1978,13.3726,13.6987,44.7309
 sarp-6-6-C-2,1.14268,0.864679,0.7599,0.583033,3.35029,34.1068,25.8091,22.6816,17.4025
 sarp-6-7-A-1,0.722386,0.830891,0.286888,1.7074,3.54756,20.3629,23.4215,8.08691,48.1287
 sarp-6-7-A-2,0.729332,0.596345,0.133171,2.43551,3.89436,18.7279,15.313,3.41958,62.5394
