Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sarp-10-5-A-1.txt,32.2350,32.2350,32.2350,0.0000,0.24,0.0000,0.24
sarp-10-5-A-2.txt,30.0830,30.0830,30.0830,0.0000,0.20,0.0000,0.20
sarp-10-5-B-1.txt,18.6585,18.9610,18.9610,1.5954,0.82,0.0000,0.82
sarp-10-5-B-2.txt,14.9700,14.9700,14.9700,0.0000,0.29,0.0000,0.29
sarp-10-5-C-1.txt,3.2260,3.2260,3.2260,0.0000,0.22,0.0000,0.22
sarp-10-5-C-2.txt,7.9740,7.9740,7.9740,0.0000,0.27,0.0000,0.27
sarp-12-6-A-1.txt,35.7110,35.7110,35.7110,0.0000,0.68,0.0000,0.68
sarp-12-6-A-2.txt,24.7390,24.7390,24.7390,0.0000,0.77,0.0000,0.77
sarp-12-6-B-1.txt,24.0490,24.0490,24.0490,0.0000,0.46,0.0000,0.46
sarp-12-6-B-2.txt,22.6970,22.6970,22.6970,0.0000,0.28,0.0000,0.28
sarp-12-6-C-1.txt,27.9810,27.9810,27.9810,0.0000,0.57,0.0000,0.57
sarp-12-6-C-2.txt,-3.7600,-3.7600,-3.7600,0.0000,0.83,0.0000,0.83
sarp-6-3-A-1.txt,9.8580,9.8580,9.8580,0.0000,0.06,0.0000,0.07
sarp-6-3-A-2.txt,-1.8060,-1.8060,-1.8060,0.0000,0.08,0.0000,0.09
sarp-6-3-B-1.txt,-0.6700,-0.6700,-0.6700,0.0000,0.06,0.0000,0.06
sarp-6-3-B-2.txt,-2.8720,-2.8720,-2.8720,0.0000,0.09,0.0000,0.09
sarp-6-3-C-1.txt,3.3510,3.3510,3.3510,0.0000,0.06,0.0000,0.06
sarp-6-3-C-2.txt,-14.1730,-14.1730,-14.1730,0.0000,0.08,0.0000,0.08
sarp-8-4-A-1.txt,20.9350,20.9350,20.9350,0.0000,0.15,0.0000,0.15
sarp-8-4-A-2.txt,16.7990,16.7990,16.7990,0.0000,0.16,0.0000,0.16
sarp-8-4-B-1.txt,4.1540,4.1540,4.1540,0.0000,0.15,0.0000,0.15
sarp-8-4-B-2.txt,9.1800,9.1800,9.1800,0.0000,0.13,0.0000,0.13
sarp-8-4-C-1.txt,-9.2120,-9.2120,-9.2120,0.0000,0.08,0.0000,0.08
sarp-8-4-C-2.txt,-2.2195,-1.8170,-1.8170,22.1519,0.41,0.0000,0.41
