Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sarp-16-8-A-10.txt,49.3140,49.3140,49.3140,0.0000,0.35,0.0000,0.35
sarp-16-8-A-9.txt,60.5070,60.5070,60.5070,0.0000,0.35,0.0000,0.35
sarp-16-8-B-10.txt,46.1760,46.1760,46.1760,0.0000,0.37,0.0000,0.37
sarp-16-8-B-9.txt,51.6410,51.6410,51.6410,0.0000,0.35,0.0000,0.35
sarp-16-8-C-10.txt,41.9680,41.9680,41.9680,0.0000,0.40,0.0000,0.40
sarp-16-8-C-9.txt,23.3390,23.3390,23.3390,0.0000,0.29,0.0000,0.29
sarp-50-25-A-10.txt,128.8220,128.8220,128.8220,0.0000,424.14,0.0000,424.14
sarp-50-25-A-9.txt,107.9430,107.9430,107.9430,0.0000,1535.62,0.0000,1535.63
sarp-50-25-B-10.txt,107.4290,107.4290,107.4290,0.0000,2950.42,0.0000,2950.42
sarp-50-25-B-9.txt,113.3050,113.3050,113.3050,0.0000,297.07,0.0000,297.07
sarp-50-25-C-10.txt,-104.4860,-104.4860,-104.4860,0.0000,284.45,0.0000,284.46
sarp-50-25-C-9.txt,-168.1340,-168.1340,-168.1340,0.0000,936.24,0.0000,936.24
