Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sfsarp-16-8-11.txt,-21.9200,-21.9200,-21.9200,0.0000,0.21,0.0000,0.21
sfsarp-16-8-21.txt,-21.9200,-21.9200,-21.9200,0.0000,5.96,0.0000,5.96
sfsarp-16-8-31.txt,-21.9200,-21.9200,-21.9200,0.0000,12.40,0.0000,12.41
sfsarp-16-8-41.txt,-21.9200,-21.9200,-21.9200,0.0000,101.64,0.0000,488.74
sfsarp-16-8-51.txt,-21.9200,-21.9200,-21.9200,0.0000,0.12,0.0000,0.12
sfsarp-50-25-11.txt,1000000000000.0000,-1000000000000.0000,3.7000,27027027026927.0273,1441.92,27027027027127.0273,1441.92
sfsarp-50-25-21.txt,1000000000000.0000,-1000000000000.0000,-21.0000,4761904762004.7617,1257.71,4761904761804.7617,1257.71
sfsarp-50-25-31.txt,1000000000000.0000,-1000000000000.0000,-9.6000,10416666666766.6680,1252.22,10416666666566.6680,1252.22
sfsarp-50-25-41.txt,1000000000000.0000,-1000000000000.0000,-15.0000,6666666666766.6670,1362.77,6666666666566.6670,1362.77
sfsarp-50-25-51.txt,1000000000000.0000,-1000000000000.0000,8.5000,11764705882252.9414,1727.57,11764705882452.9414,1727.57
