Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sarp-20-10-A-11.txt,67.0300,67.0300,67.0300,0.0000,1.20,0.0000,1.20
sarp-20-10-A-12.txt,62.2120,62.2120,62.2120,0.0000,0.84,0.0000,0.84
sarp-20-10-B-11.txt,52.7890,52.7890,52.7890,0.0000,0.98,0.0000,0.98
sarp-20-10-B-12.txt,43.4830,43.4830,43.4830,0.0000,0.71,0.0000,0.71
sarp-20-10-C-11.txt,19.4540,19.4540,19.4540,0.0000,1.16,0.0000,1.16
sarp-20-10-C-12.txt,-26.2440,-26.2440,-26.2440,0.0000,1.50,0.0000,1.50
sarp-30-15-A-11.txt,57.2150,57.2150,57.2150,0.0000,12.17,0.0000,12.17
sarp-30-15-A-12.txt,55.0150,55.0150,55.0150,0.0000,73.79,0.0000,73.79
sarp-30-15-B-11.txt,49.8630,49.8630,49.8630,0.0000,15.45,0.0000,15.45
sarp-30-15-B-12.txt,49.1290,49.1290,49.1290,0.0000,16.47,0.0000,16.47
sarp-30-15-C-11.txt,-8.0540,-8.0540,-8.0540,0.0000,14.56,0.0000,14.56
sarp-30-15-C-12.txt,6.3393,6.8320,6.8320,7.2112,22.37,0.0000,22.37
sarp-40-20-A-11.txt,70.7170,70.7170,70.7170,0.0000,422.00,0.0000,422.01
sarp-40-20-A-12.txt,73.9960,73.9960,73.9960,0.0000,1607.25,0.0000,1607.25
sarp-40-20-B-11.txt,57.3970,57.3970,57.3970,0.0000,473.39,0.0000,473.40
sarp-40-20-B-12.txt,56.5250,56.5250,56.5250,0.0000,1236.27,0.0000,1236.27
sarp-40-20-C-11.txt,-60.1859,-59.7190,-59.7190,0.7817,3276.55,0.0000,3785.62
sarp-40-20-C-12.txt,-55.5970,-55.4360,-55.4360,0.2904,1018.85,0.0000,1018.85
