Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sarp-20-10-A-7.txt,81.8970,81.8970,81.8970,0.0000,22.31,0.0000,22.31
sarp-20-10-A-8.txt,108.3020,108.3020,108.3020,0.0000,11.32,0.0000,11.32
sarp-20-10-B-7.txt,32.2380,32.2380,32.2380,0.0000,11.15,0.0000,11.15
sarp-20-10-B-8.txt,31.3210,31.3210,31.3210,0.0000,17.45,0.0000,17.45
sarp-20-10-C-7.txt,-71.7500,-70.6230,-70.6230,1.5958,25.80,0.0000,25.81
sarp-20-10-C-8.txt,14.2690,14.2690,14.2690,0.0000,13.03,0.0000,13.03
sarp-30-15-A-7.txt,93.4460,93.4460,93.4460,0.0000,11237.77,0.0000,11237.77
sarp-30-15-A-8.txt,93.6850,93.6850,93.6850,0.0000,13312.70,0.0000,13312.70
sarp-30-15-B-7.txt,64.5510,64.5510,64.5510,0.0000,3125.49,0.0000,3125.49
sarp-30-15-B-8.txt,68.2610,68.2610,68.2610,0.0000,24855.14,0.0000,24855.15
sarp-30-15-C-7.txt,-73.1806,-71.6350,-71.6350,2.1576,7653.36,0.0000,7653.38
sarp-30-15-C-8.txt,-43.4250,-43.4250,-43.4250,0.0000,5962.94,0.0000,5962.94
sarp-40-20-A-7.txt,198.5068,-1000000000000.0000,145.9000,36.0568,12536.83,685400959661.3434,12536.84
sarp-40-20-A-8.txt,153.9226,-1000000000000.0000,105.0000,46.5930,12686.05,952380952480.9524,12686.05
sarp-40-20-B-7.txt,226.1205,-1000000000000.0000,94.5000,139.2810,15452.51,1058201058301.0582,15452.52
sarp-40-20-B-8.txt,156.6467,-1000000000000.0000,82.6000,89.6449,12527.25,1210653753126.6345,12527.25
sarp-40-20-C-7.txt,1000000000000.0000,-1000000000000.0000,-106.1000,942507068903.0161,15035.16,942507068703.0161,15035.17
sarp-40-20-C-8.txt,1000000000000.0000,-1000000000000.0000,-149.1000,670690811635.8820,12540.30,670690811435.8820,12540.30
