Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sarp-20-10-A-10.txt,108.3020,108.3020,108.3020,0.0000,0.81,0.0000,0.81
sarp-20-10-A-9.txt,85.3470,85.3470,85.3470,0.0000,0.97,0.0000,0.97
sarp-20-10-B-10.txt,55.1490,55.1490,55.1490,0.0000,0.94,0.0000,0.94
sarp-20-10-B-9.txt,41.3250,41.3250,41.3250,0.0000,0.88,0.0000,0.88
sarp-20-10-C-10.txt,29.7710,29.7710,29.7710,0.0000,0.89,0.0000,0.89
sarp-20-10-C-9.txt,-1.4390,-1.4390,-1.4390,0.0000,0.76,0.0000,0.76
sarp-30-15-A-10.txt,99.0410,99.0410,99.0410,0.0000,3.98,0.0000,3.98
sarp-30-15-A-9.txt,97.7700,97.7700,97.7700,0.0000,4.28,0.0000,4.28
sarp-30-15-B-10.txt,79.7200,79.7200,79.7200,0.0000,3.98,0.0000,3.98
sarp-30-15-B-9.txt,87.8640,87.8640,87.8640,0.0000,2.93,0.0000,2.93
sarp-30-15-C-10.txt,68.7150,68.7150,68.7150,0.0000,3.86,0.0000,3.86
sarp-30-15-C-9.txt,6.8090,6.8090,6.8090,0.0000,3.52,0.0000,3.53
sarp-40-20-A-10.txt,109.3140,109.3140,109.3140,0.0000,31.29,0.0000,31.30
sarp-40-20-A-9.txt,153.7540,153.7540,153.7540,0.0000,136.91,0.0000,136.91
sarp-40-20-B-10.txt,105.8550,105.8550,105.8550,0.0000,65.62,0.0000,66.84
sarp-40-20-B-9.txt,101.1980,101.1980,101.1980,0.0000,73.65,0.0000,73.65
sarp-40-20-C-10.txt,2.4083,2.7130,2.7130,11.2299,63.42,0.0000,63.43
sarp-40-20-C-9.txt,-25.3630,-25.3630,-25.3630,0.0000,106.01,0.0000,106.01
