Instance,Root Objective,Best Bound,Best Integer,Root Gap (%),Root Time (s),Total Gap (%),Total Time (s)
sfsarp-20-10-11.txt,17.8130,17.8130,17.8130,0.0002,0.47,0.0000,0.47
sfsarp-20-10-21.txt,-0.8308,-0.8308,-0.8308,0.0000,0.59,0.0000,0.59
sfsarp-20-10-31.txt,24.0039,24.0039,24.0039,0.0001,0.74,0.0000,0.74
sfsarp-20-10-41.txt,9.5109,9.5109,9.5109,0.0000,1.13,0.0000,1.13
sfsarp-20-10-51.txt,25.4061,25.4061,25.4061,0.0001,0.70,0.0000,0.70
sfsarp-30-15-11.txt,23.0809,23.0809,23.0809,0.0002,4.46,0.0000,4.46
sfsarp-30-15-21.txt,0.8848,0.8848,0.8848,0.0000,15.41,0.0000,15.41
sfsarp-30-15-31.txt,2.3241,2.3241,2.3241,0.0000,6.99,0.0000,6.99
sfsarp-30-15-41.txt,28.1736,28.1736,28.1736,0.0001,8.47,0.0000,8.47
sfsarp-30-15-51.txt,-20.3161,-20.3161,-20.3161,0.0002,34.08,0.0000,34.08
sfsarp-40-20-11.txt,30.5795,30.5795,30.5795,0.0002,508.41,0.0000,508.41
sfsarp-40-20-21.txt,34.9530,34.9530,34.9531,0.0001,242.55,0.0003,242.55
sfsarp-40-20-31.txt,11.1737,11.1736,11.1737,0.0004,987.89,0.0009,987.89
sfsarp-40-20-41.txt,28.8054,28.8054,28.8054,0.0001,732.05,0.0000,732.05
sfsarp-40-20-51.txt,9.2051,9.2051,9.2051,0.0000,102.96,0.0000,102.96
