Row,V,avgReqPerVehicle,TWEntropy
sarp-30-15-A-2,0.539824425985103,1.14646466761845,0.129017400888894
sarp-20-10-C-2V3,-0.0686455206144572,-1.31751742156586,-0.325517547388128
sfsarp-16-8-1,-0.381537174775783,-0.0852230709198061,-1.06974687419544
sfsarp-16-8-3V1,-0.381537174775783,0.767157670031908,-0.403143162914499
sarp-16-8-C-1,-0.381537174775783,-0.0852230709198061,-0.468650646023695
sarp-40-20-A-1V3,1.01536863945708,-0.0852230709198061,1.26462663639164
ghsarp-8-4-3,-1.35067338046157,-1.15557352543421,-1.14719226156086
sarp-16-8-C-1V2,-0.381537174775783,-1.15557352543421,-0.516164728156399
sfsarp-30-15-3V1,0.539824425985103,0.567305149555899,0.371916990233119
sarp-8-4-B-1,-1.35067338046157,-1.15557352543421,-1.54873172024279
sfsarp-30-15-5,0.539824425985103,1.14646466761845,0.601158339217577
sarp-30-15-B-1V3,0.539824425985103,-0.264136509820543,0.605437520680051
sfsarp-16-8-1V1,-0.381537174775783,-0.0852230709198061,-1.06974687419544
ghsarp-6-3-2,-1.89617158238799,-1.87689198083271,-1.75138678467538
sarp-20-10-B-2V3,-0.0686455206144572,-0.581146750650746,-0.205614332690128
sarp-16-8-B-1,-0.381537174775783,0.767157670031908,-0.447546129309987
ghsarp-12-6-3,-0.774039727851936,-0.0852230709198061,-0.117147544876088
sarp-50-25-B-1V1,1.41575410128285,1.28260443970565,1.27534079904853
sarp-16-8-A-2V1,-0.381537174775783,0.767157670031908,-0.443238531346009
sarp-30-15-C-1V3,0.539824425985103,-0.855897730007052,0.968037142875473
sfsarp-50-25-1V1,1.41575410128285,1.28260443970565,1.51169109316815
sarp-40-20-B-1V1,1.01536863945708,1.50304919205211,1.1428112999933
sfsarp-50-25-3V1,1.41575410128285,0.896422025814338,1.30907056698562
sarp-20-10-A-2V1,-0.0686455206144572,1.50304919205211,0.322679086749394
sarp-16-8-B-2V1,-0.381537174775783,0.767157670031908,-0.817933291285711
sarp-6-3-B-2,-1.89617158238799,-1.87689198083271,-1.94889969467824
ghsarp-10-5-3,-1.0248262221222,-0.581146750650746,-0.663807566358981
sarp-16-8-A-2V2,-0.381537174775783,-1.15557352543421,-0.252190457654765
sarp-30-15-A-1V3,0.539824425985103,-0.264136509820543,0.915088197162973
