Row,standardMIP,BCP
sarp-30-15-A-2,-0.877435482329454,1.76477782231982
sarp-20-10-C-2V3,-0.877435482329454,-0.567674508869416
sfsarp-16-8-1,0.997369155637662,-0.567674508869416
sfsarp-16-8-3V1,0.997369155637662,-0.567674508869416
sarp-16-8-C-1,-0.877435482329454,-0.567674508869416
sarp-40-20-A-1V3,-0.877435482329454,-0.567674508869416
ghsarp-8-4-3,-0.877435482329454,-0.567674508869416
sarp-16-8-C-1V2,-0.877435482329454,-0.567674508869416
sfsarp-30-15-3V1,0.974765479606731,-0.567674508869416
sarp-8-4-B-1,-0.877435482329454,-0.567674508869416
sfsarp-30-15-5,1.14412355502362,1.76477782231982
sarp-30-15-B-1V3,-0.877435482329454,-0.567674508869416
sfsarp-16-8-1V1,1.11989677952338,-0.567674508869416
ghsarp-6-3-2,-0.877435482329454,-0.567674508869416
sarp-20-10-B-2V3,-0.877435482329454,-0.567674508869416
sarp-16-8-B-1,-0.877435482329454,-0.567674508869416
ghsarp-12-6-3,-0.877435482329454,-0.567674508869416
sarp-50-25-B-1V1,1.15676007908065,-0.567674508869416
sarp-16-8-A-2V1,-0.877435482329454,-0.567674508869416
sarp-30-15-C-1V3,1.16310797939437,-0.567674508869416
sfsarp-50-25-1V1,1.15616525684254,1.76477782231982
sarp-40-20-B-1V1,1.14645867412443,-0.567674508869416
sfsarp-50-25-3V1,1.171738997725,1.76477782231982
sarp-20-10-A-2V1,-0.877435482329454,-0.567674508869416
sarp-16-8-B-2V1,-0.877435482329454,-0.567674508869416
sarp-6-3-B-2,-0.877435482329454,-0.567674508869416
ghsarp-10-5-3,-0.877435482329454,-0.567674508869416
sarp-16-8-A-2V2,-0.877435482329454,-0.567674508869416
sarp-30-15-A-1V3,-0.877435482329454,-0.567674508869416
sfsarp-16-8-4V1,0.992862265220955,-0.567674508869416
sarp-10-5-C-2,-0.877435482329454,-0.567674508869416
ghsarp-6-3-0,-0.877435482329454,-0.567674508869416
sarp-40-20-B-2V1,-0.877435482329454,-0.567674508869416
sfsarp-16-8-2V1,1.10338779297124,-0.567674508869416
ghsarp-10-5-2,-0.877435482329454,-0.567674508869416
sfsarp-20-10-3V1,1.00502183083921,-0.567674508869416
sfsarp-12-6-1,-0.877435482329454,-0.567674508869416
sfsarp-30-15-1V1,0.911413408979884,-0.567674508869416
sarp-40-20-A-2V1,1.15509870334679,-0.567674508869416
sarp-40-20-B-1V3,-0.877435482329454,-0.567674508869416
sarp-6-3-C-1,-0.877435482329454,-0.567674508869416
sarp-16-8-C-2,-0.877435482329454,-0.567674508869416
sfsarp-40-20-2,1.15990297580142,1.76477782231982
sarp-50-25-A-2V1,1.16728533346748,1.74905635568635
sarp-16-8-B-2V2,-0.877435482329454,-0.567674508869416
sfsarp-12-6-5,-0.877435482329454,-0.567674508869416
sarp-40-20-A-1V2,1.19719347612822,1.76477782231982
sarp-8-4-B-2,-0.877435482329454,-0.567674508869416
sfsarp-6-3-3,-0.877435482329454,-0.567674508869416
