Row,z_1,z_2
sarp-30-15-A-2,0.294651840944792,1.20660860050954
sarp-20-10-C-2V3,-0.629298235885108,-1.15802569334858
sfsarp-16-8-1,0.648546355423928,-0.486127083452465
sfsarp-16-8-3V1,0.893832662180666,0.340944551885761
sarp-16-8-C-1,0.396477038612821,-0.355117446686083
sarp-40-20-A-1V3,-1.25455384707098,0.699282152051813
ghsarp-8-4-3,0.663162093400615,-1.82856381974409
sarp-16-8-C-1V2,-0.242631976922147,-1.22160283960896
sfsarp-30-15-3V1,-0.163806871844295,0.796302794316357
sarp-8-4-B-1,0.83154740723049,-1.91607982161502
sfsarp-30-15-5,0.0966598420180227,1.3095122787128
sarp-30-15-B-1V3,-0.773667131713722,0.182162623137129
sfsarp-16-8-1V1,0.648546355423928,-0.486127083452465
ghsarp-6-3-2,0.833299365027776,-2.80142898494662
sarp-20-10-B-2V3,-0.2261829128893,-0.542899800559281
sarp-16-8-B-1,0.912453017589882,0.331266872628787
ghsarp-12-6-3,0.508751117562168,-0.468626336751793
sarp-50-25-B-1V1,-0.681742788487541,1.98962442658733
sarp-16-8-A-2V1,0.910646629153243,0.332205718720557
sarp-30-15-C-1V3,-1.29008107084256,-0.21213400593694
sfsarp-50-25-1V1,-0.780856132366007,2.04113725387027
sarp-40-20-B-1V1,-0.22554288118085,1.94312651276466
sfsarp-50-25-3V1,-0.933666799184411,1.68808431869849
sarp-20-10-A-2V1,0.83555448849677,1.23930564586072
sarp-16-8-B-2V1,1.06777463582527,0.250540550820117
sarp-6-3-B-2,0.916126276847237,-2.84447715823968
ghsarp-10-5-3,0.598561942773757,-1.10591598499273
sarp-16-8-A-2V2,-0.353329417535674,-1.1640693338685
sarp-30-15-A-1V3,-0.903518943808016,0.249651355804573
sfsarp-16-8-4V1,0.950294599594009,0.311599219398541
sarp-10-5-C-2,0.870858127544022,-1.24743826430432
ghsarp-6-3-0,0.608841094641014,-2.68476981815633
sarp-40-20-B-2V1,-0.0925370906921689,1.87399854225167
sfsarp-16-8-2V1,0.65001115914354,0.467667498386481
ghsarp-10-5-2,0.463842894884537,-1.03589757199125
sfsarp-20-10-3V1,0.851340701744857,1.23110097386925
sfsarp-12-6-1,0.508751117562168,-0.468626336751793
sfsarp-30-15-1V1,0.058231838194659,1.32948471679549
sarp-40-20-A-2V1,-0.10449750919816,1.88021480888764
sarp-40-20-B-1V3,-1.38028959223844,0.209261403955399
sarp-6-3-C-1,0.833299365027776,-2.80142898494662
sarp-16-8-C-2,0.878005885377135,0.34917030623954
sfsarp-40-20-2,-0.385884857393802,1.4485197274552
sarp-50-25-A-2V1,-0.749526810202819,2.02485426009435
sarp-16-8-B-2V2,-0.418150444180744,-1.13037947719325
sfsarp-12-6-5,0.843598677679079,-0.642658852005917
sarp-40-20-A-1V2,-1.25455384707098,0.699282152051813
sarp-8-4-B-2,0.970312595980479,-1.98820116190325
sfsarp-6-3-3,0.908785258857462,-2.84066176288533
sarp-20-10-B-1V1,0.80905011523744,1.25308093734543
sarp-16-8-C-1V1,0.396477038612821,-0.355117446686083
sarp-6-3-C-2,0.731920651769291,-2.74873876240045
sarp-20-10-B-2V2,-0.2261829128893,-0.542899800559281
sfsarp-40-20-2V1,-0.385884857393802,1.4485197274552
sarp-30-15-A-2V1,0.294651840944792,1.20660860050954
sarp-20-10-A-2,0.83555448849677,1.23930564586072
sfsarp-16-8-5V1,0.995342061145654,0.288186407201525
sarp-50-25-A-1V2,-1.5048324464798,1.01472261962375
sarp-20-10-B-1V3,-0.109789786101812,-0.603393562574588
ghsarp-12-6-0,0.687912477855124,-0.561743043820666
sarp-20-10-C-1V3,-0.556620615530359,-0.818763326940878
sarp-16-8-A-1V3,-0.322434530567889,-1.1801265357953
sarp-16-8-B-2V3,-0.418150444180744,-1.13037947719325
sarp-20-10-A-2V3,-0.165156038147879,-0.574617697818677
sarp-10-5-B-1,0.557624773305523,-1.08463944181752
ghsarp-10-5-0,0.42570214664952,-1.01607443113666
sarp-16-8-C-1V3,-0.242631976922147,-1.22160283960896
sfsarp-20-10-1,0.426247336390124,0.404125551359491
sarp-30-15-C-2V1,0.00475731504527765,1.35727738090346
sarp-12-6-B-2,0.931013944219335,-0.688091760946029
sfsarp-8-4-1,0.976156027855391,-1.9912382070188
sarp-50-25-B-1V2,-1.47755098932556,1.00054344923741
