Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-20-10-A-10,4,108.302,108.302,108.302,81.0,6.034146341463415,247.39999999999998
sarp-20-10-A-9,7,85.347,85.347,85.347,97.0,6.28780487804878,257.8
sarp-20-10-B-10,9,55.149,55.149,55.149,94.0,5.943902439024391,243.7
sarp-20-10-B-9,7,41.325,41.325,41.325,88.0,4.595121951219512,188.40000000000003
sarp-20-10-C-10,8,29.771,29.771,29.771,89.0,6.812195121951219,279.3
sarp-20-10-C-9,10,-1.439,-1.439,-1.439,77.0,6.8341463414634145,280.20000000000005
sarp-30-15-A-10,11,99.041,99.041,99.041,398.0,7.521951219512194,308.40000000000015
sarp-30-15-A-9,12,97.77,97.77,97.77,428.0,7.329268292682926,300.49999999999994
sarp-30-15-B-10,13,79.72,79.72,79.72,398.0,7.992682926829267,327.7
sarp-30-15-B-9,10,87.864,87.864,87.864,293.0,8.02682926829268,329.1000000000001
sarp-30-15-C-10,9,68.715,68.715,68.715,386.0,9.497560975609755,389.40000000000003
sarp-30-15-C-9,14,6.809,6.809,6.809,353.0,9.312195121951218,381.7999999999999
sarp-40-20-A-10,14,109.314,109.314,109.314,3130.0,8.170731707317072,335.00000000000006
sarp-40-20-A-9,11,153.754,153.754,153.754,13691.0,8.899999999999995,364.9
sarp-40-20-B-10,15,105.855,105.855,105.855,6684.0,9.148780487804876,375.09999999999985
sarp-40-20-B-9,13,101.198,101.198,101.198,7365.0,8.741463414634143,358.40000000000003
sarp-40-20-C-10,16,2.713,2.713,2.713,6343.0,12.897560975609757,528.8000000000001
sarp-40-20-C-9,18,-25.363,-25.363,-25.363,10601.0,10.002439024390242,410.09999999999997
