Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
ghsarp-10-5-0,4,10.274,10.274,10.274,11.0,0.7079024390243901,29.023999999999994
ghsarp-10-5-1,3,12.7135,12.7135,12.7135,8.0,1.1950243902439024,48.995999999999995
ghsarp-10-5-2,5,16.5633,16.5633,16.5633,10.0,1.707707317073171,70.016
ghsarp-10-5-3,5,23.534,23.534,23.534,8.0,1.7150243902439022,70.31599999999999
ghsarp-10-5-4,3,20.8598,20.8598,20.8598,7.0,1.3608780487804877,55.796
ghsarp-12-6-0,6,3.03872,3.03872,3.03872,29.0,0.789560975609756,32.372
ghsarp-12-6-1,6,3.6585,3.6585,3.6585,33.0,0.8786829268292683,36.025999999999996
ghsarp-12-6-2,6,5.81488,5.81488,5.81488,23.0,0.9689756097560974,39.727999999999994
ghsarp-12-6-3,6,22.0042,22.0042,22.0042,24.0,2.328292682926829,95.46000000000001
ghsarp-12-6-4,5,9.36136,9.36136,9.36136,29.0,1.094731707317073,44.884
ghsarp-6-3-0,3,4.42488,4.42488,4.42488,3.0,1.0476585365853657,42.95399999999999
ghsarp-6-3-1,3,3.86908,3.86908,3.86908,3.0,0.8664390243902439,35.524
ghsarp-6-3-2,1,17.4812,17.4812,17.4812,2.0,0.8271219512195122,33.912
ghsarp-6-3-3,3,6.56248,6.56248,6.56248,6.0,1.068292682926829,43.79999999999999
ghsarp-6-3-4,3,11.8013,11.8013,11.8013,2.0,1.2625853658536585,51.766000000000005
ghsarp-8-4-0,4,20.9718,20.9718,20.9718,3.0,1.1560975609756097,47.4
ghsarp-8-4-1,4,6.79556,6.79556,6.79556,6.0,0.8322926829268292,34.124
ghsarp-8-4-2,4,11.0041,11.0041,11.0041,4.0,1.2271219512195122,50.31200000000001
ghsarp-8-4-3,3,12.5324,12.5324,12.5324,6.0,1.0597073170731708,43.448
ghsarp-8-4-4,3,18.7058,18.7058,18.7058,3.0,1.5251717921527042,62.53204347826087
