Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-20-10-11,10,17.813,17.813,17.813,47.0,2.451609756097561,100.51599999999999
sfsarp-20-10-21,9,-0.83076,-0.83076,-0.83076,59.0,1.5030487804878048,61.62499999999999
sfsarp-20-10-31,10,24.0039,24.0039,24.0039,74.0,3.1406627783669134,128.76717391304348
sfsarp-20-10-41,9,9.51088,9.51088,9.51088,113.0,1.9857560975609758,81.416
sfsarp-20-10-51,10,25.4061,25.4061,25.4061,70.0,2.5856829268292683,106.01299999999999
sfsarp-30-15-11,15,23.0809,23.0809,23.0809,446.0,3.621221633085895,148.47008695652175
sfsarp-30-15-21,13,0.88484,0.88484,0.88484,1541.0,2.062609756097561,84.56700000000002
sfsarp-30-15-31,15,2.32415,2.32415,2.32415,699.0,2.437611876988335,99.94208695652173
sfsarp-30-15-41,14,28.1736,28.1736,28.1736,847.0,2.9438048780487804,120.69599999999998
sfsarp-30-15-51,15,-20.3161,-20.3161,-20.3161,3408.0,1.4171707317073168,58.10400000000001
sfsarp-40-20-11,18,30.5794,30.5795,30.5795,50841.0,4.303146341463414,176.42899999999997
sfsarp-40-20-21,19,34.9531,34.953,34.9531,24255.0,5.247683987274654,215.15504347826084
sfsarp-40-20-31,20,11.1737,11.1736,11.1737,98789.0,3.579854718981972,146.77404347826086
sfsarp-40-20-41,19,28.8054,28.8054,28.8054,73205.0,3.4310487804878034,140.67299999999997
sfsarp-40-20-51,19,9.20509,9.20509,9.20509,10296.0,3.719634146341462,152.50500000000002
