Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sfsarp-16-8-1,7,1.14216,1.14216,1.14216,92.0,1.077268292682927,44.168000000000006
sfsarp-16-8-2,8,14.9451,14.9451,14.9451,117.0,1.012439024390244,41.50999999999999
sfsarp-16-8-3,8,1.00348,1.00348,1.00348,116.0,1.0112926829268292,41.462999999999994
sfsarp-16-8-4,8,2.53194,2.53194,2.53194,197.0,1.0764878048780486,44.13599999999999
sfsarp-16-8-5,7,-3.93913,-3.93913,-3.93913,116.0,0.6185853658536584,25.362
sfsarp-20-10-1,10,13.2042,13.2042,13.2042,1394.0,1.3812439024390244,56.631
sfsarp-20-10-2,9,-2.60406,-2.60406,-2.60406,607.0,0.9064634146341464,37.165
sfsarp-20-10-3,9,21.8399,21.8399,21.8399,1374.0,2.1325387062566277,87.43408695652174
sfsarp-20-10-4,9,4.22778,4.22778,4.22778,2680.0,1.833219512195122,75.16199999999999
sfsarp-20-10-5,10,23.5357,23.5357,23.5357,1111.0,1.4622195121951218,59.95099999999999
sfsarp-30-15-1,-1,-1,-1e+12,22.4,125213.0,-1,-1
sfsarp-30-15-2,-1,-1,-1e+12,-20.4,125692.0,-1,-1
sfsarp-30-15-3,-1,-1,-1e+12,0.1,125358.0,-1,-1
sfsarp-30-15-4,-1,-1,-1e+12,6.4,126147.0,-1,-1
sfsarp-30-15-5,-1,-1,-1e+12,-32.1,125236.0,-1,-1
sfsarp-40-20-1,-1,-1,-1e+12,75.3,127197.0,-1,-1
sfsarp-40-20-2,-1,-1,-1e+12,10.3,125395.0,-1,-1
sfsarp-40-20-3,-1,-1,-1e+12,-38.6,130195.0,-1,-1
sfsarp-40-20-4,-1,-1,-1e+12,30.8,125691.0,-1,-1
sfsarp-40-20-5,-1,-1,-1e+12,16.6,125904.0,-1,-1
