Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-16-8-A-10,5,49.314,49.314,49.314,35.0,4.373170731707317,179.29999999999998
sarp-16-8-A-9,3,60.507,60.507,60.507,35.0,4.246341463414635,174.10000000000002
sarp-16-8-B-10,7,46.176,46.176,46.176,37.0,4.685365853658537,192.1
sarp-16-8-B-9,6,51.641,51.641,51.641,35.0,4.817073170731708,197.49999999999997
sarp-16-8-C-10,7,41.968,41.968,41.968,40.0,5.931707317073171,243.20000000000005
sarp-16-8-C-9,6,23.339,23.339,23.339,29.0,6.0146341463414625,246.59999999999997
sarp-50-25-A-10,20,128.822,128.822,128.822,42414.0,10.67073170731707,437.49999999999994
sarp-50-25-A-9,20,107.943,107.943,107.943,153563.0,10.024390243902436,411.0
sarp-50-25-B-10,21,107.429,107.429,107.429,295042.0,10.439024390243897,428.00000000000006
sarp-50-25-B-9,18,113.305,113.305,113.305,29707.0,9.731707317073166,398.99999999999994
sarp-50-25-C-10,25,-104.486,-104.486,-104.486,28446.0,10.82682926829268,443.90000000000003
sarp-50-25-C-9,25,-168.134,-168.134,-168.134,93624.0,10.817073170731707,443.5
