5	5	15	5
0	   5.7449	  11.0559	3	860	860
1	   9.6405	   7.3888	3	993	993
2	   1.3942	   5.8058	3	847	847
3	   6.6957	  13.0773	3	997	997
4	  12.5350	   5.7579	3	732	732
5	   2.6301	  10.8367	3	917	917
6	   7.0377	   1.4057	3	768	768
7	  19.7124	   6.6425	3	1023	1023
8	   7.1773	   5.3814	3	650	650
9	  10.2138	  12.2505	3	741	741
10	  17.8052	  16.1881	3	899	899
11	   4.7530	  16.2714	3	790	790
12	  13.7163	  10.4979	3	574	574
13	  18.8939	   5.7047	3	634	634
14	  18.7820	  19.8933	3	763	763
15	   4.1777	  13.3490	-3	598	598
16	  12.2670	   8.8272	-3	856	856
17	   3.8147	   3.8512	-3	834	834
18	   7.3273	  10.9615	-3	986	986
19	   7.8244	   4.0935	-3	894	894
20	   2.8178	  14.5448	-3	924	924
21	  11.3475	   1.4121	-3	986	986
22	  16.9151	   9.3155	-3	913	913
23	   4.3105	   1.5526	-3	741	741
24	  11.9121	  11.5050	-3	991	991
25	  17.6314	  16.6516	-3	905	905
26	   2.2823	  17.7381	-3	610	610
27	  15.4945	   8.3510	-3	789	789
28	   5.3040	   1.0643	-3	811	811
29	   7.9116	  11.4010	-3	1010	1010
30	  10.7300	  18.3852	1	540	1020
31	   2.2364	   2.5302	1	540	1020
32	   1.9882	   1.3055	1	540	1020
33	   6.6868	  15.7360	1	540	1020
34	   2.4764	   8.3615	-1	540	1020
35	   1.6642	   5.7168	-1	540	1020
36	  15.0367	   5.2942	-1	540	1020
37	   2.9062	  17.2731	-1	540	1020
38	   0.8205	  16.5775	-1	540	1020
39	  10.3797	  19.7144	0	540	1140
40	   1.1872	   9.4137	0	540	1140
41	  17.2452	   1.4142	0	540	1140
42	   7.5891	   6.4172	0	540	1140
43	   7.3584	   5.5896	0	540	1140
