
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-15-15-A-1.txt ,27.5809,96.4762,10.413,132.872,267.343,10.3167,36.0871,3.89501,49.7012
sarp-15-15-A-2.txt ,31.6603,73.928,6.04338,136.394,248.026,12.7649,29.8066,2.4366,54.9919
sarp-15-15-A-3.txt ,18.6923,120.153,15.6797,100.328,254.853,7.33455,47.146,6.15245,39.367
sarp-15-15-A-4.txt ,29.4524,143.349,12.106,181.056,365.964,8.04789,39.1703,3.30797,49.4738
sarp-15-15-B-1.txt ,39.9332,110.859,11.922,173.473,336.187,11.8783,32.9754,3.54625,51.6001
sarp-15-15-B-2.txt ,54.2886,87.4272,5.1374,150.534,297.388,18.2552,29.3984,1.72751,50.6189
sarp-15-15-B-3.txt ,36.726,153.628,26.132,148.5,364.986,10.0623,42.0914,7.15975,40.6865
sarp-15-15-B-4.txt ,63.5765,81.0094,1.26182,202.292,348.14,18.2618,23.2692,0.362446,58.1066
sarp-15-15-C-1.txt ,71.0853,198.654,119.332,85.7105,474.782,14.9722,41.8412,25.134,18.0526
sarp-15-15-C-2.txt ,128.994,225.441,84.2014,115.827,554.463,23.2646,40.6593,15.1861,20.8899
sarp-15-15-C-3.txt ,171.845,184.985,37.8466,108.287,502.965,34.1664,36.779,7.52471,21.5298
sarp-15-15-C-4.txt ,137.91,239.805,121.792,175.416,674.923,20.4334,35.5307,18.0453,25.9906
