10
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-0.tsp ,99.2,0,0,162.26,261.46,37.9408,0,0,62.0592
grubhub-10-1.tsp ,87.72,0,0,115.58,203.3,43.1481,0,0,56.8519
grubhub-10-2.tsp ,81.32,0,0,126.2,207.52,39.1866,0,0,60.8134
grubhub-10-3.tsp ,70.1,0,0,131.4,201.5,34.7891,0,0,65.2109
grubhub-10-4.tsp ,110.88,0,0,146.76,257.64,43.0368,0,0,56.9632
grubhub-10-5.tsp ,96.1,0,0,165.4,261.5,36.7495,0,0,63.2505
grubhub-10-6.tsp ,82.68,0,0,111.44,194.12,42.5922,0,0,57.4078
grubhub-10-7.tsp ,66.48,0,0,116.06,182.54,36.4194,0,0,63.5806
grubhub-10-8.tsp ,105.04,0,0,135.74,240.78,43.6249,0,0,56.3751
grubhub-10-9.tsp ,69.94,0,0,108.7,178.64,39.1514,0,0,60.8486
grubhub-11-0.tsp ,146.28,0,0,155.58,301.86,48.4596,0,0,51.5404
grubhub-11-1.tsp ,102.62,0,0,129.74,232.36,44.1642,0,0,55.8358
grubhub-11-2.tsp ,117.36,0,0,221,338.36,34.685,0,0,65.315
grubhub-11-3.tsp ,112.46,0,0,112.14,224.6,50.0712,0,0,49.9288
grubhub-11-4.tsp ,100.9,0,0,128.92,229.82,43.9039,0,0,56.0961
grubhub-11-5.tsp ,129.04,0,0,143.12,272.16,47.4133,0,0,52.5867
grubhub-11-6.tsp ,98.58,0,0,129.8,228.38,43.1649,0,0,56.8351
grubhub-11-7.tsp ,82.66,0,0,152.46,235.12,35.1565,0,0,64.8435
grubhub-11-8.tsp ,98.72,0,0,107.04,205.76,47.9782,0,0,52.0218
grubhub-11-9.tsp ,108.6,0,0,109.44,218.04,49.8074,0,0,50.1926
grubhub-12-0.tsp ,113.7,0,0,180.94,294.64,38.5895,0,0,61.4105
grubhub-12-3.tsp ,97.6,0,0,170.66,268.26,36.3826,0,0,63.6174
grubhub-12-5.tsp ,119.8,0,0,134.84,254.64,47.0468,0,0,52.9532
grubhub-12-6.tsp ,123.36,0,0,143.38,266.74,46.2473,0,0,53.7527
grubhub-12-7.tsp ,139.24,0,0,113.34,252.58,55.1271,0,0,44.8729
grubhub-12-8.tsp ,110.34,0,0,117.5,227.84,48.4287,0,0,51.5713
grubhub-12-9.tsp ,127.68,0,0,184.5,312.18,40.8995,0,0,59.1005
grubhub-13-0.tsp ,100.2,0,0,176.84,277.04,36.1681,0,0,63.8319
grubhub-13-1.tsp ,126.54,0,0,200.38,326.92,38.7067,0,0,61.2933
grubhub-13-2.tsp ,121.36,0,0,163.82,285.18,42.5556,0,0,57.4444
grubhub-13-3.tsp ,120,0,0,164.32,284.32,42.206,0,0,57.794
grubhub-13-4.tsp ,118.72,0,0,135.98,254.7,46.6117,0,0,53.3883
grubhub-13-5.tsp ,125.2,0,0,227.42,352.62,35.5056,0,0,64.4944
grubhub-13-6.tsp ,118.98,0,0,235,353.98,33.6121,0,0,66.3879
grubhub-13-7.tsp ,131.22,0,0,217.36,348.58,37.6442,0,0,62.3558
grubhub-13-8.tsp ,124.56,0,0,156.82,281.38,44.2675,0,0,55.7325
grubhub-14-0.tsp ,127.28,0,0,173.98,301.26,42.2492,0,0,57.7508
grubhub-14-2.tsp ,143.5,0,0,234.48,377.98,37.965,0,0,62.035
grubhub-14-3.tsp ,146.8,0,0,198.92,345.72,42.4621,0,0,57.5379
grubhub-14-4.tsp ,149.5,0,0,207.26,356.76,41.9049,0,0,58.0951
grubhub-14-5.tsp ,141.78,0,0,145.24,287.02,49.3973,0,0,50.6027
grubhub-14-6.tsp ,157.34,0,0,194.54,351.88,44.7141,0,0,55.2859
grubhub-14-7.tsp ,104.16,0,0,174.64,278.8,37.3601,0,0,62.6399
grubhub-14-8.tsp ,144.94,0,0,192.52,337.46,42.9503,0,0,57.0497
grubhub-14-9.tsp ,143.28,0,0,187.9,331.18,43.2635,0,0,56.7365
grubhub-15-0.tsp ,154.6,0,0,234.86,389.46,39.696,0,0,60.304
grubhub-15-1.tsp ,136.26,0,0,157.18,293.44,46.4354,0,0,53.5646
grubhub-15-2.tsp ,143.74,0,0,239.86,383.6,37.4713,0,0,62.5287
grubhub-15-3.tsp ,149.74,0,0,226.74,376.48,39.7737,0,0,60.2263
grubhub-15-4.tsp ,130.3,0,0,203.86,334.16,38.9933,0,0,61.0067
grubhub-15-5.tsp ,162.58,0,0,203,365.58,44.4718,0,0,55.5282
grubhub-15-6.tsp ,141.52,0,0,210.06,351.58,40.2526,0,0,59.7474
grubhub-15-7.tsp ,139.58,0,0,175.4,314.98,44.3139,0,0,55.6861
grubhub-15-8.tsp ,158.86,0,0,183.92,342.78,46.3446,0,0,53.6554
grubhub-15-9.tsp ,152.14,0,0,234.24,386.38,39.3757,0,0,60.6243
20
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-10-0.tsp ,93.72,0,0,149.44,243.16,38.5425,0,0,61.4575
grubhub-10-1.tsp ,77.08,0,0,106.7,183.78,41.9415,0,0,58.0585
grubhub-10-2.tsp ,74.56,0,0,111.06,185.62,40.1681,0,0,59.8319
grubhub-10-3.tsp ,65.18,0,0,115.4,180.58,36.0948,0,0,63.9052
grubhub-10-4.tsp ,101.3,0,0,134.84,236.14,42.8983,0,0,57.1017
grubhub-10-5.tsp ,85.32,0,0,149.38,234.7,36.3528,0,0,63.6472
grubhub-10-6.tsp ,77.32,0,0,96.62,173.94,44.4521,0,0,55.5479
grubhub-10-7.tsp ,55.48,0,0,107.28,162.76,34.087,0,0,65.913
grubhub-10-8.tsp ,96.12,0,0,121.5,217.62,44.1687,0,0,55.8313
grubhub-10-9.tsp ,66.18,0,0,99.22,165.4,40.0121,0,0,59.9879
grubhub-11-0.tsp ,128.94,0,0,140.88,269.82,47.7874,0,0,52.2126
grubhub-11-1.tsp ,97.2,0,0,123.76,220.96,43.9899,0,0,56.0101
grubhub-11-2.tsp ,102.32,0,0,206.3,308.62,33.154,0,0,66.846
