10
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-10-0.tsp ,3.91951,0,0,3.95756,6.90729e-310,6.90729e-310,7.87707,49.7585,0,0,50.2415,8.76885e-309,8.76885e-309
grubhub-10-1.tsp ,3.63951,0,0,2.81902,14.4972,0,20.9557,17.3677,0,0,13.4523,69.18,0
grubhub-10-2.tsp ,3.48341,0,0,3.07805,11.3798,0,17.9413,19.4156,0,0,17.1562,63.4282,0
grubhub-10-3.tsp ,3.20976,0,0,3.20488,10.7951,0,17.2098,18.6508,0,0,18.6224,62.7268,0
grubhub-10-4.tsp ,4.20439,0,0,3.57951,10.9583,0,18.7422,22.4328,0,0,19.0987,58.4686,0
grubhub-10-5.tsp ,3.8439,0,0,4.03415,11.3667,0,19.2448,19.9737,0,0,20.9623,59.064,0
grubhub-10-6.tsp ,3.51659,0,0,2.71805,18.4976,0,24.7323,14.2186,0,0,10.9899,74.7915,0
grubhub-10-7.tsp ,3.12146,0,0,2.83073,14.2273,0,20.1795,15.4685,0,0,14.0278,70.5038,0
grubhub-10-8.tsp ,4.06195,0,0,3.31073,14.1845,0,21.5572,18.8427,0,0,15.3579,65.7994,0
grubhub-10-9.tsp ,3.20585,0,0,2.65122,24.6273,0,30.4844,10.5164,0,0,8.69697,80.7866,0
grubhub-11-0.tsp ,5.23447,0,0,3.79463,16.3343,0,25.3634,20.6379,0,0,14.9611,64.4011,0
grubhub-11-1.tsp ,4.16959,0,0,3.16439,20.5171,0,27.8511,14.971,0,0,11.3618,73.6671,0
grubhub-11-2.tsp ,4.52911,0,0,5.39024,12.5182,0,22.4376,20.1854,0,0,24.0233,55.7913,0
grubhub-11-3.tsp ,4.40959,0,0,2.73512,13.7361,0,20.8808,21.1179,0,0,13.0987,65.7833,0
grubhub-11-4.tsp ,4.12764,0,0,3.14439,21.4043,0,28.6763,14.3939,0,0,10.9651,74.641,0
grubhub-11-5.tsp ,4.81398,0,0,3.49073,19.6045,0,27.9092,17.2487,0,0,12.5075,70.2438,0
grubhub-11-6.tsp ,4.07106,0,0,3.16585,19.2548,0,26.4917,15.3673,0,0,11.9504,72.6824,0
grubhub-11-7.tsp ,3.68276,0,0,3.71854,24.7016,0,32.1029,11.4717,0,0,11.5832,76.9451,0
grubhub-11-8.tsp ,4.07447,0,0,2.61073,19.379,0,26.0642,15.6324,0,0,10.0165,74.351,0
grubhub-11-9.tsp ,4.31545,0,0,2.66927,18.9328,0,25.9176,16.6507,0,0,10.2991,73.0503,0
grubhub-12-0.tsp ,4.6065,0,0,4.41317,22.3302,0,31.3499,14.6938,0,0,14.0771,71.229,0
grubhub-12-3.tsp ,4.21382,0,0,4.16244,25.124,0,33.5002,12.5785,0,0,12.4251,74.9964,0
grubhub-12-5.tsp ,4.75528,0,0,3.28878,21.5044,0,29.5485,16.0932,0,0,11.1301,72.7767,0
grubhub-12-6.tsp ,4.84211,0,0,3.49707,31.7811,0,40.1203,12.069,0,0,8.71646,79.2146,0
grubhub-12-7.tsp ,5.22943,0,0,2.76439,15.1544,0,23.1482,22.5911,0,0,11.9421,65.4668,0
grubhub-12-8.tsp ,4.52455,0,0,2.86585,17.7884,0,25.1788,17.9697,0,0,11.382,70.6483,0
grubhub-12-9.tsp ,4.94748,0,0,4.5,25.2137,0,34.6612,14.2738,0,0,12.9828,72.7434,0
grubhub-13-0.tsp ,4.4439,0,0,4.31317,36.0348,0,44.7919,9.92123,0,0,9.62936,80.4494,0
grubhub-13-1.tsp ,5.08634,0,0,4.88732,19.0145,0,28.9881,17.5463,0,0,16.8597,65.594,0
grubhub-13-2.tsp ,4.96,0,0,3.99561,20.9958,0,29.9514,16.5602,0,0,13.3403,70.0995,0
grubhub-13-3.tsp ,4.92683,0,0,4.0078,27.2051,0,36.1398,13.6327,0,0,11.0897,75.2775,0
grubhub-13-4.tsp ,4.89561,0,0,3.31659,19.5329,0,27.7451,17.6449,0,0,11.9538,70.4013,0
grubhub-13-5.tsp ,5.05366,0,0,5.54683,18.6621,0,29.2626,17.27,0,0,18.9554,63.7746,0
grubhub-13-6.tsp ,4.90195,0,0,5.73171,24.5733,0,35.2069,13.9233,0,0,16.2801,69.7967,0
grubhub-13-7.tsp ,5.20049,0,0,5.30146,27.1358,0,37.6377,13.8172,0,0,14.0855,72.0973,0
grubhub-13-8.tsp ,5.03805,0,0,3.82488,20.2802,0,29.1432,17.2872,0,0,13.1244,69.5883,0
grubhub-14-0.tsp ,5.27106,0,0,4.24341,25.0677,0,34.5822,15.2421,0,0,12.2705,72.4874,0
