Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-10-5-A-1,5,-2.208,-2.208,-2.208,66.0,1.0999999999999999,45.099999999999994
sarp-10-5-A-2,5,8.787,8.787,8.787,105.0,1.6292682926829265,66.8
sarp-10-5-B-1,5,-4.374,-4.374,-4.374,74.0,0.9560975609756097,39.199999999999996
sarp-10-5-B-2,5,-3.531,-3.531,-3.531,82.0,1.2317073170731707,50.49999999999999
sarp-10-5-C-1,5,-29.451,-29.451,-29.451,85.0,0.8463414634146342,34.699999999999996
sarp-10-5-C-2,5,-20.549,-20.549,-20.549,54.0,0.7195121951219511,29.499999999999996
sarp-5-10-A-1,10,-23.59,-23.59,-23.59,271423.0,0.448780487804878,18.4
sarp-5-10-A-2,10,-4.626,-4.626,-4.626,274316.0,1.6414634146341462,67.3
sarp-5-10-B-1,10,-27.521,-27.521,-27.521,260350.0,0.46585365853658534,19.099999999999998
sarp-5-10-B-2,10,-36.914,-36.914,-36.914,284002.0,0.7926829268292682,32.5
sarp-5-10-C-1,10,-66.899,-66.899,-66.899,322922.0,0.6560975609756098,26.9
sarp-5-10-C-2,10,-76.955,-76.955,-76.955,322453.0,0.4560975609756097,18.7
sarp-5-5-A-1,5,7.777,7.777,7.777,51.0,1.6390243902439021,67.2
sarp-5-5-A-2,5,1.343,1.343,1.343,72.0,1.219512195121951,50.0
sarp-5-5-B-1,5,-8.899,-8.899,-8.899,32.0,0.47804878048780486,19.599999999999998
sarp-5-5-B-2,5,-7.606,-7.606,-7.606,44.0,0.8560975609756097,35.1
sarp-5-5-C-1,5,-35.519,-35.519,-35.519,41.0,0.41463414634146334,17.0
sarp-5-5-C-2,5,-16.587,-16.587,-16.587,62.0,0.4829268292682927,19.799999999999997
sarp-5-6-A-1,6,-3.131,-3.131,-3.131,96.0,0.6756097560975609,27.699999999999996
sarp-5-6-A-2,6,-21.042,-21.042,-21.042,89.0,0.748780487804878,30.700000000000003
sarp-5-6-B-1,6,-34.61,-34.61,-34.61,194.0,0.4902439024390243,20.099999999999998
sarp-5-6-B-2,6,-30.201,-30.201,-30.201,75.0,0.524390243902439,21.5
sarp-5-6-C-1,6,-43.366,-43.366,-43.366,132.0,0.21219512195121948,8.7
sarp-5-6-C-2,6,-38.197,-38.197,-38.197,110.0,0.3951219512195122,16.2
sarp-5-7-A-1,6,-2.883,-2.883,-2.883,755.0,0.9439024390243902,38.699999999999996
sarp-5-7-A-2,7,-6.789,-6.789,-6.789,1536.0,1.519512195121951,62.3
sarp-5-7-B-1,7,-29.825,-29.825,-29.825,608.0,0.20487804878048776,8.399999999999999
sarp-5-7-B-2,7,-37.101,-37.101,-37.101,997.0,0.3414634146341463,14.0
sarp-5-7-C-1,7,-28.696,-28.696,-28.696,715.0,0.8170731707317073,33.5
sarp-5-7-C-2,7,-30.042,-30.042,-30.042,679.0,0.2121951219512195,8.7
sarp-5-8-A-1,8,-7.77,-7.77,-7.77,8310.0,0.32682926829268294,13.399999999999999
sarp-5-8-A-2,8,-5.772,-5.772,-5.772,2262.0,1.7414634146341463,71.4
sarp-5-8-B-1,8,-35.463,-35.463,-35.463,8937.0,0.7829268292682927,32.099999999999994
sarp-5-8-B-2,7,-24.495,-24.495,-24.495,3172.0,0.40243902439024387,16.5
sarp-5-8-C-1,8,-51.711,-51.711,-51.711,4130.0,0.3195121951219512,13.100000000000001
sarp-5-8-C-2,8,-53.009,-53.009,-53.009,4393.0,0.18292682926829268,7.499999999999999
sarp-5-9-A-1,9,-12.397,-12.397,-12.397,238369.0,1.4682926829268292,60.2
