Instance,Served,Sol Value,LB,UB,Time,Empty hours,Empty kms
sarp-10-5-A-1,5,-2.208,-2.208,-2.208,756.0,1.0999999999999999,45.099999999999994
sarp-10-5-A-2,5,8.787,8.787,8.787,611.0,1.6292682926829265,66.8
sarp-10-5-B-1,5,-4.374,-4.374,-4.374,851.0,0.9560975609756097,39.199999999999996
sarp-10-5-B-2,5,-3.531,-3.531,-3.531,736.0,1.2317073170731707,50.49999999999999
sarp-10-5-C-1,5,-29.451,-29.451,-29.451,2016.0,0.8463414634146342,34.699999999999996
sarp-10-5-C-2,5,-20.549,-20.549,-20.549,458.0,0.7195121951219511,29.499999999999996
sarp-5-10-A-1,10,-23.59,-23.59,-23.59,144267.0,0.448780487804878,18.4
sarp-5-10-A-2,10,-4.626,-4.626,-4.626,604727.0,1.6414634146341462,67.3
sarp-5-10-B-1,10,-27.521,-27.521,-27.521,204980.0,0.3341463414634146,13.7
sarp-5-10-B-2,10,-36.914,-36.914,-36.914,266208.0,0.7926829268292682,32.5
sarp-5-10-C-1,10,-66.899,-66.899,-66.899,314855.0,0.6560975609756098,26.9
sarp-5-10-C-2,10,-76.955,-76.955,-76.955,376246.0,0.4560975609756097,18.7
sarp-5-5-A-1,5,7.777,7.777,7.777,391.0,1.6390243902439021,67.2
sarp-5-5-A-2,5,1.343,1.343,1.343,911.0,1.219512195121951,50.0
sarp-5-5-B-1,5,-8.899,-8.899,-8.899,164.0,0.47804878048780486,19.599999999999998
sarp-5-5-B-2,5,-7.606,-7.606,-7.606,723.0,0.8560975609756097,35.1
sarp-5-5-C-1,5,-35.519,-35.519,-35.519,269.0,0.41463414634146334,17.0
sarp-5-5-C-2,5,-16.587,-16.587,-16.587,785.0,0.4829268292682927,19.799999999999997
sarp-5-6-A-1,6,-3.131,-3.131,-3.131,499.0,0.6756097560975609,27.699999999999996
sarp-5-6-A-2,6,-21.042,-21.042,-21.042,1134.0,0.748780487804878,30.700000000000003
sarp-5-6-B-1,6,-34.61,-34.61,-34.61,1911.0,0.4902439024390243,20.099999999999998
sarp-5-6-B-2,6,-30.201,-30.201,-30.201,549.0,0.524390243902439,21.5
sarp-5-6-C-1,6,-43.366,-43.366,-43.366,814.0,0.21219512195121948,8.7
sarp-5-6-C-2,6,-38.197,-38.197,-38.197,968.0,0.3951219512195122,16.2
sarp-5-7-A-1,6,-2.883,-2.883,-2.883,2316.0,0.9439024390243902,38.699999999999996
sarp-5-7-A-2,7,-6.789,-6.789,-6.789,9363.0,1.519512195121951,62.3
sarp-5-7-B-1,7,-29.825,-29.825,-29.825,1459.0,0.20487804878048776,8.399999999999999
sarp-5-7-B-2,7,-37.101,-37.101,-37.101,1912.0,0.3414634146341463,14.0
