
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sarp-10-5-A-1,1.82846,1.22241,0.779699,2.42588,6.25644,29.2252,19.5384,12.4623,38.7741
 sarp-10-5-A-2,1.783,1.01093,0.656476,2.8086,6.259,28.487,16.1516,10.4885,44.8729
 sarp-10-5-B-1,1.45637,1.87855,1.09348,1.73132,6.15972,23.6434,30.4974,17.7522,28.1071
 sarp-10-5-B-2,2.06917,1.49883,0.989983,1.71173,6.26972,33.0026,23.9059,15.7899,27.3015
 sarp-10-5-C-1,3.44126,2.71266,2.35507,1.71048,10.2195,33.6735,26.544,23.045,16.7374
 sarp-10-5-C-2,2.95285,1.52283,1.5041,1.60954,7.58932,38.9079,20.0654,19.8187,21.208
 sarp-5-10-A-1,0.532784,1.73667,0.695674,0.67516,3.64029,14.6358,47.7069,19.1104,18.5469
 sarp-5-10-A-2,0.22231,1.42854,0.917372,0.926571,3.49479,6.36118,40.8763,26.2497,26.5129
 sarp-5-10-B-1,0,2.49199,1.31634,1.09045,4.89878,0,50.8695,26.8709,22.2596
 sarp-5-10-B-2,0,1.91596,1.25186,0.875537,4.04336,0,47.3854,30.9609,21.6537
 sarp-5-10-C-1,0,2.69807,2.26498,0.626003,5.58905,0,48.2742,40.5253,11.2005
 sarp-5-10-C-2,0,3.14678,1.72272,1.03481,5.90431,0,53.2963,29.1773,17.5264
 sarp-5-5-A-1,0.580159,1.6302,0.797296,1.02468,4.03234,14.3876,40.4282,19.7725,25.4116
 sarp-5-5-A-2,0.795024,1.18951,0.517263,1.12583,3.62762,21.9158,32.7902,14.259,31.0349
 sarp-5-5-B-1,0.633472,1.52001,1.07907,0.742513,3.97507,15.9361,38.2386,27.146,18.6793
 sarp-5-5-B-2,1.15082,1.31365,0.699302,0.86074,4.02452,28.5953,32.6412,17.376,21.3874
 sarp-5-5-C-1,0.560495,2.50055,2.07401,0.920038,6.05509,9.25659,41.2966,34.2523,15.1945
 sarp-5-5-C-2,1.18199,1.4599,1.24006,1.00679,4.88874,24.1779,29.8625,25.3656,20.5941
 sarp-5-6-A-1,0.172675,1.7251,0.9381,1.10764,3.94352,4.37871,43.7453,23.7884,28.0876
 sarp-5-6-A-2,0.267297,2.49247,1.04435,0.890845,4.69496,5.69328,53.0881,22.2441,18.9745
 sarp-5-6-B-1,0.415767,1.97842,0.832649,1.23759,4.46443,9.31289,44.3153,18.6507,27.7211
 sarp-5-6-B-2,0.424253,2.55887,1.14957,0.785951,4.91864,8.6254,52.0239,23.3717,15.979
 sarp-5-6-C-1,0.204456,2.54528,1.71231,1.18744,5.64948,3.61901,45.0533,30.3092,21.0186
 sarp-5-6-C-2,1.1232,1.98337,1.56977,0.882612,5.55895,20.2052,35.6789,28.2385,15.8773
 sarp-5-7-A-1,0.71507,1.15612,0.545206,1.07002,3.48641,20.5102,33.1607,15.638,30.6911
 sarp-5-7-A-2,0.802899,0.951175,0.462015,0.731738,2.94783,27.237,32.267,15.6731,24.823
 sarp-5-7-B-1,0.233877,2.66799,1.27623,0.97472,5.15282,4.53882,51.7773,24.7676,18.9163
 sarp-5-7-B-2,0.285144,2.37362,1.20612,0.645641,4.51053,6.32174,52.6241,26.7401,14.3141
 sarp-5-7-C-1,0,2.78077,2.29521,0.777671,5.85365,0,47.5049,39.2099,13.2852
 sarp-5-7-C-2,0.288718,3.01241,2.65311,0.829003,6.78324,4.25634,44.4096,39.1127,12.2213
 sarp-5-8-A-1,0.255712,2.02856,1.01379,0.886823,4.18488,6.11037,48.4735,24.2251,21.1911
 sarp-5-8-A-2,0.544456,0.934372,0.725274,0.483289,2.68739,20.2597,34.7687,26.988,17.9836
 sarp-5-8-B-1,0.662586,1.69316,0.740629,1.23196,4.32833,15.3081,39.118,17.1112,28.4626
 sarp-5-8-B-2,0,2.46346,1.5661,1.32003,5.3496,0,46.0495,29.2752,24.6753
 sarp-5-8-C-1,0,2.44766,2.75597,1.51625,6.71988,0,36.4242,41.0122,22.5636
 sarp-5-8-C-2,0.621699,2.45203,1.79702,1.57521,6.44596,9.64479,38.0397,27.8783,24.4372
 sarp-5-9-A-1,0.763259,1.02307,0.501035,0.714454,3.00181,25.4266,34.0816,16.6911,23.8008
 sarp-5-9-A-2,0.902763,0.491051,0.259268,1.1101,2.76318,32.6712,17.7712,9.38295,40.1747
 sarp-5-9-B-1,0,2.26413,1.48946,0.855496,4.60909,0,49.1232,32.3158,18.5611
 sarp-5-9-B-2,1.26934,0.508889,0.285925,2.188,4.25215,29.8517,11.9678,6.72425,51.4563
 sarp-5-9-C-1,0,3.4374,1.80982,0.838981,6.0862,0,56.4786,29.7364,13.785
 sarp-5-9-C-2,0.450058,2.90163,2.37692,1.48725,7.21585,6.23707,40.2119,32.9402,20.6108
 sarp-6-5-A-1,0.907061,1.53786,0.747445,1.36219,4.55455,19.9155,33.7652,16.4109,29.9084
 sarp-6-5-A-2,1.49456,0.333597,0.238853,1.27671,3.34372,44.6975,9.97681,7.14334,38.1823
 sarp-6-5-B-1,0.487003,2.51674,1.35526,1.29038,5.64939,8.62045,44.5489,23.9896,22.841
 sarp-6-5-B-2,1.09928,1.84012,0.893049,1.82559,5.65803,19.4286,32.5222,15.7837,32.2654
 sarp-6-5-C-1,1.51128,2.13753,1.27458,1.33624,6.25963,24.1433,34.1478,20.3619,21.3469
 sarp-6-5-C-2,0.922505,2.37258,1.92303,1.52703,6.74514,13.6766,35.1747,28.5098,22.6389
 sarp-6-6-A-1,0.526491,1.87364,0.992293,1.52167,4.91409,10.7139,38.1278,20.1928,30.9655
 sarp-6-6-A-2,1.22247,1.13871,0.520288,1.05195,3.93341,31.0791,28.9496,13.2274,26.7439
 sarp-6-6-B-1,0.758091,1.85493,1.07986,1.25957,4.95245,15.3074,37.4548,21.8045,25.4333
 sarp-6-6-B-2,0.634933,2.10622,1.35476,1.17504,5.27096,12.0459,39.959,25.7024,22.2927
 sarp-6-6-C-1,0.637896,2.30703,1.53966,1.32765,5.81224,10.975,39.6927,26.49,22.8423
 sarp-6-6-C-2,0,3.57708,3.1618,0.996729,7.73562,0,46.2417,40.8733,12.8849
 sarp-6-7-A-1,0.294131,2.00795,1.21514,1.12832,4.64554,6.33148,43.2231,26.1572,24.2882
 sarp-6-7-A-2,0.686591,1.97819,0.675911,1.17144,4.51213,15.2166,43.8416,14.9799,25.9619
 sarp-6-7-B-1,0.595399,1.79414,1.16949,1.44566,5.00468,11.8968,35.8492,23.3678,28.8861
 sarp-6-7-B-2,0.317106,2.52452,1.43943,1.24958,5.53064,5.73362,45.6461,26.0265,22.5938
 sarp-6-7-C-1,1.05518,2.30064,2.04161,0.978525,6.37596,16.5493,36.0831,32.0205,15.3471
 sarp-6-7-C-2,0.716712,2.8418,1.91702,0.873715,6.34924,11.2882,44.7581,30.1928,13.7609
 sarp-6-8-A-1,0.205349,1.86576,1.19599,0.751223,4.01832,5.11032,46.4314,29.7634,18.6949
 sarp-6-8-A-2,0.276935,2.53501,1.27782,1.13997,5.22973,5.29539,48.473,24.4338,21.7978
 sarp-6-8-B-1,0,3.11271,1.72085,0.99865,5.83221,0,53.371,29.506,17.123
 sarp-6-8-B-2,0.253814,2.78485,1.29775,1.18808,5.52449,4.59434,50.4091,23.4908,21.5058
 sarp-6-8-C-1,0.305422,3.51535,2.60788,0.348552,6.77721,4.5066,51.8702,38.4802,5.14301
 sarp-6-8-C-2,0,2.73582,2.79704,1.18356,6.71641,0,40.7333,41.6448,17.6219
 sarp-6-9-A-1,0.283762,2.16797,1.25901,1.11881,4.82955,5.87554,44.8897,26.0688,23.1659
 sarp-6-9-A-2,0.504936,1.80205,0.930659,1.22409,4.46174,11.317,40.3891,20.8587,27.4352
 sarp-6-9-B-1,0,2.76303,1.78544,1.3858,5.93428,0,46.5606,30.0869,23.3525
 sarp-6-9-B-2,0.85561,1.79762,0.910961,1.16877,4.73296,18.0777,37.9808,19.2472,24.6943
 sarp-6-9-C-1,0.695225,3.28829,2.72476,1.14791,7.8562,8.84939,41.8561,34.683,14.6116
 sarp-6-9-C-2,0.736362,2.68652,2.54658,1.15469,7.12415,10.3361,37.71,35.7457,16.2082
 sarp-7-5-A-1,0.680415,2.0941,0.967964,1.01781,4.76029,14.2936,43.9911,20.3341,21.3812
 sarp-7-5-A-2,1.04912,1.59578,0.707636,1.14411,4.49664,23.3311,35.4883,15.737,25.4436
 sarp-7-5-B-1,1.1584,1.68352,0.85249,1.41159,5.10601,22.6871,32.9714,16.6958,27.6457
 sarp-7-5-B-2,1.71989,0.520932,0.243476,1.31217,3.79647,45.3024,13.7215,6.41323,34.5629
 sarp-7-5-C-1,1.52408,2.15369,1.41564,0.881753,5.97517,25.5069,36.044,23.6921,14.757
 sarp-7-5-C-2,1.93181,1.81624,1.61107,1.49402,6.85314,28.1886,26.5023,23.5086,21.8005
 sarp-7-6-A-1,0.925986,1.17684,0.614252,1.12764,3.84472,24.0846,30.6093,15.9765,29.3296
 sarp-7-6-A-2,0.673118,1.9828,1.05552,1.22763,4.93907,13.6284,40.1452,21.3709,24.8555
 sarp-7-6-B-1,0.658376,3.16503,1.30932,1.08698,6.21971,10.5853,50.8871,21.0511,17.4764
 sarp-7-6-B-2,0.302953,2.95692,1.63007,1.31626,6.2062,4.88146,47.6446,26.2651,21.2088
 sarp-7-6-C-1,1.26339,2.98995,2.24003,1.13768,7.63105,16.5559,39.1814,29.3542,14.9085
 sarp-7-6-C-2,0.637111,3.68295,3.11266,0.884231,8.31695,7.66039,44.2824,37.4255,10.6317
 sarp-7-7-A-1,0.719482,2.04474,0.994367,1.07242,4.83101,14.893,42.3252,20.583,22.1988
 sarp-7-7-A-2,0.968444,1.34807,0.842674,1.06428,4.22348,22.93,31.9186,19.9522,25.1992
 sarp-7-7-B-1,0.869433,2.27055,1.14344,0.736587,5.02001,17.3193,45.23,22.7777,14.673
 sarp-7-7-B-2,0.322876,3.16574,1.74785,1.11193,6.3484,5.08594,49.8668,27.5322,17.5151
 sarp-7-7-C-1,0.895014,2.96644,2.37902,0.807866,7.04834,12.6982,42.0871,33.7529,11.4618
 sarp-7-7-C-2,0.34576,3.45001,2.61358,1.18436,7.59372,4.55323,45.4325,34.4177,15.5965
 sarp-7-8-A-1,1.08507,1.22597,0.669534,1.24256,4.22313,25.6935,29.03,15.854,29.4226
 sarp-7-8-A-2,1.01309,1.19505,0.714466,1.13031,4.05291,24.9966,29.4861,17.6285,27.8888
 sarp-7-8-B-1,1.35454,1.20271,0.770421,1.38155,4.70921,28.7636,25.5394,16.3599,29.3371
 sarp-7-8-B-2,1.09911,1.39371,0.742459,1.16027,4.39554,25.0051,31.7073,16.8912,26.3965
 sarp-7-8-C-1,0.713507,3.91383,2.35386,1.12749,8.10868,8.7993,48.2671,29.0288,13.9048
 sarp-7-8-C-2,1.3091,2.9069,2.18865,1.49597,7.90062,16.5695,36.7933,27.7023,18.9349
 sarp-8-5-A-1,1.30315,1.33589,0.643748,1.57611,4.85889,26.8198,27.4937,13.2489,32.4376
 sarp-8-5-A-2,1.50042,0.758877,0.476132,1.65886,4.39429,34.1448,17.2696,10.8352,37.7503
 sarp-8-5-B-1,1.53944,1.65169,0.988441,1.16185,5.34143,28.8208,30.9223,18.5052,21.7517
 sarp-8-5-B-2,1.1729,2.1141,1.26194,1.07519,5.62413,20.8548,37.5898,22.438,19.1174
 sarp-8-5-C-1,1.67095,2.38859,2.14495,1.30723,7.51172,22.2446,31.7981,28.5547,17.4026
 sarp-8-5-C-2,2.67105,1.93151,0.997708,0.786431,6.3867,41.8221,30.2427,15.6216,12.3136
 sarp-8-6-A-1,0.678906,3.15583,1.28059,1.2483,6.36363,10.6685,49.5917,20.1236,19.6162
 sarp-8-6-A-2,0.8677,2.1973,1.39636,1.53405,5.99541,14.4727,36.6498,23.2904,25.5871
 sarp-8-6-B-1,1.27452,1.45639,1.14706,1.27987,5.15784,24.7104,28.2365,22.2391,24.814
 sarp-8-6-B-2,0.645294,3.52531,1.77597,1.37116,7.31774,8.81821,48.1749,24.2694,18.7375
