 1A
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,1.20006,1.03695,0.563386,1.76425,4.56463,26.2903,22.7169,12.3424,38.6504
 sfsarp-10-5-4,0.205702,1.31403,0.674584,0.4603,2.65461,7.74884,49.4997,25.4118,17.3396
 sfsarp-10-5-5,0.988595,1.6734,0.923009,1.41383,4.99884,19.7765,33.4758,18.4645,28.2832
 sfsarp-5-10-1,0.327037,0.189919,0.0847572,0.51314,1.11485,29.3346,17.0353,7.60254,46.0276
 sfsarp-5-10-2,1.04215,0.466492,0.22958,0.912919,2.65114,39.3095,17.5959,8.65966,34.435
 sfsarp-5-10-3,0.180416,0.734476,0.271265,0.399109,1.58527,11.3808,46.3314,17.1117,25.1761
 sfsarp-5-10-4,0.70181,0.27702,0.308711,0.628882,1.91642,36.6208,14.4551,16.1087,32.8154
 sfsarp-5-10-5,0.244425,0.346068,0.224726,0.4549,1.27012,19.2443,27.2469,17.6933,35.8156
 sfsarp-5-5-2,0.486069,0.251167,0.107172,0.828185,1.67259,29.0608,15.0166,6.40752,49.5151
 sfsarp-5-5-3,0.259369,0.840767,0.314578,0.559173,1.97389,13.14,42.5945,15.937,28.3285
 sfsarp-5-5-4,0.396995,0.251348,0.102667,0.784525,1.53553,25.8539,16.3687,6.68607,51.0913
 sfsarp-5-5-5,0.730669,0.345298,0.331178,1.09368,2.50083,29.2171,13.8073,13.2427,43.7328
 sfsarp-5-6-1,0.886336,0,0,1.18291,2.06924,42.8338,0,0,57.1662
 sfsarp-5-6-2,0.481439,0.254771,0.0883368,0.644826,1.46937,32.7649,17.3388,6.01187,43.8844
 sfsarp-5-6-3,0.711836,0.238214,0.0905089,1.00798,2.04854,34.7485,11.6285,4.41822,49.2048
 sfsarp-5-6-4,0.723366,0.350467,0.211872,0.876581,2.16229,33.4538,16.2082,9.7985,40.5396
 sfsarp-5-6-5,0.633451,0.116237,0.15222,0.788802,1.69071,37.4666,6.87502,9.0033,46.6551
 sfsarp-5-7-2,0.349593,0.606548,0.170587,0.977741,2.10447,16.6119,28.8219,8.10594,46.4602
 sfsarp-5-7-3,0.230526,1.61754,1.35619,0.292764,3.49703,6.59206,46.2549,38.7813,8.3718
 sfsarp-5-7-5,0.748802,0.273451,0.33412,1.02066,2.37704,31.5015,11.5039,14.0561,42.9385
 sfsarp-5-8-1,0.436421,2.06448,0,0.741452,3.24235,13.46,63.6722,0,22.8678
 sfsarp-5-8-3,0.472781,0.213858,0.143006,0.757557,1.5872,29.7871,13.4739,9.00995,47.729
 sfsarp-5-8-4,0.594056,0.444349,0.277943,0.724343,2.04069,29.1105,21.7745,13.62,35.495
 sfsarp-5-8-5,0.347207,0.230087,0.131837,0.485653,1.19478,29.0602,19.2576,11.0344,40.6478
 sfsarp-5-9-1,0.466355,0.304123,1.21913,0.669926,2.65953,17.5352,11.4352,45.84,25.1896
 sfsarp-5-9-2,0.218085,1.24431,0.553475,0.452556,2.46842,8.835,50.409,22.4222,18.3338
 sfsarp-5-9-3,0.896784,0.224577,0.107172,1.00372,2.23226,40.1739,10.0605,4.80104,44.9645
 sfsarp-5-9-4,0.302132,0.87945,0.296106,0.39925,1.87694,16.0971,46.8556,15.776,21.2714
 sfsarp-5-9-5,1.16533,0.0925406,0.117661,0.760734,2.13627,54.5499,4.33188,5.50778,35.6104
 sfsarp-6-5-1,0.383109,0.213236,0.0855475,0.843082,1.52497,25.1223,13.9829,5.60977,55.285
 sfsarp-6-5-2,0.242908,0.87022,0.37787,0.357521,1.84852,13.1407,47.0766,20.4418,19.341
 sfsarp-6-5-3,0.616906,0.255477,0.0937978,0.809114,1.7753,34.7495,14.3907,5.28351,45.5763
 sfsarp-6-5-4,0.295722,1.07079,0.755155,0.930971,3.05264,9.68741,35.0776,24.7377,30.4972
 sfsarp-6-5-5,0.453677,0.594749,0.192106,1.01911,2.25964,20.0774,26.3205,8.50161,45.1004
 sfsarp-6-6-1,0.382347,1.07509,0.957463,0.904493,3.31939,11.5186,32.3881,28.8445,27.2488
 sfsarp-6-6-3,0.496178,0.576369,0.500741,0.765545,2.33883,21.2148,24.6434,21.4099,32.7319
 sfsarp-6-6-4,0.772655,0.304135,0.325022,1.10693,2.50875,30.7984,12.123,12.9556,44.123
 sfsarp-6-6-5,0.62201,0.893786,0.755709,0.840742,3.11225,19.9859,28.7184,24.2818,27.014
 sfsarp-6-7-1,0.903966,0.736095,0.68179,0.98793,3.30978,27.3119,22.24,20.5993,29.8488
 sfsarp-6-7-3,0.296837,1.26019,0.802315,1.08793,3.44727,8.61078,36.5561,23.2739,31.5591
 sfsarp-6-7-4,0.764701,0.415682,0.178044,1.05274,2.41117,31.715,17.2399,7.38415,43.661
