
Instance,c(h),p(h),b(h),e(h),Total,c(%),p(%),b(%),e(%)
 sfsarp-10-5-1,2.0678,0.618825,0.528974,1.2214,4.437,46.6036,13.9469,11.9219,27.5276
 sfsarp-10-5-2,1.09172,0.9601,0.74547,0.840518,3.63781,30.0104,26.3923,20.4923,23.1051
 sfsarp-10-5-3,1.02813,1.50442,1.33076,0.497281,4.36059,23.5778,34.5004,30.5178,11.404
 sfsarp-10-5-4,0.960287,1.47132,1.40395,0.716588,4.55215,21.0952,32.3214,30.8416,15.7418
 sfsarp-10-5-5,1.81326,1.27556,0.931679,1.20969,5.23019,34.6691,24.3884,17.8135,23.129
 sfsarp-5-10-1,0,1.46804,0.91432,0.177534,2.5599,0,57.3478,35.717,6.93518
 sfsarp-5-10-2,0.632839,1.27912,0.935037,0.193886,3.04089,20.811,42.0642,30.7488,6.37598
 sfsarp-5-10-3,0,1.09606,0.868348,0.166306,2.13072,0,51.441,40.7538,7.8052
 sfsarp-5-10-4,0,1.27726,1.25534,0.215491,2.74809,0,46.4782,45.6803,7.8415
 sfsarp-5-10-5,0.604223,0.922664,0.802484,0.300956,2.63033,22.9714,35.0779,30.5089,11.4418
 sfsarp-5-5-1,0.943395,0.703394,0.650832,1.51584,3.81346,24.7386,18.445,17.0667,39.7497
 sfsarp-5-5-2,0.435355,0.897387,0.574552,0.298811,2.2061,19.7341,40.6774,26.0437,13.5447
 sfsarp-5-5-3,0.374073,0.8113,0.61654,0.355116,2.15703,17.342,37.6119,28.5828,16.4632
 sfsarp-5-5-4,0.749079,0.260568,0.167251,0.406952,1.58385,47.2948,16.4516,10.5598,25.6938
 sfsarp-5-5-5,0.167567,1.61764,1.22761,1.10074,4.11355,4.07353,39.3246,29.843,26.7589
 sfsarp-5-6-1,0,1.50088,1.303,0.38103,3.18491,0,47.1247,40.9117,11.9636
 sfsarp-5-6-2,0,1.23863,0.986442,0.268055,2.49313,0,49.6817,39.5665,10.7518
 sfsarp-5-6-3,0.68528,0.625882,0.533731,0.612596,2.45749,27.8854,25.4683,21.7185,24.9277
 sfsarp-5-6-4,0.636741,1.35111,1.08208,0.741541,3.81148,16.7059,35.4485,28.3901,19.4555
 sfsarp-5-6-5,0,1.45763,1.16805,0.356123,2.9818,0,48.8841,39.1726,11.9432
 sfsarp-5-7-1,0.234014,1.14368,0.990265,0.31259,2.68055,8.73006,42.666,36.9426,11.6614
 sfsarp-5-7-2,0.200646,1.3292,0.853514,1.0207,3.40407,5.8943,39.0475,25.0733,29.9849
 sfsarp-5-7-3,0,1.99849,1.77893,0.109297,3.88671,0,51.4185,45.7695,2.81207
 sfsarp-5-7-4,0.1907,1.3454,0.940254,0.322513,2.79887,6.81348,48.0695,33.5941,11.523
 sfsarp-5-7-5,0,1.75834,1.41625,0.227689,3.40228,0,51.6812,41.6265,6.69225
 sfsarp-5-8-1,0.180029,0.966993,0.769754,0.340479,2.25725,7.97557,42.8393,34.1013,15.0837
 sfsarp-5-8-2,0.636741,0.91955,0.737309,0.584732,2.87833,22.1219,31.9473,25.6158,20.315
 sfsarp-5-8-3,0,1.31942,1.03245,0.404855,2.75673,0,47.8618,37.4521,14.6861
 sfsarp-5-8-4,0,1.87917,1.20235,0.590853,3.67238,0,51.1704,32.7405,16.0891
 sfsarp-5-8-5,0,1.1337,0.981258,0.268039,2.38299,0,47.5745,41.1776,11.248
 sfsarp-5-9-1,1.28292,1.44129,0.635586,0.8976,4.2574,30.134,33.8538,14.929,21.0833
 sfsarp-5-9-2,0,1.26106,1.18823,0.694671,3.14395,0,40.1105,37.794,22.0955
 sfsarp-5-9-3,0,1.36969,1.42062,0.647502,3.43781,0,39.8419,41.3234,18.8347
 sfsarp-5-9-4,0.373103,0.804212,0.641802,0.328063,2.14718,17.3764,37.4543,29.8905,15.2788
 sfsarp-5-9-5,0.604223,1.18514,1.05476,0.4252,3.26932,18.4816,36.2503,32.2624,13.0058
 sfsarp-6-5-1,0.35663,0.895814,0.708464,0.500869,2.46178,14.4867,36.3889,28.7786,20.3458
 sfsarp-6-5-2,0.407556,0.990775,0.713221,0.27224,2.38379,17.097,41.563,29.9196,11.4204
