
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-0.tsp ,10,4,3,88.431,38.1498,81.3648,6,1.7,45.216,Optimal,45.216,45.216,0
grubhub-14-2.tsp ,10,4,2,102.088,18.0628,97.98,7,0.86,22.171,Optimal,22.171,22.171,0
grubhub-14-3.tsp ,10,4,3,96.8328,38.6644,95.7444,5,1.05,39.7528,Optimal,39.7528,39.7528,0
grubhub-14-4.tsp ,10,4,3,94.2678,42.2168,78.4944,4,0.72,57.9902,Optimal,57.9902,57.9902,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-0.tsp ,8,6,4,66.4698,55.8464,78.4576,5,1.44,43.8586,Optimal,43.8586,43.8586,0
grubhub-14-2.tsp ,8,6,3,89.3382,25.4342,90.0772,6,1.87,24.6952,Optimal,24.6952,24.6952,0
grubhub-14-3.tsp ,8,6,3,81.2784,40.8888,89.9392,5,1.28,32.228,Optimal,32.228,32.228,0
grubhub-14-4.tsp ,8,6,5,76.4676,64.1806,80.73,3,0.81,59.9182,Optimal,59.9182,59.9182,0
