
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,9,4,4,71.8188,37.852,89.1572,4,1.32,20.5136,Optimal,20.5136,20.5136,0
grubhub-13-1.tsp ,9,4,4,82.968,48.3432,97.934,3,0.38,33.3772,Optimal,33.3772,33.3772,0
grubhub-13-2.tsp ,9,4,3,82.0332,31.958,74.5936,4,0.65,39.3976,Optimal,39.3976,39.3976,0
grubhub-13-3.tsp ,9,4,3,82.056,28.6048,82.0916,4,0.45,28.5692,Optimal,28.5692,28.5692,0
grubhub-13-4.tsp ,9,4,4,84.051,37.188,73.4068,3,0.36,47.8322,Optimal,47.8322,47.8322,0
grubhub-13-5.tsp ,9,4,2,82.9566,30.7784,76.4704,5,0.66,37.2646,Optimal,37.2646,37.2646,0
grubhub-13-6.tsp ,9,4,3,76.8576,43.0302,105.625,5,0.54,14.2626,Optimal,14.2626,14.2626,0
grubhub-13-7.tsp ,9,4,4,88.6794,38.3666,92.2944,4,0.73,34.7516,Optimal,34.7516,34.7516,0
grubhub-13-8.tsp ,9,4,3,82.6488,33.7176,79.8468,4,0.62,36.5196,Optimal,36.5196,36.5196,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-13-0.tsp ,8,5,3,65.364,28.8704,71.5852,3,0.59,22.6492,Optimal,22.6492,22.6492,0
grubhub-13-1.tsp ,8,5,4,72.147,48.6752,82.8828,3,0.47,37.9394,Optimal,37.9394,37.9394,0
grubhub-13-2.tsp ,8,5,4,71.8278,45.0232,79.1844,4,0.8,37.6666,Optimal,37.6666,37.6666,0
grubhub-13-3.tsp ,8,5,4,72.2838,40.8566,78.0528,4,0.65,35.0876,Optimal,35.0876,35.0876,0
grubhub-13-4.tsp ,8,5,5,74.8374,48.6264,76.084,3,0.64,47.3798,Optimal,47.3798,47.3798,0
grubhub-13-5.tsp ,8,5,3,70.1976,47.3794,78.9084,4,0.7,38.6686,Optimal,38.6686,38.6686,0
grubhub-13-6.tsp ,8,5,4,65.5806,57.4732,106.472,5,0.63,16.5822,Optimal,16.5822,16.5822,0
grubhub-13-7.tsp ,8,5,5,80.184,48.7592,101.412,3,0.39,27.5316,Optimal,27.5316,27.5316,0
grubhub-13-8.tsp ,8,5,4,74.1534,44.1102,70.6376,4,0.58,47.626,Optimal,47.626,47.626,0
