
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,46.18,58.8,28.66,135.02,268.66,17.189,21.8864,10.6678,50.2568
grubhub-13-1.tsp ,61.3,66.5,33.1,146.4,307.3,19.9479,21.6401,10.7712,47.6407
grubhub-13-2.tsp ,62.18,61.06,30.58,101.1,254.92,24.392,23.9526,11.9959,39.6595
grubhub-13-3.tsp ,63.62,44.02,29.18,134.44,271.26,23.4535,16.228,10.7572,49.5613
grubhub-13-4.tsp ,61.6,68.16,34.7,91.42,255.88,24.0738,26.6375,13.561,35.7277
grubhub-13-5.tsp ,82.56,30.32,11.82,135.92,260.62,31.6783,11.6338,4.53534,52.1526
grubhub-13-6.tsp ,58.98,73.74,24.7,155.88,313.3,18.8254,23.5365,7.88382,49.7542
grubhub-13-7.tsp ,60.58,64.24,43.84,136.4,305.06,19.8584,21.0582,14.3709,44.7125
grubhub-13-8.tsp ,69.44,54.44,24.4,119.14,267.42,25.9666,20.3575,9.12422,44.5516

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-0.tsp ,46.18,48,23.02,107.62,224.82,20.5409,21.3504,10.2393,47.8694
grubhub-13-1.tsp ,36.78,70.8,44.32,109.38,261.28,14.0769,27.0974,16.9626,41.8631
grubhub-13-2.tsp ,41.4,85.62,39.14,86.52,252.68,16.3844,33.8848,15.4899,34.2409
grubhub-13-3.tsp ,37.88,52.8,43.46,116.88,251.02,15.0904,21.0342,17.3134,46.562
grubhub-13-4.tsp ,28.76,82.16,57.06,83.24,251.22,11.4481,32.7044,22.7132,33.1343
grubhub-13-5.tsp ,54.06,42.84,23.62,128.7,249.22,21.6917,17.1896,9.47757,51.6411
grubhub-13-6.tsp ,31.18,93.74,38.4,137.72,301.04,10.3574,31.1387,12.7558,45.7481
grubhub-13-7.tsp ,37.3,99.66,57.9,120.8,315.66,11.8165,31.5719,18.3425,38.269
grubhub-13-8.tsp ,43.5,67.38,41.12,86.18,238.18,18.2635,28.2895,17.2643,36.1827
