Instance,LB,UB,Time
ghsarp-10-5-0.txt,19.7785,19.7785,21999
ghsarp-10-5-1.txt,4.97951,4.97951,3038
ghsarp-10-5-2.txt,26.1784,26.1784,27199
ghsarp-10-5-3.txt,9.76623,13.3795,169102
ghsarp-10-5-4.txt,11.2692,11.2692,46104
ghsarp-10-5-5.txt,8.82796,14.6781,171250
ghsarp-10-5-6.txt,13.5239,13.5239,17832
ghsarp-10-5-7.txt,10.7695,10.7695,2165
ghsarp-10-5-8.txt,-2.83054,-2.83054,8002
ghsarp-10-5-9.txt,20.6236,20.6236,2454
ghsarp-5-10-0.txt,6.08891,6.08891,1262
ghsarp-5-10-1.txt,-11.8309,-11.8309,1495
ghsarp-5-10-2.txt,13.3708,13.3708,20868
ghsarp-5-10-3.txt,4.09682,4.09682,28211
ghsarp-5-10-4.txt,-3.28243,-3.28243,325
ghsarp-5-10-5.txt,-7.61015,-7.61015,127
ghsarp-5-10-6.txt,3.63787,3.63787,1206
ghsarp-5-10-7.txt,-8.56995,-8.56995,3
ghsarp-5-10-8.txt,-7.87985,-7.87985,157
ghsarp-5-10-9.txt,2.09883,2.09883,3015
ghsarp-5-5-0.txt,13.1871,13.1871,2282
ghsarp-5-5-1.txt,-0.307104,-0.307104,93
ghsarp-5-5-2.txt,-3.01522,-3.01522,44
ghsarp-5-5-3.txt,11.8141,11.8141,179
ghsarp-5-5-4.txt,4.37953,4.37953,843
ghsarp-5-5-5.txt,4.39661,4.39661,122
ghsarp-5-5-6.txt,10.5777,10.5777,61
ghsarp-5-5-7.txt,7.87781,7.87781,175
ghsarp-5-5-8.txt,14.4334,14.4334,971
ghsarp-5-5-9.txt,7.20916,7.20916,56
ghsarp-5-6-0.txt,-3.63528,-3.63528,399
ghsarp-5-6-1.txt,5.04246,5.04246,134
ghsarp-5-6-2.txt,12.6925,12.6925,28
ghsarp-5-6-3.txt,5.46423,5.46423,2955
ghsarp-5-6-4.txt,5.04083,5.04083,140
ghsarp-5-6-5.txt,14.2581,14.2581,48572
