
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
sarp-20-10-A-1.txt ,50.9744,144.579,10.379,187.363,393.295,12.9608,36.7609,2.63899,47.6393
sarp-20-10-A-2.txt ,41.6131,151.528,19.7403,197.137,410.019,10.1491,36.9563,4.81449,48.0801
sarp-20-10-A-3.txt ,39.2086,135.855,22.1448,144.659,341.867,11.469,39.7391,6.47761,42.3144
sarp-20-10-A-4.txt ,35.1797,171.283,26.1737,167.197,399.833,8.7986,42.8386,6.54615,41.8167
sarp-20-10-B-1.txt ,81.0703,142.141,22.7007,112.746,358.658,22.6038,39.6314,6.32933,31.4355
sarp-20-10-B-2.txt ,67.9672,182.115,35.8039,85.9187,371.805,18.2803,48.9813,9.62975,23.1086
sarp-20-10-B-3.txt ,68.8458,200.607,34.9252,102.109,406.486,16.9368,49.3514,8.59197,25.1198
sarp-20-10-B-4.txt ,83.628,165.96,20.143,131.193,400.924,20.8588,41.3943,5.02415,32.7227
sarp-20-10-C-1.txt ,219.049,150.379,44.7068,143.03,557.165,39.3149,26.9901,8.02397,25.671
sarp-20-10-C-2.txt ,223.308,144.709,40.4476,135.324,543.789,41.0653,26.6112,7.43812,24.8854
sarp-20-10-C-3.txt ,171.977,203.823,91.7792,190.71,658.289,26.1248,30.9625,13.9421,28.9706
sarp-20-10-C-4.txt ,177.353,212.656,86.4031,148.348,624.76,28.3873,34.0381,13.8298,23.7448
