grubhub-11-0.tsp	69.05	1.63758203799655	0	0	0.236580310880829	5.872	0	0	4.566
grubhub-11-1.tsp	62.411	1.54224525043178	0	0	0.294559585492228	4.032	0	0	5.685
grubhub-11-2.tsp	64.086	1.58452504317789	0	0	0.334611398963731	4.848	0	0	6.458
grubhub-11-3.tsp	64.756	1.57338514680484	0	0	0.266476683937824	4.633	0	0	5.143
grubhub-11-4.tsp	63.526	1.53975820379965	0	0	0.229326424870466	3.984	0	0	4.426
grubhub-11-5.tsp	65.063	1.59322970639033	0	0	0.310103626943005	5.016	0	0	5.985
grubhub-11-6.tsp	61.742	1.53374784110535	0	0	0.303730569948186	3.868	0	0	5.862
grubhub-11-7.tsp	62.471	1.52208981001727	0	0	0.230984455958549	3.643	0	0	4.458
grubhub-11-8.tsp	64.582	1.56027633851468	0	0	0.236165803108808	4.38	0	0	4.558
grubhub-11-9.tsp	65.022	1.55302245250432	0	0	0.19160621761658	4.24	0	0	3.698
grubhub-12-0.tsp	70.42	1.73823834196891	0	0	0.330259067357513	4.598	0	0	6.374
grubhub-12-1.tsp	68.39	1.71445595854922	0	0	0.364093264248705	4.139	0	0	7.027
grubhub-12-2.tsp	70.252	1.70538860103627	0	0	0.240414507772021	3.964	0	0	4.64
grubhub-12-3.tsp	66.277	1.68751295336788	0	0	0.392746113989637	3.619	0	0	7.58
grubhub-12-4.tsp	66.48	1.68632124352332	0	0	0.378652849740933	3.596	0	0	7.308
grubhub-12-5.tsp	72.634	1.75538860103627	0	0	0.26699481865285	4.929	0	0	5.153
grubhub-12-6.tsp	72.177	1.76476683937824	0	0	0.31880829015544	5.11	0	0	6.153
grubhub-12-7.tsp	73.643	1.76227979274611	0	0	0.235388601036269	5.062	0	0	4.543
grubhub-12-8.tsp	68.752	1.70326424870466	0	0	0.311761658031088	3.923	0	0	6.017
grubhub-12-9.tsp	71.377	1.75326424870466	0	0	0.325751295336788	4.888	0	0	6.287
grubhub-13-0.tsp	68.318	1.69388601036269	0	0	0.306113989637306	3.742	0	0	5.908
grubhub-13-1.tsp	71.142	1.74455958549223	0	0	0.311813471502591	4.72	0	0	6.018
grubhub-13-2.tsp	71.433	1.74031088082902	0	0	0.283989637305699	4.638	0	0	5.481
grubhub-13-3.tsp	69.774	1.74041450777202	0	0	0.370259067357513	4.64	0	0	7.146
grubhub-13-4.tsp	71.434	1.74948186528497	0	0	0.311450777202073	4.815	0	0	6.011
grubhub-13-5.tsp	70.245	1.74450777202073	0	0	0.358134715025907	4.719	0	0	6.912
grubhub-13-6.tsp	67.604	1.71678756476684	0	0	0.411813471502591	4.184	0	0	7.948
grubhub-13-7.tsp	73.058	1.77051813471503	0	0	0.290414507772021	5.221	0	0	5.605
grubhub-13-8.tsp	70.79	1.74310880829016	0	0	0.325699481865285	4.692	0	0	6.286
grubhub-13-9.tsp	69.923	1.71658031088083	0	0	0.291036269430052	4.18	0	0	5.617
grubhub-14-0.tsp	78.308	1.9213298791019	0	0	0.333523316062176	4.915	0	0	6.437
grubhub-14-1.tsp	79.065	1.9373920552677	0	0	0.342487046632124	5.225	0	0	6.61
grubhub-14-2.tsp	80.03	1.983402417962	0	0	0.430518134715026	6.113	0	0	8.309
grubhub-14-3.tsp	79.757	1.95951640759931	0	0	0.37300518134715	5.652	0	0	7.199
grubhub-14-4.tsp	81.152	1.94785837651123	0	0	0.265751295336787	5.427	0	0	5.129
grubhub-14-5.tsp	78.311	1.91770293609672	0	0	0.322487046632124	4.845	0	0	6.224
grubhub-14-6.tsp	81.281	1.97842832469775	0	0	0.350777202072539	6.017	0	0	6.77
grubhub-14-7.tsp	77.984	1.89397236614853	0	0	0.268238341968912	4.387	0	0	5.177
grubhub-14-8.tsp	79.692	1.95205526770294	0	0	0.353989637305699	5.508	0	0	6.832
grubhub-14-9.tsp	80.451	1.95708117443869	0	0	0.329740932642487	5.605	0	0	6.364
grubhub-15-0.tsp	86.907	2.14333333333333	0	0	0.416683937823834	5.983	0	0	8.042
grubhub-15-1.tsp	85.921	2.11374784110535	0	0	0.379015544041451	5.412	0	0	7.315
grubhub-15-2.tsp	87.629	2.14514680483592	0	0	0.384715025906736	6.018	0	0	7.425
grubhub-15-3.tsp	87.732	2.13825561312608	0	0	0.358704663212435	5.885	0	0	6.923
grubhub-15-4.tsp	82.285	2.04955094991364	0	0	0.374818652849741	4.173	0	0	7.234
grubhub-15-5.tsp	88.478	2.16286701208981	0	0	0.393886010362694	6.36	0	0	7.602
grubhub-15-6.tsp	86.587	2.12929188255613	0	0	0.391139896373057	5.712	0	0	7.549
grubhub-15-7.tsp	85.697	2.11758203799655	0	0	0.402124352331606	5.486	0	0	7.761
grubhub-15-8.tsp	88.932	2.15934369602763	0	0	0.35979274611399	6.292	0	0	6.944
grubhub-15-9.tsp	86.84	2.15737478411054	0	0	0.462279792746114	6.254	0	0	8.922
