0	0	1	-1	0	25	26.040000	0.830000	9.770000
1	0	3	-1	1	25	17.570000	0.580000	9.770000
2	0	1	-1	0	25	26.040000	0.830000	9.770000
3	1	1	-1	0	25	26.040000	0.830000	9.770000
4	1	3	-1	1	25	17.570000	0.580000	9.770000
5	1	1	-1	3	25	26.040000	0.830000	9.770000
6	1	1	-1	3	25	26.040000	0.830000	9.770000
7	1	1	-1	3	25	26.040000	0.830000	9.770000
8	1	1	-1	3	25	26.040000	0.830000	9.770000
9	3	3	-1	1	25	17.570000	0.580000	9.770000
10	16	1	-1	0	25	26.040000	0.830000	9.770000
11	12	3	-1	1	25	17.570000	0.580000	9.770000
12	12	3	-1	1	25	17.570000	0.580000	9.770000
13	9	1	-1	0	25	26.040000	0.830000	9.770000
