
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
sarp-15-5-A-1.txt ,2.64696,3.25374,1.13655,3.39056,15.6011,2.98582,29.0147,9.12282,11.2141,3.91715,11.6857,53.7695,10.2907
sarp-15-5-A-2.txt ,3.21982,1.99552,0.563687,4.8023,15.7114,0.993013,27.2858,11.8004,7.31342,2.06586,17.6,57.581,3.63931
sarp-15-5-A-3.txt ,2.46395,3.05882,1.31956,3.52845,15.9039,2.87652,29.1512,8.45233,10.493,4.52661,12.104,54.5565,9.86762
sarp-15-5-A-4.txt ,2.46395,3.05882,1.31956,3.58522,16.2554,3.92067,30.6036,8.05118,9.99498,4.31177,11.715,53.1159,12.8111
sarp-15-5-B-1.txt ,3.74185,2.49201,0.970478,2.96219,16.4142,5.16116,31.7419,11.7884,7.85084,3.0574,9.33211,51.7115,16.2598
sarp-15-5-B-2.txt ,3.74185,2.49201,0.970478,3.13854,24.0103,1.58598,35.9391,10.4116,6.93397,2.70034,8.73295,66.8081,4.41297
sarp-15-5-B-3.txt ,3.74185,2.49201,0.970478,3.13854,16.2526,5.16116,31.7567,11.7829,7.84719,3.05598,9.8831,51.1786,16.2522
sarp-15-5-B-4.txt ,3.74185,2.49201,0.970478,3.18409,16.8072,4.79601,31.9916,11.6963,7.78956,3.03353,9.95289,52.5362,14.9914
sarp-15-5-C-1.txt ,5.96198,2.38074,1.85193,2.885,20.7426,2.23926,36.0615,16.5328,6.60189,5.13548,8.00022,57.52,6.20956
sarp-15-5-C-2.txt ,5.96198,2.38074,1.85193,2.885,21.0372,2.23926,36.3561,16.3988,6.5484,5.09386,7.93539,57.8643,6.15924
sarp-15-5-C-3.txt ,6.62509,2.44798,1.18882,2.9311,21.5942,9.90874e-15,34.7872,19.0446,7.03701,3.4174,8.42581,62.0751,2.84839e-14
sarp-15-5-C-4.txt ,5.96198,2.38074,1.85193,2.885,19.7638,2.23926,35.0827,16.9941,6.78608,5.27875,8.22341,56.3349,6.3828
