Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-5-1,10,5,5,32.6753,13.7207,0.46713,2,0.44,45.9288,Optimal,45.9288,45.9333,0.0099042,-13.2535,0.0239707,0.00945015,0.9828,0.6559
sfsarp-10-5-2,10,5,5,32.7044,13.7804,0.299322,2,1.49,46.1855,Optimal,46.1855,46.1898,0.00930875,-13.4811,0.0087122,0.00344506,0.3572,0.301485
sfsarp-10-5-3,10,5,5,32.6674,13.734,0.252448,2,0.32,46.149,Optimal,46.149,46.1535,0.00979673,-13.4816,0.00860244,0.00340714,0.3527,0.346464
sfsarp-10-5-4,10,5,5,32.6705,13.7669,0.324024,2,0.06,46.1134,Optimal,46.1134,46.1134,0,-13.4429,0.00709756,0.00280674,0.291,0.246819
sfsarp-10-5-5,10,5,5,32.6595,13.7559,0.332442,2,0.15,46.083,Optimal,46.083,46.0875,0.0098401,-13.4235,0.015561,0.00615367,0.638,0.541642
sfsarp-5-10-1,5,10,10,16.2964,27.74,0.369012,1,2.36,43.6673,Optimal,43.6673,43.6716,0.00984356,-27.371,0.00128537,0.00050932,0.0527,0.0542572
sfsarp-5-10-2,5,10,10,16.3522,27.5083,0.320712,2,24.65,43.5398,Optimal,43.5398,43.5441,0.00998297,-27.1876,0.0074439,0.00294981,0.3052,0.316532
sfsarp-5-10-3,5,10,10,16.3067,27.5389,0.386722,1,5.44,43.4589,Optimal,43.4589,43.4633,0.00999111,-27.1522,0.00156585,0.000620123,0.0642,0.0624574
sfsarp-5-10-4,5,10,10,16.3373,27.5149,0.207276,2,8.03,43.6449,Optimal,43.6449,43.6492,0.00991184,-27.3076,0.00395122,0.0015699,0.162,0.234307
sfsarp-5-10-5,5,10,10,16.3655,27.5269,0.329314,2,47.43,43.5631,Optimal,43.5631,43.5674,0.00998318,-27.1976,0.00828293,0.00328096,0.3396,0.337507
sfsarp-5-5-1,5,5,5,16.3579,13.7375,0.504666,1,0.21,29.5907,Optimal,29.5907,29.5932,0.00846443,-13.2329,0.00206585,0.00121508,0.0847,0.0616403
sfsarp-5-5-2,5,5,5,16.3623,13.8058,0.168912,2,1.55,29.9992,Optimal,29.9992,30.0016,0.00814648,-13.6369,0.0033561,0.00199463,0.1376,0.211075
sfsarp-5-5-3,5,5,5,16.3591,13.7496,0.19734,1,0.14,29.9114,Optimal,29.9114,29.9142,0.00923744,-13.5523,0.00632683,0.00375716,0.2594,0.366281
sfsarp-5-5-4,5,5,5,16.311,13.7662,0.14559,2,0.01,29.9317,Optimal,29.9317,29.9342,0.00855431,-13.6206,0.00493171,0.00293705,0.2022,0.395463
sfsarp-5-5-5,5,5,5,16.3336,14.3439,0.906016,1,0.02,29.7714,Optimal,29.7714,29.7743,0.00951108,-13.4379,0.0127366,0.00740318,0.5222,0.236944
sfsarp-5-6-1,5,6,6,16.288,16.4937,0.233496,2,0.24,32.5482,Optimal,32.5482,32.5514,0.00998864,-16.2602,0.0100585,0.00543858,0.4124,0.623055
sfsarp-5-6-2,5,6,6,16.3491,16.5662,0.185196,1,0.86,32.7301,Optimal,32.7301,32.7331,0.00927501,-16.381,0.0015439,0.000834752,0.0633,0.0953026
sfsarp-5-6-3,5,6,6,16.308,16.4846,0.23805,1,0.69,32.5545,Optimal,32.5545,32.5568,0.00726352,-16.2465,0.00126098,0.000681397,0.0517,0.0731362
sfsarp-5-6-4,5,6,6,16.3278,16.5402,0.509588,1,0.14,32.3584,Optimal,32.3584,32.3615,0.00965111,-16.0306,0.0104561,0.00560402,0.4287,0.321847
sfsarp-5-6-5,5,6,6,16.3263,16.5495,0.226366,2,2.28,32.6494,Optimal,32.6494,32.6527,0.00991373,-16.3231,0.00592927,0.00320373,0.2431,0.340619
sfsarp-5-7-1,5,7,7,16.338,19.2923,0.259716,2,0.07,35.3706,Optimal,35.3706,35.3741,0.00988294,-19.0326,0.00684878,0.00339103,0.2808,0.348085
sfsarp-5-7-2,5,7,7,16.3528,19.4835,0.4669,1,6.22,35.3694,Optimal,35.3694,35.373,0.00992559,-19.0166,0.0057122,0.0028121,0.2342,0.182527
sfsarp-5-7-3,5,7,7,16.3045,19.24,0.266386,1,0.05,35.2782,Optimal,35.2782,35.281,0.00790984,-18.9736,0.0015878,0.000786588,0.0651,0.085377
sfsarp-5-7-4,5,7,7,16.3124,19.2901,0.265972,1,4.32,35.3366,Optimal,35.3366,35.3401,0.00995405,-19.0242,0.00162439,0.000804587,0.0666,0.0858912
sfsarp-5-7-5,5,7,7,16.3414,19.2806,0.295642,1,2.13,35.3264,Optimal,35.3264,35.3299,0.0099665,-18.985,0.00281951,0.00139461,0.1156,0.129771
sfsarp-5-8-1,5,8,8,16.309,22.0595,0.172224,2,1.27,38.1963,Optimal,38.1963,38.2001,0.00995511,-21.8873,0.00410732,0.00188369,0.1684,0.297684
sfsarp-5-8-2,5,8,8,16.3198,22.006,0.365608,2,1.92,37.9602,Optimal,37.9602,37.964,0.00997806,-21.6404,0.00566341,0.00258464,0.2322,0.231045
sfsarp-5-8-3,5,8,8,16.3434,22.0682,0.530564,1,30.26,37.8811,Optimal,37.8811,37.8848,0.0099188,-21.5377,0.00190488,0.000865486,0.0781,0.0555872
sfsarp-5-8-4,5,8,8,16.3333,22.2443,0.524032,1,12.02,38.0536,Optimal,38.0536,38.0573,0.00991136,-21.7202,0.00259512,0.00117952,0.1064,0.0774889
sfsarp-5-8-5,5,8,8,16.3296,22.17,0.333822,2,6.29,38.1657,Optimal,38.1657,38.1695,0.00995086,-21.8362,0.00722927,0.00330117,0.2964,0.311018
sfsarp-5-9-1,5,9,9,16.3505,25.1039,0.542892,2,6.45,40.9115,Optimal,40.9115,40.9156,0.0099801,-24.561,0.0143683,0.00606626,0.5891,0.407879
sfsarp-5-9-2,5,9,9,16.3245,24.8721,0.375958,1,399.61,40.8207,Optimal,40.8207,40.8248,0.00999765,-24.4962,0.00181707,0.000770405,0.0745,0.071932
sfsarp-5-9-3,5,9,9,16.309,24.8177,0.41538,2,1.35,40.7113,Optimal,40.7113,40.7154,0.00995459,-24.4023,0.0125024,0.0052976,0.5126,0.46847
sfsarp-5-9-4,5,9,9,16.321,24.7534,0.250148,1,6.93,40.8242,Optimal,40.8242,40.8283,0.00995006,-24.5032,0.00223659,0.00095102,0.0917,0.12128
sfsarp-5-9-5,5,9,9,16.3544,24.7473,0.217488,2,10.09,40.8842,Optimal,40.8842,40.8883,0.00999267,-24.5298,0.00471707,0.00200601,0.1934,0.260086
sfsarp-6-5-1,6,5,5,19.5993,13.7327,0.181056,3,0.07,33.1509,Optimal,33.1509,33.1527,0.0054807,-13.5516,0.00431707,0.00233387,0.177,0.263001
sfsarp-6-5-2,6,5,5,19.558,13.7173,0.269974,1,3.01,33.0053,Optimal,33.0053,33.0084,0.00947948,-13.4473,0.00122927,0.000663502,0.0504,0.0634841
sfsarp-6-5-3,6,5,5,19.5916,13.9169,0.23874,2,0.03,33.2698,Optimal,33.2698,33.2698,2.1357e-14,-13.6781,0.00556341,0.00300323,0.2281,0.290573
sfsarp-6-5-4,6,5,5,19.5968,13.9238,0.42251,1,0.1,33.098,Optimal,33.098,33.1013,0.00986656,-13.5013,0.00630488,0.00338527,0.2585,0.21659
sfsarp-6-5-5,6,5,5,19.5512,13.8031,0.232116,1,0.29,33.1222,Optimal,33.1222,33.1255,0.00999448,-13.571,0.00439756,0.00237655,0.1803,0.257682
sfsarp-6-6-1,6,6,6,19.6023,16.473,0.288328,2,0.11,35.7869,Optimal,35.7869,35.7902,0.00926999,-16.1846,0.0134976,0.00667459,0.5534,0.607131
sfsarp-6-6-2,6,6,6,19.5757,16.7547,0.474858,1,1.34,35.8555,Optimal,35.8555,35.859,0.00962286,-16.2798,0.000704878,0.000347062,0.0289,0.0227487
sfsarp-6-6-3,6,6,6,19.5692,16.4807,0.18101,2,0.08,35.8689,Optimal,35.8689,35.8714,0.00705297,-16.2997,0.00808537,0.00401234,0.3315,0.534505
sfsarp-6-6-4,6,6,6,19.596,17.1032,0.704168,1,0.65,35.995,Optimal,35.995,35.9985,0.00995462,-16.399,0.00533659,0.00261084,0.2188,0.121259
sfsarp-6-6-5,6,6,6,19.6071,16.4929,0.251436,2,0.4,35.8485,Optimal,35.8485,35.852,0.00970245,-16.2414,0.00621707,0.00307703,0.2549,0.303561
sfsarp-6-7-1,6,7,7,19.5566,19.2671,0.435482,1,4.25,38.3882,Optimal,38.3882,38.392,0.00977404,-18.8316,0.00732927,0.00333946,0.3005,0.261009
sfsarp-6-7-2,6,7,7,19.6007,19.2578,0.264408,2,4.35,38.594,Optimal,38.594,38.5978,0.00982843,-18.9934,0.00667805,0.00305274,0.2738,0.319598
sfsarp-6-7-3,6,7,7,19.5729,19.5093,0.44229,1,0.84,38.64,Optimal,38.64,38.6429,0.00761847,-19.0671,0.00116341,0.000529835,0.0477,0.0399263
sfsarp-6-7-4,6,7,7,19.704,19.2634,0.238188,2,480.6,38.7292,Optimal,38.7292,38.7331,0.0099916,-19.0252,0.00247561,0.00113011,0.1015,0.103476
sfsarp-6-7-5,6,7,7,19.5698,19.2451,0.405306,2,0.05,38.4096,Optimal,38.4096,38.4118,0.00585729,-18.8398,0.0170512,0.00777278,0.6991,0.630501
sfsarp-6-8-1,6,8,8,19.6129,22.2029,0.591744,1,2.2,41.2241,Optimal,41.2241,41.2282,0.00998856,-21.6112,0.014022,0.00591118,0.5749,0.361641
sfsarp-6-8-2,6,8,8,19.5864,22.0706,0.231104,2,6.39,41.4259,Optimal,41.4259,41.43,0.0099915,-21.8395,0.00448537,0.00190716,0.1839,0.242197
sfsarp-6-8-3,6,8,8,19.6431,21.9566,0.2622,1,35.93,41.3375,Optimal,41.3375,41.3416,0.00998053,-21.6944,0.000841463,0.000357169,0.0345,0.037245
sfsarp-6-8-4,6,8,8,19.5704,22.0164,0.358616,1,5.13,41.2282,Optimal,41.2282,41.2324,0.00997036,-21.6578,0.00718537,0.00304732,0.2946,0.292146
sfsarp-6-8-5,6,8,8,19.7351,22.0077,0.51727,2,896.15,41.2255,Optimal,41.2255,41.2297,0.00997573,-21.4905,0.00610976,0.00257428,0.2505,0.152539
sfsarp-6-9-1,6,9,9,19.5648,25.1695,0.619482,1,3.3,44.1147,Optimal,44.1147,44.1185,0.00844717,-24.55,0.0120268,0.00473836,0.4931,0.314959
sfsarp-6-9-2,6,9,9,19.6944,24.7778,0.408112,2,168.69,44.0641,Optimal,44.0641,44.0685,0.00998895,-24.3697,0.0162927,0.00643338,0.668,0.500937
sfsarp-6-9-3,6,9,9,19.6049,24.7789,0.51681,1,9.07,43.8669,Optimal,43.8669,43.8713,0.00999767,-24.262,0.0113537,0.00447972,0.4655,0.329488
sfsarp-6-9-4,6,9,9,19.6724,24.7594,0.486312,1,109.59,43.9455,Optimal,43.9455,43.9499,0.00998103,-24.2731,0.00343171,0.00135334,0.1407,0.0960475
sfsarp-6-9-5,6,9,9,19.6918,24.8319,0.378212,3,15.66,44.1455,Optimal,44.1455,44.1499,0.00998448,-24.4537,0.0127415,0.0050345,0.5224,0.413291
sfsarp-7-5-1,7,5,5,22.8569,13.9719,0.378442,2,0.19,36.4503,Optimal,36.4503,36.4539,0.00975989,-13.5935,0.0114951,0.00566923,0.4713,0.415975
sfsarp-7-5-2,7,5,5,22.9285,13.8421,0.293664,1,0.89,36.4769,Optimal,36.4769,36.4805,0.00987632,-13.5484,0.00606829,0.00299491,0.2488,0.231593
sfsarp-7-5-3,7,5,5,22.8512,13.7239,0.16445,2,0.05,36.4107,Optimal,36.4107,36.4142,0.00979012,-13.5595,0.00506098,0.00251035,0.2075,0.315397
sfsarp-7-5-4,7,5,5,22.822,13.7256,0.301162,2,0.1,36.2465,Optimal,36.2465,36.2499,0.00939038,-13.4245,0.0146683,0.00725419,0.6014,0.665413
sfsarp-7-5-5,7,5,5,22.8935,13.7823,0.326048,2,0.6,36.3498,Optimal,36.3498,36.3533,0.00989435,-13.4563,0.0132707,0.00654885,0.5441,0.502262
