Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sarp-20-50-A-1,20,50,20,88.902,0,88.412,3,0.06,0.49,Optimal,0.49,0.49,0,88.412,0.453659,0.0565579,18.6,0.150161
sarp-20-50-A-2,20,50,20,90.447,0,64.492,5,0.1,25.955,Optimal,25.955,25.955,0,64.492,0.804878,0.119191,33,0.459184
sarp-20-50-B-1,20,50,20,103.116,0,71.024,5,0.08,32.092,Optimal,32.092,32.092,0,71.024,1.32927,0.187242,54.5,0.63323
sarp-20-50-B-2,20,50,20,109.09,0,76.268,4,0.07,32.822,Optimal,32.822,32.822,0,76.268,0.678049,0.091911,27.8,0.285226
sarp-20-50-C-1,20,50,20,369.268,0,202.4,7,0.12,166.868,Optimal,166.868,166.868,0,202.4,2.89512,0.205838,118.7,0.319372
sarp-20-50-C-2,20,50,20,302.627,0,166.06,5,0.1,136.567,Optimal,136.567,136.567,0,166.06,2.29756,0.189283,94.2,0.321868
sarp-20-60-A-1,20,60,20,89.829,0,70.38,5,0.1,19.449,Optimal,19.449,19.449,0,70.38,0.907317,0.128423,37.2,0.43937
sarp-20-60-A-2,20,60,20,86.636,0,71.3,7,0.11,15.336,Optimal,15.336,15.336,-5.79146e-14,71.3,1.3,0.182743,53.3,0.615
sarp-20-60-B-1,20,60,20,94.155,0,77.004,5,0.1,17.151,Optimal,17.151,17.151,0,77.004,0.980488,0.132208,40.2,0.405787
sarp-30-50-A-1,30,50,30,135.31,0,90.16,6,0.21,45.15,Optimal,45.15,45.15,-3.14748e-14,90.16,1.06341,0.108728,43.6,0.46631
sarp-20-60-B-2,20,60,20,98.172,0,55.154,6,0.1,43.018,Optimal,43.018,43.018,0,55.154,1.05122,0.167988,43.1,0.835811
sarp-20-60-C-1,20,60,20,364.118,0,201.756,5,0.1,162.362,Optimal,162.362,162.362,0,201.756,2.29756,0.16375,94.2,0.254411
sarp-30-50-A-2,30,50,30,134.074,0,114.494,6,0.21,19.58,Optimal,19.58,19.58,-5.44338e-14,114.494,1.58293,0.142983,64.9,0.443306
sarp-20-60-C-2,20,60,20,395.224,0,213.67,6,0.12,181.554,Optimal,181.554,181.554,0,213.67,3.30244,0.225229,135.4,0.341775
sarp-20-70-A-1,20,70,20,89.314,0,70.84,4,0.07,18.474,Optimal,18.474,18.474,-1.92309e-14,70.84,0.429268,0.0605505,17.6,0.205447
sarp-30-50-B-1,30,50,30,155.086,0,99.314,6,0.23,55.772,Optimal,55.772,55.772,0,99.314,1.27805,0.124495,52.4,0.462081
sarp-20-70-A-2,20,70,20,90.447,0,66.056,4,0.08,24.391,Optimal,24.391,24.391,0,66.056,0.52439,0.0767127,21.5,0.285651
sarp-30-50-B-2,30,50,30,153.026,0,100.372,5,0.17,52.654,Optimal,52.654,52.654,-2.69891e-14,100.372,0.831707,0.0805766,34.1,0.294728
sarp-20-70-B-1,20,70,20,97.554,0,72.864,4,0.08,24.69,Optimal,24.69,24.69,-1.15114e-13,72.864,0.831707,0.115567,34.1,0.378608
sarp-20-70-B-2,20,70,20,102.498,0,103.73,3,0.06,-1.232,Optimal,-1.232,-1.232,-0,103.73,1.1,0.124528,45.1,0.286957
sarp-30-50-C-1,30,50,30,451.932,0,275.77,5,0.2,176.162,Optimal,176.162,176.162,0,275.77,2.09268,0.10665,85.8,0.172636
sarp-20-70-C-1,20,70,20,345.372,0,195.914,7,0.14,149.458,Optimal,149.458,149.458,0,195.914,3.40732,0.248326,139.7,0.390696
sarp-30-50-C-2,30,50,30,505.492,0,267.536,7,0.26,237.956,Optimal,237.956,237.956,0,267.536,3.39756,0.177091,139.3,0.290753
sarp-20-70-C-2,20,70,20,342.076,0,198.398,6,0.12,143.678,Optimal,143.678,143.678,0,198.398,3.04146,0.219555,124.7,0.343558
sarp-30-40-A-1,30,40,30,140.769,0,123.188,5,0.17,17.581,Optimal,17.581,17.581,0,123.188,0.887805,0.0769882,36.4,0.220206
sarp-30-60-A-1,30,60,30,130.778,0,113.344,4,0.18,17.434,Optimal,17.434,17.434,-6.11342e-14,113.344,0.860976,0.0782012,35.3,0.245309
sarp-30-40-A-2,30,40,30,139.945,0,117.116,5,0.19,22.829,Optimal,22.829,22.829,-3.11246e-14,117.116,0.921951,0.0822454,37.8,0.248521
sarp-30-60-A-2,30,60,30,130.16,0,85.284,5,0.18,44.876,Optimal,44.876,44.876,0,85.284,0.868293,0.0911885,35.6,0.429433
