Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-10-10-1,10,10,10,32.6878,27.5563,0.33672,1,676.89,59.9074,Optimal,59.9074,59.9134,0.00999881,-27.2196,0.00219512,0.000652629,0.09,0.0727567
sfsarp-10-10-2,10,10,10,32.7023,27.8795,0.74428,1,393.46,59.8375,Optimal,59.8375,59.8435,0.0099986,-27.1352,0.00349024,0.00103087,0.1431,0.0666077
sfsarp-10-10-3,10,10,10,32.7244,27.7567,0.581808,2,400.61,59.8994,Optimal,59.8994,59.9054,0.00999417,-27.1749,0.0102732,0.00304114,0.4212,0.229662
sfsarp-10-10-4,10,10,10,32.6918,27.6737,0.467498,2,717.38,59.898,Optimal,59.898,59.904,0.0099989,-27.2062,0.00716585,0.00212598,0.2938,0.192252
sfsarp-20-10-1,20,10,10,65.4743,27.5872,0.540224,3,7164.76,92.5213,Feasible,92.5213,92.5497,0.0307872,-27.0469,0.0131707,0.0026042,0.54,0.229066
sfsarp-10-10-5,10,10,10,32.6426,27.9307,0.79051,2,6543.41,59.7828,Optimal,59.7828,59.7888,0.00999883,-27.1402,0.0105049,0.00310278,0.4307,0.200867
sfsarp-20-10-2,20,10,10,65.5172,27.7616,0.82018,3,7179.34,92.4587,Feasible,92.4587,92.5569,0.10608,-26.9415,0.0114463,0.0022558,0.4693,0.154309
sfsarp-10-15-1,10,15,15,32.6584,41.6394,0.732964,2,7173.71,73.5648,Feasible,73.5648,73.6175,0.0715611,-40.9065,0.0105,0.00249017,0.4305,0.210339
sfsarp-20-10-3,20,10,10,65.3503,27.5603,0.53291,4,7176.26,92.3776,Feasible,92.3776,92.4211,0.046985,-27.0274,0.014961,0.00296151,0.6134,0.288808
sfsarp-10-15-2,10,15,15,32.648,41.5518,0.585396,3,7164.72,73.6143,Feasible,73.6143,73.6588,0.0603885,-40.9664,0.00605366,0.0014385,0.2482,0.14535
sfsarp-20-10-4,20,10,10,65.3588,27.5752,0.436908,3,1632.38,92.4971,Optimal,92.4971,92.5063,0.00999899,-27.1383,0.0115512,0.0022887,0.4736,0.245376
sfsarp-10-15-3,10,15,15,32.6503,41.3992,0.355166,2,7170.37,73.6944,Feasible,73.6944,73.7464,0.0705418,-41.044,0.00210976,0.000502777,0.0865,0.0714109
sfsarp-20-10-5,20,10,10,65.5646,27.8806,0.779102,2,7184.97,92.6661,Feasible,92.6661,92.6958,0.0320789,-27.1015,0.00670976,0.00132237,0.2751,0.0906395
sfsarp-10-15-4,10,15,15,32.7197,41.5673,0.561936,2,7171.65,73.7251,Feasible,73.7251,73.8683,0.193941,-41.0054,0.00266585,0.000633198,0.1093,0.0613184
sfsarp-20-15-1,20,15,15,65.421,41.5613,1.04567,2,7167.86,105.937,Feasible,105.937,106.07,0.125527,-40.5156,0.0111927,0.00189214,0.4589,0.136468
sfsarp-10-15-5,10,15,15,32.7529,41.27,0.545146,2,7169.38,73.4778,Feasible,73.4778,73.5874,0.148972,-40.7248,0.00294878,0.000700311,0.1209,0.0670066
sfsarp-20-15-2,20,15,15,65.3896,41.2832,0.423384,3,7169.48,106.249,Feasible,106.249,106.334,0.0796324,-40.8598,0.00934878,0.00158966,0.3833,0.196081
