Instance Name , n, m, served, prof Customer, prof Parcel, costs, K, Sol Time, Sol Val, sol Stat, LB, UB, GAP, vrps, e(h), et(%), e(km), ed(%) 
sfsarp-20-10-1,20,10,10,65.4743,27.5872,0.600576,3,239.69,92.4609,Optimal,92.4609,92.4701,0.0099989,-26.9866,0.0227439,0.00449422,0.9325,0.374709
sfsarp-20-10-2,20,10,10,65.5172,27.7616,0.839178,3,317.36,92.4397,Optimal,92.4397,92.4489,0.0099976,-26.9225,0.0156951,0.00309252,0.6435,0.208752
sfsarp-20-10-3,20,10,10,65.3503,27.5603,0.544042,4,97.16,92.3665,Optimal,92.3665,92.3757,0.00999778,-27.0162,0.018461,0.00365391,0.7569,0.352358
sfsarp-20-10-4,20,10,10,65.3588,27.5752,0.438932,3,25.07,92.4951,Optimal,92.4951,92.5043,0.00998635,-27.1363,0.0107756,0.00213498,0.4418,0.228379
sfsarp-20-10-5,20,10,10,65.5646,27.8806,0.779746,2,187.43,92.6654,Optimal,92.6654,92.6747,0.00999787,-27.1008,0.0067439,0.00132909,0.2765,0.0910588
sfsarp-10-10-1,10,10,10,32.6878,27.5563,0.33672,1,1214.23,59.9074,Optimal,59.9074,59.9134,0.00999897,-27.2196,0.00219512,0.000652629,0.09,0.0727567
sfsarp-10-10-2,10,10,10,32.7023,27.8795,0.74428,1,343.7,59.8375,Optimal,59.8375,59.8435,0.00999829,-27.1352,0.00544878,0.00160934,0.2234,0.103984
sfsarp-10-10-3,10,10,10,32.7244,27.7567,0.665528,2,534.84,59.8156,Optimal,59.8156,59.8216,0.0099975,-27.0912,0.0117,0.00345898,0.4797,0.237946
sfsarp-10-10-4,10,10,10,32.6918,27.6737,0.470902,2,62.63,59.8946,Optimal,59.8946,59.9006,0.00999836,-27.2028,0.00711707,0.0021114,0.2918,0.190023
sfsarp-10-10-5,10,10,10,32.6426,27.9307,0.810474,2,360.36,59.7629,Optimal,59.7629,59.7689,0.00999818,-27.1202,0.0107098,0.00316231,0.4391,0.200722
sfsarp-20-15-1,20,15,15,65.421,41.5613,1.20653,2,7176.25,105.776,Feasible,105.776,106.026,0.235757,-40.3548,0.0252488,0.0042622,1.0352,0.278849
sfsarp-10-15-1,10,15,15,32.6584,41.6394,0.735494,2,7178.06,73.5623,Feasible,73.5623,73.5931,0.0418253,-40.9039,0.0167073,0.00396216,0.685,0.333788
sfsarp-20-15-2,20,15,15,65.3896,41.2832,0.431204,3,5329.01,106.242,Optimal,106.242,106.252,0.00999896,-40.852,0.0126098,0.002144,0.517,0.262197
sfsarp-10-15-2,10,15,15,32.648,41.5518,0.590732,3,4943.8,73.609,Optimal,73.609,73.6163,0.00999895,-40.961,0.0112756,0.00267918,0.4623,0.268904
sfsarp-20-15-3,20,15,15,65.4112,41.4703,0.549792,3,7169.08,106.332,Feasible,106.332,106.424,0.0865581,-40.9206,0.00463171,0.00078655,0.1899,0.0837486
sfsarp-10-15-3,10,15,15,32.6503,41.3992,0.378994,2,7173.87,73.6706,Feasible,73.6706,73.7187,0.0653015,-41.0202,0.00325854,0.000776309,0.1336,0.105772
sfsarp-20-15-4,20,15,15,65.3623,41.5333,0.923864,3,2300.67,105.972,Optimal,105.972,105.982,0.00999873,-40.6094,0.0176756,0.00299263,0.7247,0.241978
sfsarp-20-15-5,20,15,15,65.402,41.2824,0.464278,2,3726.33,106.22,Optimal,106.22,106.231,0.00999899,-40.8181,0.0055878,0.000949708,0.2291,0.110917
sfsarp-10-15-4,10,15,15,32.7197,41.5673,0.57707,2,7163.32,73.7099,Feasible,73.7099,73.8169,0.144895,-40.9902,0.00353659,0.000839856,0.145,0.0798722
sfsarp-20-20-1,20,20,20,65.4354,55.3803,0.80845,3,7167.08,120.007,Feasible,120.007,120.167,0.133325,-54.5719,0.0165951,0.00246338,0.6804,0.236892
sfsarp-10-15-5,10,15,15,32.7529,41.27,0.522928,2,7179.5,73.5,Feasible,73.5,73.5594,0.0806892,-40.7471,0.00592195,0.00140681,0.2428,0.138269
sfsarp-20-20-2,20,20,20,65.4479,55.165,0.947738,2,7166.49,119.665,Feasible,119.665,120.11,0.370197,-54.2172,0.00280976,0.000416591,0.1152,0.0360349
sfsarp-10-20-1,10,20,20,32.6824,55.3129,0.626566,2,7177.91,87.3688,Feasible,87.3688,87.507,0.158,-54.6864,0.00469268,0.000930109,0.1924,0.10358
sfsarp-20-20-3,20,20,20,65.3296,55.2709,0.980858,3,7157.04,119.62,Feasible,119.62,119.755,0.113418,-54.29,0.0187293,0.00277827,0.7679,0.250825
sfsarp-10-20-2,10,20,20,32.7264,55.4929,0.78959,3,7172.74,87.4297,Feasible,87.4297,87.5446,0.131297,-54.7033,0.0171463,0.0033914,0.703,0.307108
sfsarp-20-20-4,20,20,20,65.472,54.9872,0.56787,3,7165.18,119.891,Feasible,119.891,119.968,0.0635194,-54.4194,0.00846341,0.0012584,0.347,0.143775
sfsarp-10-20-3,10,20,20,32.7141,55.1455,0.672152,2,7156.81,87.1874,Feasible,87.1874,87.339,0.173534,-54.4734,0.00405366,0.000802851,0.1662,0.0825962
sfsarp-20-20-5,20,20,20,65.3919,55.0597,0.608626,3,7156.64,119.843,Feasible,119.843,119.964,0.100789,-54.4511,0.00920488,0.0013689,0.3774,0.159814
sfsarp-10-20-4,10,20,20,32.7179,55.0462,0.567824,2,7169.97,87.1963,Feasible,87.1963,87.3431,0.168035,-54.4784,0.00519268,0.00102954,0.2129,0.118793
sfsarp-20-30-1,20,30,30,65.5156,82.7568,1.01347,3,7150.82,147.259,Feasible,147.259,147.58,0.217223,-81.7434,0.0247659,0.00294212,1.0154,0.293587
sfsarp-10-20-5,10,20,20,32.7367,55.0712,0.619436,2,7171.06,87.1884,Feasible,87.1884,87.3374,0.170559,-54.4517,0.00680244,0.00134775,0.2789,0.143963
