0	2	1	-1	0	25	26.040000	0.830000	9.770000
1	0	1	-1	0	25	26.040000	0.830000	9.770000
2	0	8	-1	2	25	26.040000	0.830000	9.770000
3	0	3	-1	1	25	17.570000	0.580000	9.770000
4	1	3	-1	1	25	17.570000	0.580000	9.770000
5	1	3	-1	1	25	17.570000	0.580000	9.770000
6	1	3	-1	1	25	17.570000	0.580000	9.770000
7	3	3	-1	1	25	17.570000	0.580000	9.770000
8	6	1	-1	3	25	26.040000	0.830000	9.770000
9	5	1	-1	0	25	26.040000	0.830000	9.770000
10	5	3	-1	1	25	17.570000	0.580000	9.770000
11	5	1	-1	3	25	26.040000	0.830000	9.770000
12	5	3	-1	1	25	17.570000	0.580000	9.770000
13	16	1	-1	0	25	26.040000	0.830000	9.770000
14	16	1	-1	3	25	26.040000	0.830000	9.770000
15	12	1	-1	3	25	26.040000	0.830000	9.770000
16	14	1	-1	0	25	26.040000	0.830000	9.770000
17	15	3	-1	1	25	17.570000	0.580000	9.770000
18	13	3	-1	1	25	17.570000	0.580000	9.770000
19	13	1	-1	3	25	26.040000	0.830000	9.770000
