
Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,114.12,17.86,11.08,224.08,367.14,31.0835,4.86463,3.01792,61.0339
grubhub-13-6.tsp ,107.44,26.6,11.54,230.24,375.82,28.5882,7.07786,3.07062,61.2634
grubhub-13-7.tsp ,125.52,12.84,5.7,216.26,360.32,34.8357,3.5635,1.58193,60.0189
grubhub-13-8.tsp ,112.42,20.72,12.14,152.3,297.58,37.7781,6.96283,4.07958,51.1795

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,103.26,27.94,17.18,197.54,345.92,29.8508,8.07701,4.96647,57.1057
grubhub-13-6.tsp ,85.76,38.32,19.72,220.42,364.22,23.5462,10.5211,5.41431,60.5184
grubhub-13-7.tsp ,107.88,31.62,16.4,178.14,334.04,32.2955,9.46593,4.90959,53.3289
grubhub-13-8.tsp ,106.68,21.38,12.14,139.34,279.54,38.1627,7.64828,4.34285,49.8462

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,82.56,30.32,11.82,135.92,260.62,31.6783,11.6338,4.53534,52.1526
grubhub-13-6.tsp ,58.98,73.74,24.7,155.88,313.3,18.8254,23.5365,7.88382,49.7542
grubhub-13-7.tsp ,60.58,64.24,43.84,136.4,305.06,19.8584,21.0582,14.3709,44.7125
grubhub-13-8.tsp ,69.44,54.44,24.4,119.14,267.42,25.9666,20.3575,9.12422,44.5516

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,54.06,42.84,23.62,128.7,249.22,21.6917,17.1896,9.47757,51.6411
grubhub-13-6.tsp ,31.18,93.74,38.4,137.72,301.04,10.3574,31.1387,12.7558,45.7481
grubhub-13-7.tsp ,37.3,99.66,57.9,120.8,315.66,11.8165,31.5719,18.3425,38.269
grubhub-13-8.tsp ,43.5,67.38,41.12,86.18,238.18,18.2635,28.2895,17.2643,36.1827

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,110.98,24.94,14.22,214.84,364.98,30.4071,6.83325,3.8961,58.8635
grubhub-13-6.tsp ,100.84,41.62,18.14,209.92,370.52,27.2158,11.2329,4.89582,56.6555
grubhub-13-7.tsp ,125.52,12.84,5.7,216.26,360.32,34.8357,3.5635,1.58193,60.0189
grubhub-13-8.tsp ,112.42,20.72,12.14,152.3,297.58,37.7781,6.96283,4.07958,51.1795

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,100.12,35.02,20.32,188.3,343.76,29.125,10.1873,5.9111,54.7766
grubhub-13-6.tsp ,79.16,53.34,26.32,200.1,358.92,22.0551,14.8613,7.33311,55.7506
grubhub-13-7.tsp ,95.2,46.8,29.08,162.94,334.02,28.5013,14.0111,8.70607,48.7815
grubhub-13-8.tsp ,106.68,21.38,12.14,139.34,279.54,38.1627,7.64828,4.34285,49.8462

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,82.56,30.32,11.82,135.92,260.62,31.6783,11.6338,4.53534,52.1526
grubhub-13-6.tsp ,36.84,108.36,46.84,118.66,310.7,11.8571,34.8761,15.0756,38.1912
grubhub-13-7.tsp ,60.58,64.24,43.84,136.4,305.06,19.8584,21.0582,14.3709,44.7125
grubhub-13-8.tsp ,69.44,54.44,24.4,119.14,267.42,25.9666,20.3575,9.12422,44.5516

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,54.06,42.84,23.62,128.7,249.22,21.6917,17.1896,9.47757,51.6411
grubhub-13-6.tsp ,31.18,93.74,38.4,137.72,301.04,10.3574,31.1387,12.7558,45.7481
grubhub-13-7.tsp ,37.3,93.7,57.9,110,298.9,12.4791,31.3483,19.371,36.8016
grubhub-13-8.tsp ,43.5,67.38,41.12,86.18,238.18,18.2635,28.2895,17.2643,36.1827

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,114.12,17.86,11.08,224.08,367.14,31.0835,4.86463,3.01792,61.0339
grubhub-13-6.tsp ,107.44,26.6,11.54,230.24,375.82,28.5882,7.07786,3.07062,61.2634
grubhub-13-7.tsp ,125.52,12.84,5.7,216.26,360.32,34.8357,3.5635,1.58193,60.0189
grubhub-13-8.tsp ,112.42,20.72,12.14,152.3,297.58,37.7781,6.96283,4.07958,51.1795

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,103.26,27.94,17.18,197.54,345.92,29.8508,8.07701,4.96647,57.1057
grubhub-13-6.tsp ,85.76,38.32,19.72,220.42,364.22,23.5462,10.5211,5.41431,60.5184
grubhub-13-7.tsp ,107.88,31.62,16.4,178.14,334.04,32.2955,9.46593,4.90959,53.3289
grubhub-13-8.tsp ,100.94,43.12,17.88,132.66,294.6,34.2634,14.6368,6.06925,45.0305

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,82.56,40.22,11.82,135.08,269.68,30.6141,14.914,4.38297,50.089
grubhub-13-6.tsp ,58.98,77.58,24.7,143.24,304.5,19.3695,25.4778,8.11166,47.0411
grubhub-13-7.tsp ,60.58,63.14,43.84,134.48,302.04,20.0569,20.9045,14.5146,44.5239
grubhub-13-8.tsp ,69.44,82.96,24.4,107.66,284.46,24.4112,29.164,8.57766,37.8471

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,54.06,52.74,23.62,127.86,258.28,20.9308,20.4197,9.14511,49.5044
grubhub-13-6.tsp ,34.28,109.36,35.3,107.88,286.82,11.9517,38.1284,12.3074,37.6124
grubhub-13-7.tsp ,60.58,78.98,34.62,121.18,295.36,20.5106,26.7402,11.7213,41.0279
grubhub-13-8.tsp ,43.5,95.9,41.12,74.7,255.22,17.0441,37.5754,16.1116,29.2689

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,110.98,24.94,14.22,214.84,364.98,30.4071,6.83325,3.8961,58.8635
grubhub-13-6.tsp ,100.84,41.62,18.14,209.92,370.52,27.2158,11.2329,4.89582,56.6555
grubhub-13-7.tsp ,125.52,12.84,5.7,216.26,360.32,34.8357,3.5635,1.58193,60.0189
grubhub-13-8.tsp ,112.42,20.72,12.14,152.3,297.58,37.7781,6.96283,4.07958,51.1795

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,100.12,35.02,20.32,188.3,343.76,29.125,10.1873,5.9111,54.7766
grubhub-13-6.tsp ,79.16,53.34,26.32,200.1,358.92,22.0551,14.8613,7.33311,55.7506
grubhub-13-7.tsp ,95.2,46.8,29.08,162.94,334.02,28.5013,14.0111,8.70607,48.7815
grubhub-13-8.tsp ,100.94,43.12,17.88,132.66,294.6,34.2634,14.6368,6.06925,45.0305

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,82.56,40.22,11.82,135.08,269.68,30.6141,14.914,4.38297,50.089
grubhub-13-6.tsp ,36.84,112.2,46.84,106.02,301.9,12.2027,37.1646,15.5151,35.1176
grubhub-13-7.tsp ,60.52,66.66,43.9,129.82,300.9,20.113,22.1535,14.5896,43.1439
grubhub-13-8.tsp ,69.44,82.96,24.4,107.66,284.46,24.4112,29.164,8.57766,37.8471

Instance,c(km),p(km),b(km),e(km),Total,c(%),p(%),b(%),e(%)
grubhub-13-5.tsp ,54.06,52.74,23.62,127.86,258.28,20.9308,20.4197,9.14511,49.5044
