Set4_J10_M2_id1	337	337	6.95266e-310	596	0.736204	1
Set4_J10_M2_id2	436	436	6.95296e-310	479	0.424958	1
Set4_J10_M2_id3	473	473	6.95309e-310	31057	15.935	1
Set4_J10_M2_id4	250	250	6.95301e-310	3537	2.28519	1
Set4_J10_M2_id5	492	492	6.9532e-310	486582	214.004	1
Set4_J10_M3_id1	280	280	0	4252	2.56916	1
Set4_J10_M3_id2	376	376	6.95331e-310	98044	45.5964	1
Set4_J10_M3_id3	336	336	6.9533e-310	495829	248.562	1
Set4_J10_M3_id4	225	225	6.95285e-310	19192	10.2275	1
Set4_J10_M3_id5	334	334	0	78601	43.6594	1
Set4_J20_M2_id1	631	624.29	6.95325e-310	2384568	3593.57	11
Set4_J20_M2_id2	691	691	6.95307e-310	958376	1614.35	1
Set4_J20_M2_id3	800	781.886	6.95302e-310	2530851	3592.99	11
Set4_J20_M2_id4	1072	1061.4	6.95334e-310	2703319	3593.53	11
Set4_J20_M2_id5	1071	1068	6.95279e-310	2952966	3593.7	11
Set4_J20_M3_id1	837	824.576	6.95253e-310	3981501	3593.05	11
Set4_J20_M3_id2	555	548.791	6.95277e-310	2789394	3594.1	11
Set4_J20_M3_id3	857	840.959	6.95321e-310	3409007	3595	11
Set4_J20_M3_id4	785	772.412	6.95264e-310	2552775	3063.05	111
Set4_J20_M3_id5	788	786.5	6.95284e-310	5007909	3594.45	11
Set4_J30_M3_id1	739	732.72	6.95294e-310	1714479	3595.88	11
Set4_J30_M3_id2	928	870.858	6.95259e-310	1073821	2212.48	111
Set4_J30_M3_id3	1007	986.18	6.95319e-310	955745	2149.16	111
Set4_J30_M3_id4	783	763.144	6.95326e-310	1406699	3595.55	11
Set4_J30_M3_id5	800	788.59	6.95272e-310	1049827	3017.15	111
Set4_J30_M4_id1	612	547.897	6.9528e-310	864311	3594.95	11
Set4_J30_M4_id2	800	662.286	6.95274e-310	1259680	2425.18	111
Set4_J30_M4_id3	910	825.947	6.95278e-310	1250255	2819.6	111
Set4_J30_M4_id4	655	628.784	6.95258e-310	1101433	2654.34	111
Set4_J30_M4_id5	830	802.287	6.95279e-310	1094762	2622.52	111
Set4_J40_M3_id1	1105	919.299	6.95331e-310	1162915	2063.38	111
Set4_J40_M3_id2	1205	1194.3	6.95314e-310	954853	3595.59	11
Set4_J40_M3_id3	984	432.158	6.95264e-310	268880	3595.7	11
Set4_J40_M3_id4	1226	1101.99	6.95281e-310	479473	3595.95	11
Set4_J40_M3_id5	1320	966	6.95287e-310	584317	1986.08	111
Set4_J40_M4_id1	1153	1046.47	6.95324e-310	988815	3594.76	11
Set4_J40_M4_id2	708	666.966	6.95333e-310	411106	3594.61	11
Set4_J40_M4_id3	760	653.551	6.95301e-310	427249	3595.61	11
Set4_J40_M4_id4	895	668.379	6.9528e-310	303151	3596.26	11
Set4_J40_M4_id5	1050	768.186	6.95275e-310	435634	3594.94	11
Set4_J50_M4_id1	895	404.024	6.95297e-310	251783	3594.88	11
Set4_J50_M4_id2	1031	670.886	6.95268e-310	190116	3595.82	11
Set4_J50_M4_id3	841	361.042	6.95335e-310	100530	3595.83	11
Set4_J50_M4_id4	1005	597.414	6.95294e-310	139119	3595.89	11
Set4_J50_M4_id5	1505	1082	6.95251e-310	386263	3595.54	11
Set4_J50_M5_id1	674	358.055	6.95327e-310	163280	3594.57	11
Set4_J50_M5_id2	655	347.434	6.95288e-310	163372	3595.36	11
Set4_J50_M5_id3	805	414.843	6.95312e-310	175448	3595.73	11
Set4_J50_M5_id4	762	409	6.95257e-310	239914	3595.51	11
Set4_J50_M5_id5	785	442.732	6.953e-310	248014	3595.7	11
