10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,13,1,0,127.335,0,95.3396,5,1.46,31.9954,Optimal
grubhub-14-5.tsp ,13,1,0,122.935,0,66.8104,6,0.4,56.1242,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,11,3,2,104.975,28.6038,94.3184,4,269.58,39.2602,Optimal
grubhub-14-5.tsp ,11,3,2,99.2292,30.5626,79.1476,5,10.51,50.6442,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,10,4,3,94.2678,42.2168,78.4944,4,15.08,57.9902,Optimal
grubhub-14-5.tsp ,10,4,3,87.633,45.4704,82.9104,4,114.38,50.193,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,8,6,5,76.4676,64.1806,80.73,3,59.45,59.9182,Optimal
grubhub-14-5.tsp ,8,6,4,69.3882,62.2208,86.986,4,438.45,44.623,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,13,1,0,127.335,0,95.3396,5,1.19,31.9954,Optimal
grubhub-14-5.tsp ,13,1,0,122.935,0,66.8104,6,0.37,56.1242,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,11,3,3,104.975,37.8178,101.568,4,197.22,41.2246,Optimal
grubhub-14-5.tsp ,11,3,2,99.2292,30.5626,79.1476,5,12.38,50.6442,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,10,4,4,94.2678,51.4308,86.2592,4,29.63,59.4394,Optimal
grubhub-14-5.tsp ,10,4,3,87.633,45.4704,82.9104,4,162.01,50.193,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,8,6,5,76.4676,64.1806,79.4328,3,80.72,61.2154,Optimal
grubhub-14-5.tsp ,8,6,4,69.3882,62.2208,86.8848,4,397.99,44.7242,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,13,1,0,127.335,0,95.3396,5,1.46,31.9954,Optimal
grubhub-14-5.tsp ,13,1,0,122.935,0,66.8104,6,0.4,56.1242,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,11,3,2,104.975,28.6038,94.3184,4,1002.15,39.2602,Optimal
grubhub-14-5.tsp ,11,3,3,99.2292,35.029,81.0244,5,25.09,53.2338,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,10,4,3,94.2678,42.2168,78.4944,4,190.45,57.9902,Optimal
grubhub-14-5.tsp ,10,4,4,87.633,49.9368,84.7872,4,132.33,52.7826,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,8,6,6,76.4676,73.3946,86.342,3,591.69,63.5202,Optimal
grubhub-14-5.tsp ,8,6,5,69.3882,66.6872,85.284,4,1434.86,50.7914,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,13,1,0,127.335,0,95.3396,5,1.18,31.9954,Optimal
grubhub-14-5.tsp ,13,1,0,122.935,0,66.8104,6,0.38,56.1242,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,11,3,3,104.975,37.8178,101.568,4,406.99,41.2246,Optimal
grubhub-14-5.tsp ,11,3,2,99.2292,30.5626,75.2284,5,32.81,54.5634,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,10,4,4,94.2678,51.4308,86.2592,4,97.62,59.4394,Optimal
grubhub-14-5.tsp ,10,4,3,87.633,45.4704,78.9912,4,114.28,54.1122,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-4.tsp ,8,6,6,76.4676,73.3946,86.342,3,1223.45,63.5202,Optimal
grubhub-14-5.tsp ,8,6,5,69.3882,66.6872,85.284,4,1385.44,50.7914,Optimal
