10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,14,1,0,119.631,0,93.7756,5,1.81,25.8554,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,12,3,3,97.989,36.5064,93.84,4,48.15,40.6554,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,11,4,3,83.2122,47.0972,97.2624,3,65.83,33.047,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,9,6,4,68.4102,57.4566,92.9108,3,496.93,32.956,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,14,1,0,119.631,0,93.7756,5,4.88,25.8554,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,12,3,2,97.989,27.558,84.0144,4,27.97,41.5326,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,11,4,3,83.2122,47.0972,97.2624,3,194.52,33.047,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,9,6,4,68.4102,57.4566,92.9108,3,658.35,32.956,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,14,1,0,119.631,0,93.7756,5,1.82,25.8554,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,12,3,3,97.989,36.5064,89.9116,4,186.55,44.5838,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,11,4,3,83.2122,47.0972,90.5464,3,397.35,39.763,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,9,6,5,68.4102,66.405,97.3268,3,7195,37.4884,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,14,1,0,119.631,0,93.7756,5,4.9,25.8554,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,12,3,3,97.989,36.5064,89.9116,4,116.16,44.5838,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,11,4,3,83.2122,47.0972,90.5464,3,1802.26,39.763,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,9,6,5,68.4102,66.405,97.3268,3,7195.21,37.4884,Feasible
