
Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,5.23447,0.269106,0,3.95171,19.3646,0.19561,29.0154,18.0403,0.927457,0,13.6193,66.7388,0.674157
grubhub-11-1.tsp ,4.16959,0.417398,0,3.29024,11.7798,1.29252,20.9495,19.9031,1.9924,0,15.7056,56.2293,6.16969
grubhub-11-2.tsp ,4.52911,0.531545,0,5.37756,9.25976,-1.45717e-15,19.698,22.9928,2.69847,0,27.3001,47.0087,-7.39755e-15
grubhub-11-3.tsp ,4.40959,0.455447,0,2.74634,23.7286,5.85659,37.1966,11.8548,1.22443,0,7.38332,63.7925,15.745
grubhub-11-4.tsp ,4.12764,0.495935,0,3.19512,20.7085,2.63678e-16,28.5272,14.4691,1.73846,0,11.2003,72.5922,9.24303e-16
grubhub-11-5.tsp ,4.81398,0.397886,0,3.63122,14.5415,3.90211,27.2867,17.6422,1.45817,0,13.3076,53.2916,14.3004
grubhub-11-6.tsp ,4.07106,0.342764,0,3.25268,16.6936,-6.56419e-15,24.3601,16.712,1.40707,0,13.3525,68.5284,-2.69465e-14
grubhub-11-7.tsp ,3.68276,0.422764,0,3.76732,19.1971,-3.84415e-15,27.07,13.6046,1.56175,0,13.917,70.9167,-1.42008e-14
grubhub-11-8.tsp ,4.07447,0.296423,0,2.80585,18.4413,5.96745e-16,25.618,15.9047,1.15709,0,10.9526,71.9856,2.32939e-15
grubhub-11-9.tsp ,4.31545,0.433496,0,2.95366,11.4029,2.61707,21.7226,19.8662,1.9956,0,13.5972,52.4934,12.0477

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,4.64488,0.858699,0,3.63707,13.9254,6.41984,29.4859,15.7529,2.91224,0,12.335,47.2273,21.7726
grubhub-11-1.tsp ,3.87073,0.71626,0,3.12537,8.01902,0.681463,16.4128,23.5836,4.36402,0,19.0422,48.8582,4.15201
grubhub-11-2.tsp ,3.99561,1.08455,0,5.23951,12.2843,1.39602,24,16.6484,4.51897,0,21.8313,51.1846,5.81673
grubhub-11-3.tsp ,3.93268,0.932358,0,2.68,24.5646,7.89041,40,9.83171,2.33089,0,6.7,61.4114,19.726
grubhub-11-4.tsp ,3.79659,0.826992,0,3.17854,19.6417,2.66454e-15,27.4438,13.834,3.0134,0,11.582,71.5706,9.70905e-15
grubhub-11-5.tsp ,4.28488,0.926992,0,3.63122,13.1735,7.7048,29.7214,14.4168,3.11894,0,12.2175,44.3233,25.9234
grubhub-11-6.tsp ,3.72049,0.693333,0,3.03951,23.6673,-5.82867e-16,31.1207,11.955,2.22789,0,9.76687,76.0502,-1.87293e-15
grubhub-11-7.tsp ,3.4,0.705528,0,3.48341,11.3123,3.2107,22.1119,15.3763,3.19072,0,15.7536,51.1592,14.5202
grubhub-11-8.tsp ,3.80878,0.562114,0,2.57366,16.3662,1.75976,25.0705,15.1923,2.24213,0,10.2657,65.2807,7.01923
grubhub-11-9.tsp ,3.86537,0.883577,0,2.77512,20.4598,2.04309,30.0269,12.873,2.94262,0,9.24212,68.1381,6.80419

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
grubhub-11-0.tsp ,4.19772,1.30585,0,3.63463,13.3831,1.4787,24,17.4905,5.44106,0,15.1443,55.7629,6.16125
grubhub-11-1.tsp ,3.30016,1.20878,0,2.50976,6.84463,0.942033,14.8054,22.2903,8.16448,0,16.9517,46.2308,6.36278
grubhub-11-2.tsp ,3.69821,1.46683,0,3.62341,14.1978,1.01374,24,15.4092,6.11179,0,15.0976,59.1575,4.22392
grubhub-11-3.tsp ,3.59333,0.932358,0,2.26829,26.5311,6.67496,40,8.98333,2.33089,0,5.67073,66.3276,16.6874
grubhub-11-4.tsp ,3.27675,1.34683,0,3.13463,4.23463,1.62276,13.6156,24.0661,9.8918,0,23.0224,31.1013,11.9184
grubhub-11-5.tsp ,3.78016,1.43171,0,3.47512,12.9717,5.84252,27.5012,13.7454,5.20598,0,12.6362,47.1678,21.2446
grubhub-11-6.tsp ,3.22016,1.19366,0,3.21024,13.93,1.74732,23.3014,13.8196,5.12269,0,13.7771,59.7819,7.49877
grubhub-11-7.tsp ,3.11041,1.19902,0,3.01463,11.3123,2.31163,20.948,14.8482,5.72382,0,14.3911,54.0018,11.0351
grubhub-11-8.tsp ,3.46992,0.900976,0,2.56585,10.2325,1.56577,18.735,18.521,4.80904,0,13.6955,54.617,8.35745
grubhub-11-9.tsp ,3.40163,1.34732,0,2.62683,10.5918,4.05935,22.0269,15.443,6.11669,0,11.9255,48.0857,18.429

Instance,c(h),p(h),b(h),e(h),waitc(h),waitp(h),Total,c(%),p(%),b(%),e(%),waitc(%),waitp(%)
