Instance,SumCol2,SumCol3,SumCol4,Col5_from_csv2,Col6_from_csv2,Col7_from_csv2,Status
csarp,,,,,,,
sarp-10-10-A-1,1.66,50.759,52.37,10.0,1.8634,76.4,Feasible
sarp-10-10-A-2,1.55,39.129,42.417,10.0,2.561,105.0,Feasible
sarp-10-10-B-1,1.08,59.546,59.546,10.0,2.3073,94.6,Feasible
sarp-10-10-B-2,1.44,62.585,63.177,9.0,2.0098,82.4,Feasible
sarp-10-10-C-1,1.1,101.801,102.497,10.0,1.9537,80.1,Feasible
sarp-10-10-C-2,1.33,123.392,126.783,10.0,1.8878,77.4,Feasible
sarp-10-15-A-1,3.12,25.797,34.916,14.0,3.1902,130.8,Feasible
sarp-10-15-A-2,3.25,36.476,45.56,15.0,3.0976,127.0,Feasible
sarp-10-15-B-1,2.53,52.981,64.598,14.0,2.9293,120.1,Feasible
sarp-10-15-B-2,5.23,46.945,64.791,15.0,2.8146,115.4,Feasible
sarp-10-15-C-1,2.52,181.896,207.173,15.0,1.9927,81.7,Feasible
sarp-10-15-C-2,3.06,187.961,214.227,15.0,1.5024,61.6,Feasible
sarp-10-20-A-1,13.34,35.232,54.186,19.0,2.4439,100.2,Feasible
sarp-10-20-A-2,7.16,48.892,74.538,20.0,2.2902,93.9,Feasible
sarp-10-20-B-1,9.35,61.079,95.889,19.0,1.6683,68.4,Feasible
sarp-10-20-B-2,6.88,60.691,92.407,20.0,2.0561,84.3,Feasible
sarp-10-20-C-1,9.26,169.763,209.785,20.0,1.6244,66.6,Feasible
sarp-10-20-C-2,10.38,172.217,228.712,20.0,1.5927,65.3,Feasible
sarp-10-30-A-1,14.92,26.643,67.585,29.0,4.0146,164.6,Feasible
sarp-10-30-A-2,19.34,48.444,90.267,30.0,1.3756,56.4,Feasible
sarp-10-30-B-1,21.23,60.417,123.679,30.0,2.2293,91.4,Feasible
sarp-10-30-B-2,22.9,47.862,95.584,29.0,1.8756,76.9,Feasible
sarp-10-30-C-1,36.51,189.6,308.452,30.0,0.8268,33.9,Feasible
sarp-10-30-C-2,12.21,164.304,232.747,23.0,2.561,105.0,Feasible
sarp-15-10-A-1,9.02,50.761,50.761,10.0,2.9195,119.7,Feasible
sarp-15-10-A-2,18.69,72.226,73.843,10.0,2.0512,84.1,Feasible
sarp-15-10-B-1,6.15,77.257,77.257,10.0,2.4171,99.1,Feasible
sarp-15-10-B-2,10.24,66.579,66.579,10.0,3.1317,128.4,Feasible
sarp-15-10-C-1,16.48,181.915,181.915,10.0,2.1902,89.8,Feasible
sarp-15-10-C-2,12.87,234.44,234.44,10.0,2.2512,92.3,Feasible
sarp-15-15-A-1,30.11,40.946,45.639,15.0,3.8976,159.8,Feasible
sarp-15-15-A-2,21.02,73.998,75.621,14.0,2.4415,100.1,Feasible
sarp-15-15-B-1,18.85,65.906,73.779,15.0,3.3561,137.6,Feasible
sarp-15-15-B-2,25.99,85.77,85.77,14.0,2.5024,102.6,Feasible
sarp-15-15-C-1,56.63,275.0061,274.984,15.0,2.4951,102.3,Feasible
sarp-15-15-C-2,29.42,214.594,214.594,15.0,2.1049,86.3,Feasible
sarp-15-20-A-1,34.32,62.608,74.439,20.0,3.2756,134.3,Feasible
sarp-15-20-A-2,64.15,56.871,74.525,20.0,3.0707,125.9,Feasible
sarp-15-20-B-1,46.38,84.055,105.004,20.0,2.5415,104.2,Feasible
sarp-15-20-B-2,59.0,90.938,95.207,20.0,3.5561,145.8,Feasible
sarp-15-20-C-1,54.57,246.167,268.945,20.0,1.7512,71.8,Feasible
sarp-15-20-C-2,50.54,221.27,233.413,19.0,1.7951,73.6,Feasible
sarp-15-30-A-1,111.3,78.972,109.618,30.0,2.4024,98.5,Feasible
sarp-15-30-A-2,82.36,52.361,88.567,29.0,2.9195,119.7,Feasible
sarp-15-30-B-1,117.56,87.503,124.307,30.0,1.8244,74.8,Feasible
sarp-15-30-B-2,106.17,92.781,133.243,30.0,2.0415,83.7,Feasible
sarp-15-30-C-1,117.05,260.272,342.779,30.0,1.7537,71.9,Feasible
