10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,13,1,1,123.79,8.7326,89.654,4,1.81,42.8682,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,11,3,3,102.547,35.7096,100.584,3,65.1,37.6726,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,10,4,3,96.297,35.7096,89.1572,3,232.84,42.8494,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,8,6,3,75.51,41.4034,73.2228,3,1234.54,43.6906,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,13,1,1,123.79,8.7326,89.5436,4,0.86,42.9786,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,11,3,3,102.547,35.7096,100.087,3,81.95,38.1694,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,10,4,3,96.297,35.7096,88.6604,3,98.35,43.3462,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,8,6,3,75.51,41.4034,73.2228,3,1802.19,43.6906,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,13,1,1,123.79,8.7326,89.654,4,1.84,42.8682,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,11,3,3,102.547,35.7096,93.288,3,153.77,44.9682,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,10,4,4,96.297,42.832,87.7772,3,1079.6,51.3518,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,8,6,6,75.51,69.145,83.1404,3,7193.97,61.5146,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,13,1,1,123.79,8.7326,89.5436,4,0.86,42.9786,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,11,3,3,102.547,35.7096,91.54,3,301.29,46.7162,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,10,4,4,96.297,42.832,85.9924,3,1997.07,53.1366,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-9.tsp ,8,6,6,75.51,69.145,83.1404,3,7191.65,61.5146,Feasible
