10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,14,1,1,124.921,8.6828,84.088,7,2.32,49.5154,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,12,3,3,104.647,34.2488,78.8992,7,18.71,59.9962,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,11,4,3,98.1804,34.2488,75.5136,6,120.2,56.9156,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,9,6,3,85.248,34.2488,68.3836,5,49.79,51.1132,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,14,1,1,124.921,8.6828,84.088,7,2.73,49.5154,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,12,3,3,104.647,34.2488,76.4704,7,20.27,62.425,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,11,4,3,98.1804,34.2488,73.0848,6,57.3,59.3444,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,9,6,3,85.248,34.2488,68.3836,5,232.44,51.1132,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,14,1,1,124.921,8.6828,84.088,7,2.34,49.5154,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,12,3,3,104.647,34.2488,78.338,7,45.08,60.5574,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,11,4,4,98.1804,41.6866,80.5644,6,148.94,59.3026,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,9,6,6,85.248,56.5622,84.8976,5,464.4,56.9126,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,14,1,1,124.921,8.6828,84.088,7,2.73,49.5154,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,12,3,3,104.647,34.2488,75.9092,7,30.69,62.9862,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,11,4,4,98.1804,41.6866,79.2948,6,113.27,60.5722,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-7.tsp ,9,6,6,85.248,56.5622,84.8976,5,144.82,56.9126,Optimal
