10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,14,1,1,126.026,10.2598,101.393,7,3.8,34.893,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,12,3,2,112.353,16.436,94.5484,5,57.96,34.2406,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,11,4,3,100.757,31.3438,106.95,4,7198.37,25.1506,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,9,6,5,83.082,53.125,87.86,4,3857.33,48.347,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,14,1,1,126.026,10.2598,101.393,7,11.59,34.893,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,12,3,2,112.353,16.436,94.5484,5,65.57,34.2406,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,11,4,3,100.757,31.3438,106.196,4,7196.91,25.905,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,9,6,5,83.082,53.125,86.664,4,6220.08,49.543,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,14,1,1,126.026,10.2598,101.393,7,3.83,34.893,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,12,3,2,112.353,16.436,94.5484,5,410.68,34.2406,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,11,4,3,100.757,31.3438,106.95,4,7196.83,25.1506,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,9,6,5,83.082,53.125,87.3908,4,7195.07,48.8162,Feasible
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,14,1,1,126.026,10.2598,101.393,7,11.64,34.893,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,12,3,2,112.353,16.436,94.5484,5,147.01,34.2406,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,11,4,3,100.757,31.3438,105.782,4,7199.08,26.319,Feasible
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-6.tsp ,9,6,5,83.082,53.125,86.664,4,7194.72,49.543,Feasible
