10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,14,1,1,130.712,16.9828,109.922,7,2.19,37.773,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,12,3,2,110.882,32.3886,100.685,6,36.86,42.5862,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,11,4,2,102.729,32.3886,86.848,6,33.36,48.2696,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,9,6,4,83.1504,56.942,84.7504,5,114.2,55.342,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,14,1,1,130.712,16.9828,109.922,7,2.76,37.773,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,12,3,2,110.882,32.3886,100.685,6,120.15,42.5862,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,11,4,2,102.729,32.3886,86.848,6,64.31,48.2696,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,9,6,4,83.1504,56.942,84.0512,5,104.23,56.0412,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,14,1,1,130.712,16.9828,109.922,7,2.21,37.773,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,12,3,2,110.882,32.3886,100.685,6,73.13,42.5862,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,11,4,2,102.729,32.3886,86.848,6,335.55,48.2696,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,9,6,4,83.1504,56.942,81.742,5,2731.45,58.3504,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,14,1,1,130.712,16.9828,109.922,7,2.78,37.773,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,12,3,2,110.882,32.3886,100.685,6,196.34,42.5862,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,11,4,2,102.729,32.3886,86.848,6,204.26,48.2696,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-3.tsp ,9,6,4,83.1504,56.942,80.5368,5,2626.01,59.5556,Optimal
