10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,14,1,0,119.631,0,93.7756,5,4.91,25.8554,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,12,3,3,97.989,36.5064,89.9116,4,116.34,44.5838,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,11,4,3,83.2122,47.0972,90.5464,3,1795.34,39.763,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-15-4.tsp ,9,6,5,68.4102,66.405,97.3268,3,7194.09,37.4884,Feasible
