10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,13,1,1,131.804,10.3594,95.6156,6,0.83,46.5476,Optimal
grubhub-14-7.tsp ,13,1,1,101.491,12.8494,84.226,5,4.94,30.1146,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,11,3,3,111.484,35.9918,105.027,5,59.88,42.4488,Optimal
grubhub-14-7.tsp ,11,3,1,86.7462,12.8494,65.826,5,29.18,33.7696,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,10,4,3,100.994,35.9918,92.4968,4,503.85,44.4888,Optimal
grubhub-14-7.tsp ,10,4,1,82.4118,12.8494,59.4136,5,39.21,35.8476,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,8,6,5,82.3728,62.089,100.85,3,3650.04,43.6114,Optimal
grubhub-14-7.tsp ,8,6,3,65.1132,34.0828,64.3632,4,252.5,34.8328,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,13,1,1,131.804,10.3594,95.6156,6,1.22,46.5476,Optimal
grubhub-14-7.tsp ,13,1,1,101.491,12.8494,83.7108,5,1.72,30.6298,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,11,3,3,111.484,35.9918,105.027,5,618.21,42.4488,Optimal
grubhub-14-7.tsp ,11,3,1,86.7462,12.8494,65.826,5,29.04,33.7696,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,10,4,4,100.994,49.2894,104.871,4,269.31,45.4124,Optimal
grubhub-14-7.tsp ,10,4,1,82.4118,12.8494,59.2296,5,187.41,36.0316,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,8,6,5,82.3728,62.089,100.85,3,2846,43.6114,Optimal
grubhub-14-7.tsp ,8,6,3,65.1132,34.0828,64.3632,4,236.24,34.8328,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,13,1,1,131.804,10.3594,95.6156,6,0.82,46.5476,Optimal
grubhub-14-7.tsp ,13,1,1,101.491,12.8494,84.226,5,4.92,30.1146,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,11,3,3,111.484,35.9918,105.027,5,496.61,42.4488,Optimal
grubhub-14-7.tsp ,11,3,2,86.7462,19.8722,72.2752,5,96.69,34.3432,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,10,4,3,100.994,35.9918,92.4968,4,2319.4,44.4888,Optimal
grubhub-14-7.tsp ,10,4,2,82.4118,19.8722,65.8628,5,98.22,36.4212,Optimal
40
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,8,6,6,82.3728,72.4484,100.068,3,7193.16,54.7528,Feasible
grubhub-14-7.tsp ,8,6,4,65.1132,41.1056,68.1352,4,415.97,38.0836,Optimal
10
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,13,1,1,131.804,10.3594,95.6156,6,1.2,46.5476,Optimal
grubhub-14-7.tsp ,13,1,1,101.491,12.8494,83.7108,5,1.73,30.6298,Optimal
20
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,11,3,3,111.484,35.9918,105.027,5,451.64,42.4488,Optimal
grubhub-14-7.tsp ,11,3,2,86.7462,19.8722,72.2752,5,45.61,34.3432,Optimal
30
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat
grubhub-14-6.tsp ,10,4,4,100.994,49.2894,104.871,4,6135.78,45.4124,Optimal
