
Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-5.tsp ,10,4,3,87.633,45.4704,82.9104,4,30.21,50.193,Optimal,50.193,50.193,0
grubhub-14-6.tsp ,10,4,3,100.994,35.9918,92.4968,4,109.28,44.4888,Optimal,44.4888,44.4888,0
grubhub-14-7.tsp ,10,4,1,82.4118,12.8494,59.4136,5,58.86,35.8476,Optimal,35.8476,35.8484,0.00223162
grubhub-14-8.tsp ,10,4,2,95.1912,22.7938,82.7908,4,16.41,35.1942,Optimal,35.1942,35.1942,0
grubhub-14-9.tsp ,10,4,3,96.297,35.7096,89.1572,3,268.78,42.8494,Optimal,42.8494,42.8494,0

Instance,n,m,served,prof Customer,prof Parcel,costs,K,Sol Time,Sol Val,sol Stat,LB,UB,GAP
grubhub-14-5.tsp ,8,6,4,69.3882,62.2208,86.986,4,88.01,44.623,Optimal,44.623,44.6261,0.00694661
grubhub-14-6.tsp ,8,6,5,82.3728,62.089,100.85,3,958.2,43.6114,Optimal,43.6114,43.614,0.00596139
grubhub-14-7.tsp ,8,6,3,65.1132,34.0828,64.3632,4,63.08,34.8328,Optimal,34.8328,34.8359,0.00889887
grubhub-14-8.tsp ,8,6,2,82.8972,22.7938,68.6872,3,57.7,37.0038,Optimal,37.0038,37.0044,0.00162143
grubhub-14-9.tsp ,8,6,3,75.51,41.4034,73.2228,3,1045.69,43.6906,Optimal,43.6906,43.6941,0.00801023
