 1A
Instance,Detours(%)
 sarp-30-20-A-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02287e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-30-20-A-2,0,0,0,0,0,0,0,-1.9652e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sarp-30-20-B-1,0,0,0,0,0,-2.2058e-05,0,0,0,0,0,0,0,0,0,0,0,0,-2.50806e-05,0,-2.6294e-05,0,0,0,0,0,0,0,0,0
 sarp-30-20-B-2,0,0,0,0,0,0,-2.37457e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60934e-05,0,0,0,0,0,0
 sarp-30-20-C-2,5.31347,0,13.7842,0,0,-8.43707,0,18.5351,0,0,0,24.2669,0,5.34,28.8421,0,-17.1531,0,0,8.87122,1.08338,16.6092,-3.08861e-05,-4.09093,0,0,32.8507,0.543388,1.35855,0
 sarp-5-15-A-1,0,0,0,0,0
 sarp-5-15-A-2,0,0,0,0,0
 sarp-5-15-B-1,0,0,24.6191,0,0
 sarp-5-15-B-2,0,0,0,0,0
 sarp-5-15-C-1,0,0,0,0,47.8774
 sarp-5-15-C-2,0,33.4199,46.866,0,0
 sarp-5-20-A-1,0,0,0,0,0
 sarp-5-20-A-2,0,0,0,0,0
 sarp-5-20-B-1,0,0,0,0,0
 sarp-5-20-B-2,0,0,0,0,0
 sarp-5-20-C-1,0,0,3.43243,0,-13.64
 sarp-5-20-C-2,0,26.1605,0,9.49464,5.53055
 sarp-5-30-A-1,0,0,0,0,0
 sarp-5-30-A-2,0,0,0,0,0
 sarp-5-30-B-1,0,0,0,-2.23232e-05,0
 sarp-5-30-B-2,0,0,0,0,0
 sarp-5-30-C-1,11.8039,0,20.9512,0,0
 sarp-5-30-C-2,26.2419,36.0061,0,0,0
