 1A
Instance,Detours(%)
 sfsarp-10-30-2,-1.34739e-12,0,0,0,0,0,0,0,0,0
 sfsarp-10-30-3,-1.90194e-12,0,-1.8707e-12,0,0,0,49.7969,-1.92335e-12,0,0
 sfsarp-10-30-4,0,0,0,0,0,0,0,0,0,0
 sfsarp-10-30-5,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-10-1,0,0,0,0,8.62662,0,0,0,0,0,3.01342e-12,0,0,0,0
 sfsarp-15-10-2,0,0,0,0,0,0,0,3.02842e-12,0,0,0,-1.16698e-12,-1.90194e-12,0,0
 sfsarp-15-10-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-15-2,0,0,0,0,0,0,0,-2.06893e-12,0,0,0,0,-1.84585e-12,0,0
 sfsarp-15-15-3,-1.96263e-12,0,0,0,-2.03197e-12,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-15-5,0,0,4.1676e-12,0,0,0,0,0,0,0,0,7.53337,0,0,0
 sfsarp-15-20-1,0,33.9914,0,0,0,0,0,0,0,0,0,0,3.02842e-12,0,0
 sfsarp-15-20-2,0,0,0,0,0,0,0,4.1676e-12,0,0,0,0,2.19143e-12,0,0
 sfsarp-15-20-3,0,0,0,0,0,0,0,3.12955e-12,0,0,0,0,0,0,0
 sfsarp-15-20-5,0,0,0,-1.13268e-12,0,0,0,0,0,0,0,0,0,0,42.3691
 sfsarp-15-30-1,0,0,0,0,0,0,0,0,0,0,0,3.01342e-12,0,0,0
 sfsarp-15-30-2,-1.6109e-12,0,0,0,44.4423,0,0,0,0,0,0,0,0,0,0
 sfsarp-15-30-3,0,-1.58315e-12,0,0,0,0,0,0,0,0,0,0,-17.8583,0,0
 sfsarp-15-30-5,0,0,0,0,0,0,0,0,2.55236e-12,0,37.7588,0,0,0,0
 sfsarp-20-10-1,0,0,0,-1.78537e-12,0,0,0,0,0,0,2.55236e-12,0,0,0,0,0,0,39.6462,0,0
 sfsarp-20-10-3,0,0,-1.41266e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-10-5,4.1676e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 sfsarp-20-15-1,0,0,0,0,0,0,4.93253,51.0711,0,0,-5.58825,0,0,3.01342e-12,0,0,41.8862,0,0,-9.01556
 sfsarp-20-15-2,0,2.9059e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7395
 sfsarp-20-15-3,0,0,0,0,0,0,0,0,0,0,3.12955e-12,0,0,0,0,0,0,0,0,0
 sfsarp-20-15-5,0,0,2.9059e-12,0,0,0,0,0,3.97385e-12,0,0,0,0,0,0,0,0,0,0,0
